,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,MiscVal,MoSold,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType,SalePrice_log,SalePrice,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,HasGasHeating_1,HasSBrkr_1,HasEx_1,HasGd_1,HasGLQ_1,HasPavedDrive_1,HasTA_1
635,641,60,70.04995836802665,7050,7,5,0.0,Gd,738,0,319,1057,1057,0,1929,3,1,7,1,2001.0,650,0,0,5,2986,6,235,3.5,0,1,1,0,0,0,0,2,0,1,12.328290278254425,226000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
636,642,80,75.0,13860,8,7,0.0,Gd,1410,0,542,1952,2000,0,2704,4,1,9,3,1972.0,538,269,0,7,4656,14,111,3.5,0,1,1,1,0,0,0,1,0,1,12.751299696013493,345000,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
637,643,60,80.0,10793,5,5,263.0,TA,493,287,0,780,780,0,1620,4,1,7,0,1969.0,462,208,0,4,2400,38,0,2.5,0,1,0,1,0,0,0,1,0,1,11.931635799828413,152000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
638,644,20,85.0,9187,9,5,162.0,Ex,1121,0,645,1766,1766,0,1766,2,1,7,1,2009.0,478,195,0,10,3532,0,130,3.5,3,0,1,1,0,0,0,2,1,1,12.823628446539171,370878,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
639,645,20,70.04995836802665,10530,6,5,0.0,TA,282,35,664,981,981,0,981,3,1,5,0,1979.0,576,0,0,3,1962,36,352,2.5,0,0,1,0,0,1,0,1,0,1,11.872346634576989,143250,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
640,646,20,60.0,7200,5,5,0.0,TA,0,0,0,0,1048,0,1048,3,1,7,0,1950.0,420,0,0,7,1048,58,27,1.0,0,0,1,0,0,0,0,1,0,1,11.495779306135258,98300,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
641,647,20,85.0,10452,6,5,216.0,TA,500,0,594,1094,1094,0,1094,3,1,5,2,1953.0,495,0,0,6,2188,55,287,1.0,0,0,1,0,0,1,0,1,1,1,11.951180395901384,155000,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
642,648,60,70.0,7700,6,5,351.0,TA,0,0,756,756,1051,0,1839,4,1,7,1,1966.0,442,0,0,6,2595,44,340,1.5,0,1,1,0,0,0,0,1,0,1,11.951180395901384,155000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
643,649,180,21.0,1936,4,6,0.0,TA,131,499,0,630,630,0,630,1,1,3,0,,0,0,0,12,1260,37,0,2.0,0,0,0,0,0,0,0,1,0,0,11.344506813345266,84500,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
644,650,60,65.0,8125,7,6,103.685261707989,Gd,0,0,813,813,822,0,1665,3,1,7,0,2007.0,562,0,0,5,2478,1,0,2.5,0,1,0,0,0,0,0,2,0,1,12.235388699864226,205950,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
645,651,70,60.0,9084,4,5,0.0,TA,0,0,755,755,755,0,1510,4,1,7,1,1940.0,296,120,0,10,2265,59,0,2.0,0,1,0,1,0,0,0,1,0,1,11.589886506106355,108000,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
646,652,60,70.0,8750,7,5,0.0,Gd,0,0,880,880,909,0,1716,2,1,7,1,1996.0,512,0,0,7,2596,13,120,2.5,0,1,1,0,0,0,0,2,0,1,12.160028707028768,191000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
647,653,50,60.0,10320,6,7,0.0,TA,0,0,756,756,756,0,1469,3,1,7,0,1906.0,216,57,0,6,2225,13,239,1.0,0,1,1,1,0,0,0,1,0,0,11.813030057420569,135000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
648,654,20,91.0,10437,8,6,660.0,Gd,1696,0,413,2109,2113,0,2113,2,1,7,1,1995.0,839,236,0,8,4222,13,46,3.5,3,0,1,1,0,1,0,2,0,2,12.765688433465595,350000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
649,655,160,21.0,1680,6,5,381.0,TA,0,0,525,525,525,0,1092,3,1,6,0,1971.0,264,0,0,3,1617,39,0,1.5,0,1,0,0,0,0,0,1,0,0,11.385092093460345,88000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
650,656,20,72.0,10007,5,7,54.0,Gd,806,0,247,1053,1053,0,1053,3,1,5,0,1959.0,312,0,0,8,2106,2,0,2.5,0,0,0,0,0,1,0,1,0,1,11.887931365593687,145500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
651,657,70,60.0,7200,7,6,0.0,TA,0,0,776,776,851,0,1502,3,1,6,1,1931.0,270,0,0,2,2278,8,112,1.5,0,1,1,0,0,0,1,0,0,1,11.911701584927595,149000,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
652,658,50,78.0,17503,6,5,0.0,TA,0,0,912,912,912,0,1458,3,1,6,1,1948.0,330,192,0,1,2370,60,0,1.5,0,1,0,1,0,0,0,1,0,1,11.487607656985938,97500,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
653,659,20,75.0,9937,5,7,0.0,TA,637,0,849,1486,1486,0,1486,3,1,7,0,1968.0,480,0,0,3,2972,10,0,2.0,0,0,0,0,0,0,0,2,0,1,12.025749091398893,167000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
654,660,60,70.04995836802665,12384,7,7,233.0,TA,0,0,793,793,1142,0,1935,3,1,7,1,1976.0,550,0,0,11,2728,31,365,2.5,0,1,1,0,0,0,0,1,0,1,12.195517131590655,197900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
655,661,60,52.0,46589,8,7,528.0,Gd,1361,180,88,1629,1686,0,2448,4,1,8,1,1994.0,711,517,0,7,4077,4,76,3.5,3,1,1,1,0,1,0,2,0,2,12.904207367601158,402000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
656,662,20,120.0,13560,6,3,216.0,TA,0,0,1392,1392,1392,0,1392,2,1,5,2,1968.0,576,0,0,7,2784,41,240,2.0,0,0,1,0,0,0,0,1,0,1,11.608235644774554,110000,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
657,663,85,90.0,10012,4,5,0.0,TA,920,180,38,1138,1181,0,1181,3,1,6,0,1974.0,588,0,0,4,2319,36,180,3.0,0,0,1,0,0,0,0,1,0,1,11.831379196088765,137500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
658,664,20,49.0,20896,8,5,0.0,Gd,1721,0,356,2077,2097,0,2097,1,1,8,1,2005.0,1134,192,0,1,4174,0,267,2.5,3,0,1,1,0,1,0,2,0,1,12.955127458028414,423000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
659,665,60,106.0,11194,8,5,40.0,Gd,0,0,1406,1406,1454,0,1936,3,1,7,1,2000.0,504,188,0,11,3342,6,124,2.5,0,1,1,1,0,1,0,2,0,1,12.348006141418841,230500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
660,666,60,70.04995836802665,18450,6,5,113.0,TA,187,723,111,1021,1465,0,2380,3,1,7,1,1965.0,596,0,0,8,3401,28,265,2.5,0,1,1,0,0,1,0,1,0,1,11.767567683343811,129000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
661,667,20,65.0,8125,6,5,258.0,TA,1138,0,270,1408,1679,0,1679,3,1,7,1,1994.0,575,224,0,10,3087,10,42,3.0,0,0,1,1,0,0,0,2,0,1,12.173032791451972,193500,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
662,668,20,70.04995836802665,14175,5,6,0.0,TA,988,0,200,1188,1437,0,1437,3,1,6,1,1999.0,576,304,0,11,2625,19,0,2.5,0,0,0,1,0,0,1,1,0,1,12.031719258385394,168000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
663,669,30,80.0,11600,4,5,0.0,TA,0,0,700,700,1180,0,1180,2,1,5,1,1922.0,252,0,0,7,1880,56,67,1.0,0,0,1,0,0,0,0,0,0,1,11.831379196088765,137500,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
664,670,60,64.0,8633,6,5,0.0,Gd,193,0,545,738,738,0,1476,3,1,7,0,2005.0,540,100,0,2,2214,4,35,3.5,0,1,1,1,0,0,0,2,0,1,12.063932878369052,173500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
665,671,70,54.0,6629,6,6,0.0,TA,551,0,121,672,697,0,1369,3,1,6,0,1930.0,300,147,0,7,2041,59,0,3.0,0,1,0,1,0,0,0,0,0,1,11.548292608807518,103600,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
666,672,20,70.04995836802665,11250,6,6,0.0,Gd,767,0,441,1208,1208,0,1208,3,1,6,1,1977.0,546,198,0,6,2416,29,42,2.5,0,0,1,1,0,1,0,1,0,1,12.013700752882716,165000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
667,673,20,110.0,14442,6,7,106.0,TA,1186,0,291,1477,1839,0,1839,3,1,7,2,1957.0,416,0,0,6,3316,3,287,3.0,0,0,1,0,0,0,0,2,0,1,12.458774999085927,257500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
668,674,20,80.0,9200,6,6,0.0,TA,892,0,244,1136,1136,0,1136,3,1,5,1,1965.0,384,426,0,7,2272,43,0,2.0,0,0,0,1,0,0,0,1,0,1,11.849397701591439,140000,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
669,675,160,24.0,2289,6,6,0.0,TA,311,0,544,855,855,0,1441,3,1,7,1,1978.0,440,28,0,4,2296,31,0,2.5,0,1,0,1,0,0,0,1,0,1,11.908340237224893,148500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
670,676,70,60.0,9600,4,2,0.0,TA,0,0,1095,1095,1095,0,1774,4,2,8,0,1920.0,779,0,0,5,2869,56,90,3.0,3,1,1,0,0,0,0,0,0,1,11.37366339763672,87000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
671,677,30,52.0,9022,5,8,0.0,Gd,0,0,768,768,792,0,792,2,1,5,0,1924.0,240,316,0,5,1560,3,120,1.0,0,0,1,1,0,0,0,0,0,1,11.603679828238691,109500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
672,678,20,80.0,11844,8,5,464.0,Gd,0,0,2046,2046,2046,0,2046,3,1,7,1,2008.0,834,322,0,7,4092,1,82,2.5,3,0,1,1,0,1,0,2,1,2,12.827992316801753,372500,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
673,679,20,70.04995836802665,9945,5,5,57.0,TA,827,0,161,988,988,0,988,3,1,5,0,1963.0,572,0,0,10,1976,46,0,2.0,0,0,0,0,0,1,0,1,0,1,11.76368418331741,128500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
674,680,120,50.0,8012,6,5,0.0,TA,543,119,261,923,923,0,923,2,1,5,1,1980.0,264,80,0,5,1846,30,0,2.0,0,0,0,1,0,0,0,1,0,1,11.870599909242046,143000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
675,681,50,55.0,4500,5,5,0.0,TA,182,0,611,793,848,0,1520,3,1,6,0,1968.0,281,0,0,7,2313,9,56,1.0,0,1,1,0,0,1,0,0,0,1,11.979385322467596,159434,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
676,682,120,70.04995836802665,2887,6,5,0.0,TA,1003,0,288,1291,1291,0,1291,2,1,6,1,1996.0,431,307,0,11,2582,11,0,2.0,0,0,0,1,0,0,0,2,0,1,12.061046873479915,173000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
677,683,20,90.0,11248,9,5,215.0,Gd,1059,0,567,1626,1668,0,1668,3,1,7,1,2002.0,702,257,0,7,3294,5,45,3.0,3,0,1,1,0,1,0,2,1,1,12.560244459250786,285000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
678,684,60,58.0,16770,7,5,30.0,Gd,0,0,1195,1195,1195,0,1839,4,1,7,0,1998.0,486,0,0,6,3034,12,81,2.5,0,1,1,0,0,1,0,2,0,2,12.30591798049989,221000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
679,685,160,70.04995836802665,5062,7,5,0.0,Gd,828,182,180,1190,1190,0,2090,3,1,6,1,1984.0,577,219,0,9,3280,23,0,3.0,0,1,0,1,0,1,0,1,0,2,12.24288661865289,207500,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
680,686,60,84.0,10207,7,6,0.0,Gd,0,0,874,874,874,0,1761,3,1,7,0,2007.0,578,144,0,8,2635,0,105,3.0,0,1,1,1,0,0,0,2,0,1,12.336552511980965,227875,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
681,687,160,70.04995836802665,5105,7,5,0.0,Gd,239,0,312,551,551,0,1102,2,1,4,0,2004.0,480,0,0,3,1653,3,60,2.5,0,1,1,0,0,1,0,2,0,1,11.910358401381128,148800,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
682,688,20,60.0,8089,8,6,0.0,Gd,945,0,474,1419,1419,0,1419,2,1,7,1,2007.0,567,140,0,10,2838,0,0,3.0,0,0,0,1,0,0,0,2,0,2,12.8790171187726,392000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
683,689,120,61.0,7577,6,5,256.0,Gd,20,0,1342,1362,1362,0,1362,2,1,6,1,2005.0,460,192,0,6,2724,1,28,2.0,0,0,1,1,0,1,0,2,1,2,12.17921519136029,194700,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
684,690,120,70.04995836802665,4426,6,5,147.0,Gd,697,0,151,848,848,0,848,1,1,3,1,2004.0,420,149,0,5,1696,4,0,2.0,0,0,0,1,0,0,0,2,0,1,11.856515169360303,141000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
685,691,60,104.0,21535,10,6,1170.0,Ex,1455,0,989,2444,2444,0,4316,4,1,10,2,1994.0,832,382,0,1,6760,12,50,4.0,3,1,1,1,0,1,0,2,0,2,13.534473028231163,755000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
686,692,60,42.0,26178,7,5,293.0,Gd,965,0,245,1210,1238,0,2519,4,1,9,2,1989.0,628,320,0,4,3729,16,27,3.5,0,1,1,1,0,1,1,2,0,1,12.721885810807205,335000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
687,693,30,60.0,5400,5,6,0.0,TA,0,0,1073,1073,1073,0,1073,2,1,4,0,1968.0,326,0,0,12,2146,38,112,1.0,0,0,1,0,0,0,1,0,0,1,11.594321103174222,108480,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
688,694,50,51.0,6120,5,6,0.0,TA,0,0,927,927,1067,0,1539,3,1,5,0,1995.0,576,112,0,4,2466,59,0,1.5,0,1,0,1,0,0,0,0,0,1,11.860054996065431,141500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
689,695,20,54.0,13811,6,6,72.0,TA,980,40,92,1112,1137,0,1137,2,1,5,1,1987.0,551,125,0,7,2249,19,0,3.0,0,0,0,1,0,1,0,1,0,1,12.078239274020287,176000,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
690,696,30,50.0,6000,5,7,0.0,TA,616,0,0,616,616,0,616,2,1,4,0,1921.0,205,0,0,6,1232,56,129,1.0,0,0,1,0,0,0,0,1,0,1,11.396391648714275,89000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
691,697,20,57.0,6420,5,7,0.0,TA,210,551,219,980,1148,0,1148,2,1,6,0,1952.0,308,0,0,9,2128,54,0,1.5,0,0,0,0,0,1,0,2,0,1,11.72399643505017,123500,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
692,698,20,65.0,8450,5,8,0.0,TA,553,117,224,894,894,0,894,3,1,5,1,1973.0,336,416,0,4,1788,1,144,2.0,0,0,1,1,0,0,0,1,0,1,11.83862560460953,138500,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
693,699,120,59.0,4282,7,5,0.0,Gd,16,0,1375,1391,1391,0,1391,2,1,5,0,2004.0,530,156,0,7,2782,4,158,2.0,0,0,1,1,0,1,0,2,0,1,12.185869938212655,196000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
694,700,20,85.0,14331,8,5,630.0,Gd,1274,0,526,1800,1800,0,1800,3,1,7,1,2002.0,765,270,0,5,3600,4,78,3.0,3,0,1,1,0,0,0,2,0,1,12.652359748158592,312500,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
695,701,20,80.0,9600,7,5,168.0,TA,0,0,1164,1164,1164,0,1164,3,1,6,0,1969.0,528,0,0,7,2328,37,0,1.5,0,0,0,0,0,0,0,1,0,1,11.849397701591439,140000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
696,702,60,82.0,12438,8,5,466.0,Ex,0,0,1234,1234,1264,0,2576,4,1,10,1,2006.0,666,324,0,7,3810,0,100,2.5,3,1,1,1,0,1,0,2,0,2,12.799175708864519,361919,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
697,703,190,76.0,7630,5,9,0.0,TA,0,0,360,360,1032,0,1812,4,2,8,1,1999.0,672,344,0,5,2172,14,40,2.0,0,1,1,1,0,0,0,0,0,1,11.849397701591439,140000,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
698,704,20,70.0,8400,7,5,109.0,Gd,712,0,761,1473,1484,0,1484,3,1,7,0,2004.0,606,0,0,5,2957,5,179,3.0,0,0,1,0,0,0,0,2,0,1,12.269047444691562,213000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
699,705,190,70.0,5600,4,5,0.0,Fa,0,0,0,0,372,0,1092,3,2,7,0,,0,0,3500,7,1092,60,0,2.0,0,1,0,0,0,0,0,0,0,0,10.915088464214607,55000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
700,707,120,48.0,6240,8,5,176.0,Gd,863,0,461,1324,1324,0,1324,2,1,6,1,2006.0,550,192,0,12,2648,3,38,3.0,0,0,1,1,0,0,0,2,0,2,12.445089546000672,254000,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
701,708,60,65.0,9018,7,5,0.0,Gd,0,0,728,728,728,0,1456,3,1,8,1,2007.0,400,100,0,7,2184,0,24,2.5,0,1,1,1,0,1,0,2,0,1,12.09815330331068,179540,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
702,709,20,70.04995836802665,7162,5,7,41.0,TA,0,0,876,876,904,0,904,3,1,6,0,1966.0,408,0,0,12,1780,42,0,1.0,0,0,0,0,0,1,0,2,0,1,11.607326140391713,109900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
703,710,30,56.0,4130,3,6,0.0,Gd,0,0,270,270,729,0,729,2,1,5,0,,0,0,0,7,999,5,0,1.0,0,0,0,0,0,1,0,1,0,1,10.858998997563564,52000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
704,711,50,66.0,8712,4,7,0.0,TA,0,0,859,859,859,0,1178,2,1,7,0,1964.0,384,68,0,1,2037,60,98,1.0,0,1,1,1,0,0,1,0,0,0,11.540307141711445,102776,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
705,712,120,40.0,4671,8,5,0.0,Gd,767,0,461,1228,1228,0,1228,2,1,5,1,1988.0,472,168,0,10,2456,19,120,3.0,0,0,1,1,0,1,0,2,0,2,12.14950229404178,189000,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
706,713,190,60.0,9873,4,5,160.0,TA,789,0,171,960,960,0,960,3,1,6,0,1970.0,576,0,0,5,1920,36,288,2.0,0,0,1,0,0,0,0,1,0,1,11.767567683343811,129000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
707,714,60,70.04995836802665,13517,6,8,289.0,Gd,533,0,192,725,725,0,1479,3,1,6,0,1976.0,475,0,0,3,2204,5,44,2.5,0,1,1,0,0,1,0,1,0,1,11.779128505744884,130500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
708,715,20,78.0,10140,6,5,174.0,TA,0,0,1064,1064,1350,0,1350,3,1,7,1,1974.0,478,0,0,8,2414,35,0,2.0,0,0,0,0,0,0,0,1,0,1,12.013700752882716,165000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
709,716,70,60.0,10800,7,8,0.0,TA,0,0,718,718,1576,0,2554,3,1,8,0,1996.0,704,0,0,7,3272,9,191,1.5,0,1,1,0,0,0,0,0,0,1,11.979799201207035,159500,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
710,717,20,80.0,10000,5,6,0.0,TA,1084,0,92,1176,1178,0,1178,3,1,5,1,1973.0,439,224,0,11,2354,8,0,2.0,0,0,0,1,0,0,0,1,0,1,11.964001084330445,157000,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
711,718,60,96.0,10542,7,5,651.0,Gd,1173,0,138,1311,1325,0,2418,3,1,9,1,1993.0,983,250,0,8,3729,14,370,3.5,3,1,1,1,0,0,0,2,0,2,12.739637756265655,341000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
712,719,20,69.0,9920,5,6,0.0,TA,523,0,448,971,971,0,971,3,1,5,1,1969.0,300,0,0,5,1942,37,0,1.5,0,0,0,0,0,1,0,1,0,1,11.76368418331741,128500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
