"","Id","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation"
"588",588,4,2,3,2,4,1,5,1,19,3,3,1,7,4,2,7,7,3,3,3,2
"589",589,4,2,3,2,3,1,5,3,5,3,3,1,3,1,6,14,14,3,3,3,2
"590",590,5,2,3,1,4,1,5,1,4,7,2,1,3,2,2,13,13,3,3,3,1
"591",591,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"592",592,4,2,3,2,4,1,1,1,16,3,3,1,6,2,2,6,6,4,5,3,3
"593",593,4,2,3,1,4,1,5,1,12,3,3,1,3,2,2,7,7,3,3,4,3
"594",594,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
"595",595,4,2,3,2,4,1,5,1,6,3,3,1,3,4,2,7,7,3,3,3,2
"596",596,4,2,3,2,4,1,5,1,22,3,3,1,3,2,2,13,16,2,4,3,3
"597",597,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,13,13,3,3,3,2
"598",598,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,13,13,2,4,3,3
"599",599,4,2,3,1,1,1,5,1,7,3,3,1,3,2,2,10,10,2,3,3,2
"600",600,5,2,3,1,4,1,5,1,2,3,3,4,6,2,2,9,9,3,3,4,2
"601",601,4,2,3,1,4,1,5,1,16,3,3,1,6,2,2,13,13,2,4,3,3
"602",602,5,2,3,1,1,1,5,1,10,3,3,1,1,2,2,14,14,3,3,4,3
"603",603,4,2,3,2,4,1,5,1,20,3,3,1,6,2,2,7,7,3,4,3,3
"604",604,2,2,2,1,4,1,5,1,21,3,3,5,6,2,2,9,9,3,4,3,3
"605",605,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"606",606,4,2,3,1,4,1,5,1,13,3,3,1,6,2,2,7,7,2,3,3,2
"607",607,4,2,3,3,3,1,1,2,6,3,3,1,3,2,2,13,13,3,3,4,3
"608",608,4,2,3,1,1,1,5,2,8,3,3,1,6,2,2,9,9,3,3,4,2
"609",609,4,2,3,1,2,1,5,2,7,3,3,1,6,2,2,4,14,3,3,3,3
"610",610,4,2,3,1,4,1,5,1,19,2,3,1,3,2,2,13,13,1,3,2,2
"611",611,4,2,3,1,4,1,5,1,6,5,3,1,6,4,2,13,13,2,4,3,3
"612",612,4,2,3,2,4,1,3,1,17,3,3,1,8,2,2,7,7,2,3,3,2
"613",613,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,2,4,3,3
"614",614,4,2,3,1,4,1,5,1,12,2,3,1,3,2,2,13,13,3,3,3,3
"615",615,5,2,3,1,4,1,5,1,11,3,3,5,7,2,2,6,6,3,3,3,2
"616",616,4,2,3,1,4,1,5,1,13,2,3,1,7,2,2,9,9,2,3,4,3
"617",617,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"618",618,4,2,3,1,2,1,1,2,13,1,3,1,2,2,2,9,9,3,3,3,2
"619",619,4,2,3,1,4,1,5,1,16,3,3,1,3,4,2,6,6,2,5,3,3
"620",620,4,2,3,1,4,1,5,1,24,3,3,1,6,4,2,13,13,4,4,3,3
"621",621,4,2,1,1,4,1,5,1,8,3,3,1,3,2,2,12,12,3,3,3,1
"622",622,4,2,3,1,4,1,5,1,17,3,3,1,6,2,2,7,7,3,3,3,2
"623",623,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,10,10,2,3,3,2
"624",624,2,2,3,1,4,1,5,1,21,3,3,5,6,2,2,9,9,2,4,3,3
"625",625,4,2,3,1,4,1,5,1,17,3,3,1,6,2,2,13,13,3,3,3,2
"626",626,4,2,3,2,4,1,1,1,13,3,3,1,3,4,2,14,14,2,3,3,2
"627",627,4,2,3,2,4,1,5,1,13,3,3,1,3,4,2,14,14,3,3,3,2
"628",628,4,2,3,1,4,1,5,1,13,3,3,1,8,2,2,1,1,2,3,3,2
"629",629,4,2,3,2,2,1,5,3,13,3,3,1,6,2,2,10,10,2,3,3,3
"630",630,4,2,3,1,4,1,1,1,13,2,3,1,8,2,8,10,14,2,3,3,2
"631",631,5,2,1,1,4,1,1,1,18,1,3,1,6,2,2,13,13,3,3,3,1
"632",632,4,2,3,1,4,1,5,1,16,3,3,4,3,2,2,13,13,4,4,3,3
"633",633,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,10,10,2,3,4,2
"634",634,4,2,3,1,4,1,1,1,13,3,3,1,3,2,2,14,14,3,3,3,2
"635",635,4,2,3,1,4,1,5,1,18,3,3,3,7,2,2,10,10,3,3,3,2
"636",636,3,2,2,1,1,1,5,1,23,2,3,2,4,4,2,13,13,3,2,3,2
"637",637,5,2,3,1,4,1,5,1,4,3,3,1,3,2,2,1,1,3,2,2,1
"638",638,5,2,3,1,4,1,5,1,18,3,3,2,1,2,2,14,14,3,3,3,2
"639",639,4,2,3,1,4,1,5,1,8,2,3,1,3,2,2,9,14,3,3,3,2
"640",640,4,2,3,1,4,1,5,1,1,3,3,5,3,4,2,13,13,3,4,3,3
"641",641,4,2,3,2,4,1,5,1,16,3,3,5,3,4,2,9,9,2,5,3,3
"642",642,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
"643",643,4,2,3,1,4,1,5,1,13,3,3,1,8,2,2,10,14,3,4,3,2
"644",644,4,2,3,1,4,1,5,1,17,7,3,1,6,5,2,15,7,2,3,3,2
"645",645,2,2,3,1,4,1,5,1,21,3,3,1,3,2,2,6,6,4,5,3,3
"646",646,4,2,3,2,4,1,1,1,13,3,3,1,3,4,2,10,10,3,3,3,2
"647",647,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,9,9,3,3,3,2
"648",648,4,2,3,2,4,1,5,1,8,3,3,1,3,4,2,14,14,4,3,3,2
"649",649,4,2,3,1,4,1,5,1,13,5,3,1,6,2,2,9,9,2,3,3,2
"650",650,5,2,3,1,4,1,5,1,11,3,3,4,7,2,2,6,6,3,3,3,2
"651",651,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,6,6,3,4,3,3
"652",652,4,2,3,1,4,1,5,1,8,1,3,1,6,2,2,9,9,3,3,3,2
"653",653,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"654",654,5,2,1,1,4,1,5,1,10,3,3,1,1,2,2,9,9,3,3,3,2
"655",655,4,2,3,2,4,1,5,1,14,3,3,1,3,4,2,9,9,2,4,4,3
"656",656,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,8,2,3,3,2
"657",657,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,7,7,2,4,3,2
"658",658,4,2,3,1,2,1,5,2,7,3,3,1,6,2,2,12,15,3,3,2,1
"659",659,4,2,3,1,4,1,5,1,13,1,3,1,1,2,2,13,13,3,3,3,2
"660",660,4,2,3,1,4,1,1,1,8,3,3,1,3,4,2,9,9,3,3,4,3
"661",661,4,2,3,1,4,1,2,1,17,3,3,1,6,2,2,10,10,2,3,3,2
"662",662,4,2,3,3,4,1,2,1,14,3,3,1,6,4,2,13,13,2,4,3,3
"663",663,4,2,3,1,4,1,1,1,13,3,3,1,3,4,2,14,14,2,3,3,2
"664",664,4,2,3,1,4,1,5,1,8,3,3,1,7,2,2,10,10,3,3,3,2
"665",665,4,2,3,3,4,1,2,1,21,7,3,1,3,2,2,13,13,3,4,3,3
"666",666,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,2,4,3,3
"667",667,4,2,3,2,4,1,5,1,13,3,3,1,6,1,6,10,10,1,3,4,2
"668",668,4,2,3,1,4,1,5,1,20,3,3,1,3,2,2,7,7,2,3,3,3
"669",669,4,2,3,1,1,1,1,2,19,3,3,1,3,2,2,6,14,3,3,3,2
"670",670,4,2,3,1,4,1,5,1,7,3,3,1,3,2,2,9,9,3,3,3,1
"671",671,4,2,3,1,4,1,3,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"672",672,3,2,3,1,4,1,5,1,8,1,3,1,6,3,2,14,14,3,3,4,1
"673",673,4,2,3,2,4,1,5,1,25,3,3,1,3,2,2,10,10,3,4,3,2
"674",674,4,2,3,1,4,1,5,1,7,3,3,1,3,4,2,6,6,2,3,3,3
"675",675,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,7,3,3,3,2
"676",676,4,2,3,1,4,1,5,1,15,3,3,4,6,2,2,10,3,3,3,3,2
"677",677,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,1,12,3,3,3,1
"678",678,4,2,3,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,4,3,1
"679",679,4,2,3,2,4,1,5,1,22,3,3,1,3,4,2,13,13,4,4,3,3
"680",680,4,2,3,2,4,1,5,1,19,3,3,1,3,4,2,14,14,2,3,3,2
"681",681,4,2,3,1,4,1,5,1,20,3,3,5,3,2,2,10,10,3,3,3,2
"682",682,3,2,2,3,1,1,5,1,23,3,3,1,1,2,2,13,12,3,3,3,1
"683",683,4,2,3,1,2,1,5,1,5,3,3,1,3,2,2,14,14,3,3,3,3
"684",684,4,2,3,2,4,1,1,1,6,3,3,1,3,4,2,13,13,4,4,3,3
"685",685,4,2,3,3,4,1,2,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"686",686,4,2,3,2,4,1,2,1,22,3,3,5,6,2,2,7,7,3,4,3,2
"687",687,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
"688",688,2,2,3,3,4,1,3,1,21,3,3,5,6,2,2,9,9,3,4,3,3
"689",689,4,2,3,1,2,1,5,1,22,3,3,1,3,2,2,9,9,2,4,3,3
"690",690,4,2,3,2,4,1,1,1,16,3,3,5,3,2,2,13,13,4,4,3,3
"691",691,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
"692",692,4,2,3,2,4,1,1,1,14,3,3,1,6,2,8,7,7,2,5,3,3
"693",693,4,2,3,2,4,1,5,2,24,3,3,1,6,4,2,9,9,2,4,3,3
"694",694,4,2,3,1,4,1,1,3,18,3,3,1,3,2,2,9,9,3,3,3,1
"695",695,5,2,3,1,4,1,1,1,4,3,3,1,1,2,2,14,14,3,3,2,1
"696",696,4,2,3,2,4,1,5,1,24,3,3,1,3,2,2,7,7,2,3,3,2
"697",697,5,2,3,1,4,1,5,1,4,3,3,1,3,2,2,14,15,3,3,3,2
"698",698,4,2,3,2,4,1,5,1,8,3,3,1,3,2,2,14,14,3,3,3,3
"699",699,4,2,3,1,4,1,5,1,19,6,3,1,3,2,2,9,9,3,3,4,2
"700",700,2,2,2,3,4,1,5,1,21,3,3,5,3,2,2,9,9,3,4,3,3
"701",701,4,2,3,1,4,1,5,1,24,3,3,1,3,4,2,13,13,2,4,3,3
"702",702,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,7,7,2,3,3,2
"703",703,4,2,3,2,4,1,5,1,22,3,3,1,6,4,2,13,13,2,5,3,3
"704",704,5,2,3,1,4,1,5,1,18,2,3,2,6,2,2,14,14,3,3,4,1
"705",705,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"706",706,5,2,3,1,4,1,5,1,10,3,3,2,6,4,2,13,15,3,2,2,4
"707",707,4,2,3,3,3,1,2,3,5,3,3,1,3,2,2,10,10,4,3,3,2
"708",708,4,2,3,1,4,1,5,1,16,3,3,5,3,4,2,9,9,2,4,3,3
"709",709,4,2,3,2,4,1,5,1,9,3,3,1,6,4,2,13,13,3,4,3,3
"710",710,4,2,3,2,4,1,5,1,19,3,3,1,3,2,2,7,7,1,3,3,3
"711",711,4,2,3,2,4,1,5,1,4,3,3,1,3,2,2,13,13,3,4,3,2
"712",712,1,2,2,1,2,1,5,2,10,3,3,1,1,2,2,9,9,3,3,3,5
"713",713,4,2,3,2,2,1,5,1,22,3,3,5,3,2,2,7,7,3,4,3,3
"714",714,4,2,3,1,4,1,5,1,4,7,3,2,3,2,2,7,7,2,3,3,2
"715",715,4,2,3,2,4,1,2,1,19,6,3,1,6,2,2,7,10,2,4,3,2
"716",716,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,7,7,2,3,3,2
"717",717,5,2,1,1,1,1,5,1,18,3,3,1,6,2,2,14,13,3,3,4,1
"718",718,4,2,3,1,4,1,5,1,17,3,3,1,3,2,2,7,7,3,3,3,2
"719",719,4,2,3,1,4,1,5,1,14,3,3,1,6,4,2,14,8,2,4,3,3
"720",720,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,7,10,3,3,3,2
"721",721,4,2,3,2,3,1,2,2,22,3,3,1,3,2,2,7,7,3,4,3,3
"722",722,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
"723",723,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,4,2
"724",724,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,9,9,3,3,3,3
"725",725,4,2,3,2,4,1,5,1,8,3,3,1,3,4,2,6,6,4,5,3,3
"726",726,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,10,3,3,3,2
"727",727,4,2,3,2,4,1,1,1,7,3,3,1,3,4,2,14,10,2,4,4,2
"728",728,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,4,4,3,3
"729",729,4,2,3,1,4,1,1,1,13,3,3,3,3,2,2,13,13,2,3,3,2
"730",730,5,2,1,1,4,1,5,1,10,3,3,1,1,2,2,9,9,3,3,3,2
"731",731,4,2,3,2,4,1,5,1,22,3,3,5,3,2,2,6,6,3,4,3,3
"732",732,4,2,3,2,4,1,1,1,24,3,3,1,8,2,2,13,13,2,4,3,3
"733",733,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,2,4,3,3
"734",734,4,2,3,1,4,1,1,1,19,2,3,1,3,4,2,7,7,3,3,3,2
"735",735,4,2,3,2,4,1,1,1,19,3,3,1,3,2,2,10,10,3,3,3,3
"736",736,5,2,3,1,4,1,5,1,18,3,3,1,5,2,2,14,14,3,3,3,1
"737",737,4,2,3,1,4,1,5,1,13,3,3,3,3,2,2,12,11,3,3,3,2
"738",738,4,2,3,2,2,1,2,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"739",739,4,2,3,1,4,1,5,1,8,3,3,3,3,2,2,10,10,3,3,3,2
"740",740,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"741",741,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,14,15,3,3,4,1
"742",742,4,2,3,2,4,1,5,1,19,2,3,1,3,4,2,7,7,3,3,4,2
"743",743,4,2,3,1,4,1,5,1,20,3,3,1,3,2,2,13,13,2,3,3,3
"744",744,4,2,3,2,4,1,5,1,19,3,3,1,8,2,2,7,7,3,3,3,2
"745",745,4,2,3,2,2,1,5,1,22,3,3,5,3,2,2,7,7,3,4,3,3
"746",746,4,2,3,2,4,1,5,1,17,3,3,1,6,4,2,13,13,2,5,4,2
"747",747,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"748",748,5,2,2,2,4,1,1,1,18,3,3,1,6,5,2,12,12,3,4,3,5
"749",749,4,2,3,2,4,1,5,1,14,3,3,1,3,4,2,13,13,2,4,3,3
"750",750,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,15,15,3,3,3,4
"751",751,5,2,1,1,4,1,1,1,18,3,3,1,1,2,2,14,14,3,3,3,1
"752",752,4,2,3,1,4,1,5,1,9,7,3,1,6,2,2,13,13,3,4,3,3
"753",753,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,3,3,4,3
"754",754,4,2,3,1,4,1,5,1,16,3,3,1,6,2,2,13,13,2,4,3,3
"755",755,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,10,10,3,3,3,2
"756",756,2,2,2,1,4,1,5,1,21,3,3,5,6,2,2,9,9,2,3,3,3
"757",757,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"758",758,4,2,3,2,4,1,2,1,19,3,3,1,6,4,2,7,7,1,3,3,2
"759",759,2,2,2,1,4,1,5,1,21,3,3,4,6,2,2,9,9,2,3,3,3
"760",760,4,2,3,2,4,1,5,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"761",761,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,14,14,3,3,3,2
"762",762,5,2,3,1,4,1,3,1,4,2,3,1,3,2,2,14,14,3,3,3,3
"763",763,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,3,3,3
"764",764,4,2,3,1,4,1,5,1,14,3,3,1,6,2,2,13,13,2,4,3,3
"765",765,4,2,3,2,4,1,2,1,25,3,3,5,3,4,2,4,4,3,4,4,3
"766",766,4,2,3,2,4,1,5,1,21,3,3,1,3,2,2,13,13,4,4,3,3
"767",767,4,2,3,1,4,1,5,1,17,3,3,1,6,2,2,7,7,2,3,3,2
"768",768,4,2,3,2,4,1,5,1,12,3,3,1,1,2,2,13,13,3,3,3,2
"769",769,4,2,3,1,4,1,5,1,6,3,3,1,3,4,2,13,13,3,4,3,3
"770",770,4,2,3,3,2,1,2,2,22,3,3,1,6,4,2,6,15,2,5,3,3
"771",771,4,2,3,2,4,1,2,1,19,3,3,1,7,4,2,14,14,3,3,3,2
"772",772,4,2,3,1,4,1,5,1,8,3,3,1,3,2,2,14,14,3,3,3,2
"773",773,4,2,3,1,4,1,5,1,8,3,3,1,8,2,2,10,10,3,3,3,2
"774",774,4,2,3,1,4,1,5,1,13,2,3,1,3,2,2,14,14,3,3,3,2
"775",775,4,2,3,1,4,1,1,1,16,3,3,1,3,4,2,13,13,2,4,3,3
"776",776,5,2,3,1,4,1,3,1,12,3,3,5,3,4,2,13,13,2,3,3,3
"777",777,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
"778",778,4,2,3,2,4,1,5,1,19,3,3,1,3,4,2,7,10,3,3,3,2
"779",779,3,2,3,1,4,1,5,1,20,2,3,3,3,2,2,10,10,2,3,3,4
"780",780,4,2,3,1,4,1,5,1,12,3,3,3,7,2,2,10,8,2,3,3,2
"781",781,4,2,3,1,4,1,5,1,9,3,3,1,3,2,2,7,7,2,3,3,3
"782",782,4,2,3,1,4,1,5,1,20,3,3,1,6,2,2,13,13,3,4,4,3
"783",783,4,2,3,3,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,3,3
"784",784,4,2,3,2,4,1,1,1,12,3,3,1,7,2,2,10,10,2,3,4,3
"785",785,5,2,1,1,4,1,5,1,18,3,3,1,5,2,2,14,15,3,3,3,2
"786",786,4,2,3,1,4,1,5,1,17,2,3,1,3,2,2,4,14,3,3,3,2
"787",787,5,2,3,1,4,1,5,1,18,1,3,1,1,2,2,9,9,3,3,4,3
"788",788,4,2,3,2,4,1,5,1,20,3,3,1,6,2,2,13,13,3,4,3,3
"789",789,5,2,3,1,4,1,1,1,18,3,3,1,3,2,2,9,9,3,3,3,2
"790",790,4,2,3,2,3,1,5,1,5,3,3,1,6,2,2,7,7,2,3,3,2
"791",791,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,13,13,2,4,3,3
"792",792,4,2,3,2,4,1,1,1,12,3,3,1,8,2,2,7,7,3,3,3,3
"793",793,4,2,3,2,4,1,2,1,14,3,3,1,6,2,2,9,9,3,4,3,3
"794",794,4,2,3,1,4,1,5,1,21,3,3,1,3,2,2,6,6,4,4,3,3
"795",795,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,9,9,3,4,3,3
"796",796,4,2,3,1,4,1,5,1,20,3,3,1,6,2,2,7,7,2,3,3,2
"797",797,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,10,10,2,3,3,2
"798",798,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,13,13,3,3,3,2
"799",799,4,2,3,1,4,1,5,1,16,3,3,1,6,4,2,13,13,4,5,3,3
"800",800,4,2,3,1,4,1,1,1,23,2,3,1,1,2,2,14,14,2,3,3,1
"801",801,4,2,3,2,2,1,5,2,5,2,3,1,6,2,2,13,13,3,3,3,3
"802",802,5,2,3,1,4,1,5,1,10,3,3,1,3,2,2,9,9,3,3,3,2
"803",803,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,15,15,3,4,3,3
"804",804,4,2,3,1,4,1,5,1,16,3,3,1,6,4,2,13,13,4,5,3,3
"805",805,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,14,14,3,3,3,2
"806",806,4,2,3,2,4,1,3,1,21,3,3,1,3,2,2,13,13,4,4,3,3
"807",807,4,2,3,1,4,1,5,1,13,3,3,1,8,2,2,13,13,3,3,3,3
"808",808,4,2,3,1,4,1,5,1,4,3,3,1,6,2,2,14,14,3,3,3,2
"809",809,4,2,3,1,4,1,5,1,13,3,3,1,8,2,2,13,13,2,3,3,2
"810",810,5,2,3,1,4,1,1,1,18,3,3,1,5,4,2,1,1,3,3,3,3
"811",811,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,7,7,2,3,3,2
"812",812,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
"813",813,1,1,3,1,1,1,5,2,10,3,3,1,3,4,2,14,14,3,2,3,2
"814",814,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,9,9,2,3,3,2
"815",815,4,2,1,1,4,1,5,1,8,3,3,1,1,2,2,12,12,3,3,3,1
"816",816,4,2,3,3,4,1,2,1,6,3,3,1,3,2,2,13,13,2,3,3,3
"817",817,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,4,4,3,3,3,2
"818",818,4,2,3,2,4,1,2,1,12,3,3,1,3,4,2,6,6,2,4,3,3
"819",819,4,2,3,1,4,1,5,1,5,3,3,1,8,2,2,7,7,2,3,3,2
"820",820,4,2,3,2,4,1,5,1,16,3,3,5,3,2,2,13,13,4,4,3,3
"821",821,4,2,3,2,4,1,2,1,6,3,3,1,6,2,2,13,13,3,4,3,3
"822",822,5,2,2,1,1,1,5,2,18,3,3,2,3,2,2,9,9,3,2,3,2
"823",823,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,3,4,3,3
"824",824,4,2,3,1,4,1,5,1,23,3,3,1,1,2,2,13,13,3,3,3,1
"825",825,2,2,3,1,4,1,5,1,21,3,3,1,3,2,2,13,13,3,4,3,3
"826",826,4,2,3,1,4,1,5,1,16,5,5,1,3,4,2,6,6,2,5,3,3
"827",827,5,2,3,1,4,1,5,1,4,3,3,1,2,2,2,9,9,3,3,3,1
"828",828,4,2,3,2,4,1,5,1,20,3,3,1,3,2,2,13,13,3,4,3,3
"829",829,4,2,3,3,3,1,2,3,5,3,3,1,6,1,6,10,10,3,3,3,3
"830",830,2,2,2,1,4,1,5,1,21,3,3,4,6,2,2,9,9,3,4,3,3
"831",831,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,7,7,2,3,3,2
"832",832,2,2,2,1,4,1,5,1,21,3,3,5,6,2,2,9,9,3,3,3,3
"833",833,4,2,3,2,4,1,2,1,6,3,3,1,6,2,2,13,13,2,4,3,3
"834",834,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,10,2,3,3,2
"835",835,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,13,13,2,3,3,2
"836",836,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,13,7,3,3,3,2
"837",837,5,2,2,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,3,3,1
"838",838,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,7,2,3,3,2
"839",839,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,3,3,3,3
"840",840,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,9,9,3,3,3,2
"841",841,3,2,3,2,4,1,5,1,23,3,3,1,6,2,2,14,14,3,3,3,1
"842",842,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,9,9,3,3,3,3
"843",843,4,2,3,1,4,1,5,1,13,3,3,1,8,2,2,7,7,2,3,3,2
"844",844,4,2,3,1,4,1,1,1,13,1,3,3,3,2,2,4,4,3,3,3,2
"845",845,5,2,1,2,4,1,5,1,18,1,3,1,1,2,2,14,14,3,3,3,1
"846",846,4,2,3,2,4,1,2,1,19,6,3,1,7,2,2,7,7,3,3,3,2
"847",847,4,2,3,1,4,1,5,1,20,3,3,1,6,2,2,7,7,2,4,3,3
"848",848,4,2,3,2,4,1,2,1,6,3,3,1,3,2,2,7,10,3,3,3,2
"849",849,4,2,3,3,1,1,5,1,5,3,3,1,1,2,2,14,14,3,3,3,1
"850",850,4,2,3,1,4,1,3,1,25,2,3,1,8,4,2,10,10,2,4,4,2
"851",851,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
"852",852,4,2,3,1,4,1,5,1,1,3,3,5,3,2,2,13,13,2,4,3,3
"853",853,4,2,3,1,4,1,5,1,7,3,3,1,5,2,2,9,9,3,3,4,2
"854",854,4,2,3,2,4,1,1,1,13,3,3,1,8,2,2,9,7,2,3,4,2
"855",855,4,2,3,1,4,1,5,1,19,3,3,1,3,4,2,14,10,3,3,3,2
"856",856,4,2,3,2,4,1,1,1,19,3,3,1,3,2,2,7,7,3,3,4,2
"857",857,4,2,3,2,3,1,5,2,6,3,3,1,8,2,2,10,7,3,3,3,2
"858",858,4,2,3,1,4,1,5,1,9,3,3,1,6,2,2,7,7,3,3,3,3
"859",859,4,2,3,1,4,1,5,1,17,3,3,1,3,2,2,7,7,2,3,3,2
"860",860,4,2,3,2,4,1,1,1,17,4,3,1,6,2,2,7,7,2,3,3,2
"861",861,4,2,3,1,4,1,1,1,7,3,3,1,1,2,2,14,14,3,4,3,1
"862",862,4,2,3,1,4,1,5,1,19,3,3,2,3,4,2,10,7,3,3,3,3
"863",863,4,2,3,1,4,1,1,1,20,3,3,1,3,4,2,7,10,3,3,3,3
"864",864,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,4,10,3,3,3,2
"865",865,2,2,3,1,4,1,5,1,21,3,3,1,3,2,2,13,13,3,4,3,3
"866",866,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,9,9,2,3,3,2
"867",867,4,2,3,2,2,1,5,1,24,3,3,1,3,2,2,13,13,4,4,3,3
"868",868,4,2,3,1,4,1,1,1,19,2,3,1,3,2,2,13,13,3,3,3,2
"869",869,4,2,3,3,4,1,1,1,9,2,3,1,6,2,2,10,10,3,3,3,4
"870",870,4,2,3,1,4,1,5,1,20,3,3,1,6,2,2,9,9,2,4,3,3
"871",871,4,2,3,1,4,1,5,1,13,5,3,1,3,4,2,9,9,3,3,3,2
"872",872,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,2,3,3,3
"873",873,4,2,3,1,4,1,1,1,13,3,3,1,3,2,2,15,15,3,4,3,5
"874",874,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,7,3,4,3,2
"875",875,5,2,3,1,4,1,5,1,18,1,3,1,1,2,2,14,14,3,3,3,2
"876",876,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,6,6,3,4,3,3
"877",877,4,2,3,1,2,1,5,2,12,3,3,1,3,2,2,7,10,3,3,3,3
"878",878,4,2,3,1,4,1,5,1,16,3,3,1,6,4,2,13,13,4,4,3,3
"879",879,4,2,3,2,4,1,5,1,19,3,3,1,7,2,2,7,7,3,3,3,2
"880",880,4,2,3,2,4,1,2,1,6,3,3,1,3,2,2,13,13,2,4,4,2
"881",881,4,2,3,1,4,1,5,1,8,3,3,1,3,2,2,13,13,3,3,3,3
"882",882,4,2,3,2,4,1,2,1,24,3,3,1,1,2,2,7,7,2,4,4,2
