,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,MiscVal,MoSold,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
721,722,120,70.04995836802665,4426,6,5,169.0,Gd,662,0,186,848,848,0,848,1,1,3,0,2004.0,420,160,0,5,143000,11.870599909242044,1696,6,0,2.0,0,0,0,1,0,0,0,2,0,1
722,723,20,70.0,8120,4,7,0.0,TA,191,0,673,864,864,0,864,3,1,5,0,1994.0,463,0,0,7,124500,11.732060994886899,1728,39,0,1.0,0,0,0,0,0,0,0,1,0,1
723,724,50,60.0,8172,4,6,0.0,TA,0,0,941,941,997,0,1470,4,1,7,0,1958.0,548,0,0,5,135000,11.813030057420567,2411,36,156,2.0,0,1,1,0,0,0,0,2,0,1
724,725,20,86.0,13286,9,5,340.0,Ex,1234,0,464,1698,1698,0,1698,3,1,8,1,2007.0,768,327,0,2,320000,12.676076274775909,3396,1,64,3.0,3,0,1,1,0,1,0,2,1,1
725,726,20,60.0,6960,4,6,0.0,TA,375,239,250,864,864,0,864,3,1,5,0,1989.0,660,96,500,11,120500,11.699405031912846,1728,39,0,1.0,0,0,0,1,0,0,0,1,0,1
726,727,20,70.04995836802665,21695,6,9,260.0,Gd,808,0,72,880,1680,0,1680,3,1,5,1,1988.0,540,292,0,12,222000,12.310432660854417,2560,2,226,3.0,0,0,1,1,0,1,0,1,0,1
727,728,20,64.0,7314,7,5,82.0,Gd,724,0,508,1232,1232,0,1232,2,1,6,0,2007.0,632,132,0,2,194500,12.178187442040638,2464,2,0,3.0,0,0,0,1,0,0,0,2,1,1
728,729,90,85.0,11475,5,5,95.0,TA,0,0,1584,1584,1776,0,1776,4,2,9,0,1968.0,888,0,0,7,110000,11.608235644774552,3360,51,25,3.0,3,0,1,0,0,0,0,1,0,1
729,730,30,52.0,6240,4,5,0.0,TA,152,0,628,780,848,360,1208,2,1,5,0,1962.0,539,0,0,1,103000,11.542484267211773,1988,59,135,1.0,0,0,1,0,0,0,0,1,0,0
730,731,120,39.0,5389,8,5,0.0,Gd,1180,0,415,1595,1616,0,1616,2,1,5,1,1995.0,608,237,0,3,236500,12.373703486914124,3211,14,152,3.0,0,0,1,1,0,1,0,2,0,2
731,732,80,73.0,9590,7,5,442.0,Gd,786,0,82,868,1146,0,1146,3,1,6,1,2003.0,438,160,0,5,187500,12.141534124392603,2014,4,22,3.0,0,0,1,1,0,1,0,2,0,1
732,733,60,75.0,11404,7,5,202.0,Gd,252,0,901,1153,1153,0,2031,3,1,8,1,1998.0,541,192,0,7,222500,12.312682380588432,3184,9,84,2.5,0,1,1,1,0,1,0,2,0,1
733,734,20,80.0,10000,5,6,0.0,TA,594,0,270,864,1144,0,1144,3,1,6,1,1961.0,264,165,400,3,131400,11.786001385032646,2008,26,0,2.0,0,0,0,1,0,0,0,1,0,1
734,735,20,70.04995836802665,8978,5,5,0.0,TA,0,0,948,948,948,0,948,3,1,6,0,1968.0,300,147,0,5,108000,11.589886506106357,1896,39,0,1.0,0,0,0,1,0,1,0,2,0,1
735,736,75,60.0,10800,7,7,0.0,TA,390,0,490,880,880,0,1768,2,1,6,2,1914.0,320,0,0,10,163000,12.0015054797889,2648,36,341,1.5,0,1,1,0,0,0,0,0,0,1
736,737,90,60.0,8544,3,4,0.0,TA,0,0,0,0,1040,0,1040,2,2,6,0,1949.0,400,0,0,7,93500,11.44571671527678,1040,56,0,2.0,0,0,0,0,0,0,0,1,0,1
737,738,60,72.0,10463,8,5,0.0,Gd,0,0,893,893,901,0,1801,3,1,8,1,2005.0,800,0,0,6,239900,12.387977448827787,2694,1,116,2.5,3,1,1,0,0,1,0,2,0,1
738,739,90,60.0,10800,5,5,0.0,TA,1200,0,0,1200,1200,0,1200,3,1,5,0,,0,120,0,3,179000,12.095141084822892,2400,21,0,6.0,0,0,0,1,0,0,0,1,0,1
739,740,60,65.0,9313,7,5,0.0,Gd,0,0,864,864,864,0,1728,3,1,7,0,2004.0,572,187,0,4,190000,12.154779351142624,2592,5,56,2.5,0,1,1,1,0,1,0,2,0,1
740,741,70,60.0,9600,5,7,0.0,TA,0,0,264,264,768,0,1432,2,1,7,0,1910.0,360,270,0,5,132000,11.790557201568507,1696,5,112,2.0,0,1,1,1,0,0,0,0,0,1
741,742,20,65.0,6768,6,8,0.0,TA,832,0,80,912,912,0,912,3,1,5,0,1962.0,288,168,0,5,142000,11.863582336583399,1824,12,0,2.5,0,0,0,1,0,1,0,1,0,1
742,743,20,65.0,8450,7,5,108.0,TA,0,0,1349,1349,1349,0,1349,3,1,6,0,2000.0,539,120,0,12,179000,12.095141084822892,2698,6,55,2.0,0,0,1,1,0,0,0,2,0,1
743,744,80,70.0,12886,5,6,0.0,TA,444,0,76,520,1464,0,1464,3,1,6,1,1997.0,480,302,0,10,175000,12.072541252905651,1984,10,100,2.5,0,0,1,1,0,1,0,1,0,1
744,745,120,41.0,5395,8,5,0.0,Gd,733,0,604,1337,1337,0,1337,2,1,5,1,1993.0,462,96,0,10,180000,12.100712129872347,2674,15,238,3.0,0,0,1,1,0,1,0,2,0,2
745,746,60,70.04995836802665,8963,8,9,289.0,Ex,575,80,487,1142,1175,0,2715,4,1,11,2,1994.0,831,0,0,7,299800,12.610870864650634,3857,12,204,4.0,0,1,1,0,0,1,0,1,0,1
746,747,60,70.04995836802665,8795,7,5,0.0,Gd,300,0,652,952,980,0,2256,4,1,8,1,2000.0,554,224,0,4,236000,12.371587084007746,3208,9,54,2.5,0,1,1,1,0,1,0,2,0,1
747,748,70,65.0,11700,7,7,0.0,Gd,0,0,1240,1240,1320,0,2640,4,1,8,1,1950.0,864,181,0,5,265979,12.491172637278908,3880,6,386,1.5,3,1,1,1,0,1,0,0,0,1
748,749,20,59.0,10593,7,5,338.0,Gd,919,0,801,1720,1720,0,1720,3,1,7,1,1996.0,527,240,0,3,260400,12.46997418931655,3440,14,210,3.0,0,0,1,1,0,1,0,2,0,2
749,750,50,50.0,8405,4,3,0.0,TA,0,0,0,0,1088,0,1529,4,1,9,0,1945.0,240,92,0,4,98000,11.49272275765271,1529,59,185,2.0,0,1,1,1,0,0,0,0,0,1
750,751,50,55.0,8800,4,7,0.0,TA,0,0,576,576,792,0,1140,3,1,7,0,,0,0,0,6,96500,11.477298287327077,1716,6,160,1.0,0,1,1,0,0,0,0,0,0,1
751,752,60,70.04995836802665,7750,7,5,0.0,Gd,0,0,660,660,660,0,1320,3,1,6,0,2003.0,400,0,0,8,162000,11.99535161421452,1980,4,48,2.5,0,1,1,0,0,0,0,2,0,1
752,753,20,79.0,9236,6,5,0.0,TA,1200,0,279,1479,1494,0,1494,3,1,6,0,1997.0,576,168,0,7,217000,12.287652632522597,2973,9,27,3.0,0,0,1,1,0,1,0,2,0,1
753,754,60,80.0,10240,8,5,178.0,Gd,0,0,1030,1030,1038,0,2098,3,1,8,1,2005.0,878,192,0,3,275500,12.526342907575106,3128,1,52,2.5,3,1,1,1,0,0,0,2,0,2
754,755,20,61.0,7930,6,8,0.0,TA,439,472,115,1026,1026,0,1026,3,1,5,0,1969.0,440,171,0,7,156000,11.957611286231675,2052,4,48,2.0,0,0,1,1,0,0,0,1,0,1
755,756,160,34.0,3230,6,5,894.0,TA,381,0,348,729,742,0,1471,3,1,6,0,1999.0,440,0,0,3,172500,12.058152515453552,2200,10,24,2.5,0,1,1,0,0,0,0,2,0,1
756,757,60,68.0,10769,8,5,0.0,Gd,20,0,846,866,866,0,1768,3,1,7,0,2007.0,578,144,0,4,212000,12.26434155365415,2634,2,105,2.5,0,1,1,1,0,1,0,2,0,1
757,758,60,70.04995836802665,11616,6,5,328.0,TA,438,0,234,672,672,0,1386,3,1,6,1,1978.0,440,335,0,4,158900,11.976030352524807,2058,32,0,2.5,0,1,0,1,0,1,0,1,0,1
758,759,160,24.0,2280,7,5,360.0,TA,549,0,195,744,757,0,1501,3,1,6,0,1999.0,440,0,0,8,179400,12.097373228606832,2245,9,0,2.5,0,1,0,0,0,0,0,2,0,1
759,760,60,65.0,12257,8,5,513.0,Gd,56,64,1198,1318,1328,0,2531,4,1,9,1,1995.0,752,222,0,11,290000,12.577636201962656,3849,12,98,2.5,3,1,1,1,0,1,0,2,0,2
760,761,20,70.0,9100,6,6,0.0,TA,612,0,252,864,864,0,864,2,1,5,0,2008.0,300,0,450,10,127500,11.755871643580617,1728,50,0,1.0,0,0,0,0,0,0,0,1,0,1
761,762,30,60.0,6911,5,5,0.0,TA,405,0,740,1145,1301,0,1301,2,1,5,0,1965.0,440,0,0,10,100000,11.512925464970229,2446,59,0,1.0,0,0,0,0,0,0,0,2,0,1
762,763,60,72.0,8640,7,5,0.0,TA,24,0,732,756,764,0,1547,3,1,7,0,2009.0,614,169,0,6,215200,12.279323107269766,2303,1,45,2.5,0,1,1,1,0,0,0,2,0,1
763,764,60,82.0,9430,8,5,673.0,Gd,1163,0,89,1252,1268,0,2365,3,1,8,1,1999.0,856,0,0,7,337000,12.727838209334498,3617,10,308,3.5,3,1,1,0,0,0,0,2,0,2
764,765,120,30.0,9549,8,5,0.0,Gd,437,1057,0,1494,1494,0,1494,2,1,6,1,1995.0,481,0,0,4,270000,12.506177237980511,2988,10,246,2.5,0,0,1,0,0,1,0,2,0,1
765,766,20,75.0,14587,9,5,284.0,Gd,0,0,1498,1498,1506,0,1506,2,1,6,1,2008.0,592,0,0,8,264132,12.484204257170104,3004,0,174,2.0,0,0,1,0,0,1,0,2,1,1
766,767,60,80.0,10421,7,5,42.0,TA,394,0,586,980,980,0,1714,3,1,7,1,1988.0,496,228,500,3,196500,12.188417710291453,2694,22,222,2.5,0,1,1,1,0,0,0,1,0,1
767,768,50,75.0,12508,6,7,0.0,TA,660,0,323,983,983,0,1750,4,1,7,0,1989.0,423,245,1300,7,160000,11.982929094215963,2733,23,156,3.0,0,1,1,1,0,1,0,1,0,1
768,769,20,70.0,9100,7,5,0.0,Gd,24,0,1836,1860,1836,0,1836,3,1,8,1,2004.0,484,120,0,10,216837,12.28690119819279,3696,1,33,2.0,0,0,1,1,0,0,0,2,0,1
769,770,60,47.0,53504,8,5,603.0,Ex,1416,0,234,1650,1690,0,3279,4,1,12,1,2003.0,841,503,0,6,538000,13.195613839143922,4929,7,246,4.5,3,1,1,1,0,1,1,2,0,2
770,771,85,70.04995836802665,7252,5,5,0.0,TA,685,0,173,858,858,0,858,2,1,5,0,1983.0,576,120,0,4,134900,11.812289042195847,1716,27,0,2.0,0,0,0,1,0,1,0,1,0,1
771,772,20,67.0,8877,4,5,0.0,TA,836,0,0,836,1220,0,1220,2,1,6,0,1951.0,396,0,0,4,102000,11.532728092266408,2056,55,0,1.0,0,0,0,0,0,0,0,1,0,1
772,773,80,94.0,7819,6,5,0.0,TA,422,127,480,1029,1117,0,1117,3,1,6,1,1976.0,672,144,0,3,107000,11.580584113444043,2146,34,0,2.0,0,0,0,1,0,0,0,1,0,1
773,774,20,70.0,10150,5,5,1.0,TA,456,0,456,912,912,0,912,2,1,5,0,1958.0,275,0,0,7,114500,11.648330101976432,1824,49,0,1.0,0,0,0,0,0,0,0,1,0,1
774,775,20,110.0,14226,8,5,375.0,Gd,0,0,1935,1935,1973,0,1973,3,1,9,1,2006.0,895,315,0,7,395000,12.886641043883259,3908,1,45,2.0,3,0,1,1,0,0,0,2,0,2
775,776,120,32.0,4500,6,5,320.0,TA,866,0,338,1204,1204,0,1204,2,1,5,0,1998.0,412,0,0,6,162000,11.99535161421452,2408,11,247,3.0,0,0,1,0,0,0,0,2,0,1
776,777,20,86.0,11210,7,5,240.0,Gd,20,0,1594,1614,1614,0,1614,3,1,7,0,2005.0,865,144,0,7,221500,12.308177868467327,3228,0,59,2.0,3,0,1,1,0,1,0,2,0,1
777,778,20,100.0,13350,5,5,0.0,TA,762,0,102,864,894,0,894,3,1,5,1,1974.0,440,241,0,6,142500,11.867097278690842,1758,32,0,2.0,0,0,0,1,0,1,0,1,0,1
778,779,90,60.0,8400,5,5,320.0,TA,0,0,0,0,2020,0,2020,4,2,10,2,1977.0,630,0,0,10,144000,11.877568578558138,2020,30,0,2.0,0,0,0,0,0,0,0,0,0,1
779,780,90,78.0,10530,6,5,90.0,TA,975,0,0,975,1004,0,1004,2,1,4,0,1977.0,504,0,0,5,135000,11.813030057420567,1979,29,0,2.0,0,0,0,0,0,0,0,1,0,1
780,781,20,63.0,7875,7,5,38.0,TA,0,0,1237,1237,1253,0,1253,3,1,6,1,1995.0,402,220,0,6,176000,12.078239274020289,2490,11,21,2.0,0,0,1,1,0,0,0,2,0,1
781,782,60,65.0,7153,6,5,0.0,Gd,387,0,374,761,810,0,1603,3,1,7,0,1992.0,484,0,0,7,175900,12.077670930725649,2364,14,124,2.5,0,1,1,0,0,0,0,2,0,1
782,783,20,67.0,16285,7,5,0.0,Gd,0,0,1413,1413,1430,0,1430,3,1,6,0,2001.0,605,0,0,6,187100,12.139398512262181,2843,7,33,2.0,0,0,1,0,0,1,0,2,0,1
783,784,85,70.04995836802665,9101,5,6,104.0,TA,1097,0,0,1097,1110,0,1110,1,1,4,1,1978.0,602,303,0,7,165500,12.016726473799254,2207,31,30,2.0,0,0,1,1,0,1,0,2,0,1
784,785,75,35.0,6300,6,6,0.0,TA,0,0,742,742,742,0,1484,3,1,9,1,,0,0,0,6,128000,11.759785542901755,2226,7,425,2.0,0,1,1,0,0,0,0,1,0,1
785,786,20,70.04995836802665,9790,6,5,0.0,TA,251,630,491,1372,1342,0,1342,3,1,7,1,1967.0,457,0,0,9,161500,11.992260421644849,2714,42,197,2.0,0,0,1,0,0,0,0,1,0,1
786,787,50,60.0,10800,5,6,0.0,TA,686,0,0,686,966,0,1652,4,1,7,0,1961.0,416,0,1200,6,139000,11.842229212112828,2338,60,196,3.0,0,1,1,0,0,0,0,2,0,1
787,788,60,76.0,10142,7,5,0.0,Gd,656,0,300,956,956,0,2084,4,1,8,0,2004.0,618,0,0,1,233000,12.358793732547838,3040,6,45,3.5,0,1,1,0,0,1,0,2,0,1
788,789,20,50.0,6000,4,7,0.0,TA,0,0,901,901,901,0,901,2,1,4,0,1954.0,281,0,0,8,107900,11.588960151246226,1802,8,0,1.0,0,0,0,0,0,0,0,1,0,1
789,790,60,70.04995836802665,12205,6,8,157.0,TA,568,0,264,832,976,0,2087,5,1,9,0,1966.0,444,133,0,7,187500,12.141534124392603,2919,0,168,2.5,0,1,1,1,0,1,0,1,0,1
790,791,120,43.0,3182,7,5,11.0,Gd,16,0,1129,1145,1145,0,1145,2,1,5,1,2005.0,397,100,0,9,160200,11.984178313616395,2290,3,16,2.0,0,0,1,1,0,0,0,2,0,1
791,792,80,70.04995836802665,11333,6,5,0.0,TA,539,0,490,1029,1062,0,1062,3,1,5,2,1976.0,539,120,0,5,146800,11.896826395162552,2091,31,0,2.0,0,0,0,1,0,1,0,2,0,1
792,793,60,92.0,9920,7,5,0.0,Gd,862,0,255,1117,1127,0,2013,3,1,8,1,1997.0,455,180,0,6,269790,12.50539915757667,3130,10,130,3.5,0,1,1,1,0,1,0,2,0,2
793,794,20,76.0,9158,8,5,140.0,Gd,0,0,1496,1496,1496,0,1496,3,1,7,0,2007.0,474,168,0,6,225000,12.323855681186558,2992,0,130,2.0,0,0,1,1,0,0,0,2,1,1
794,795,60,70.04995836802665,10832,7,5,0.0,Gd,0,0,712,712,1086,0,1895,3,1,7,1,1994.0,409,143,500,10,194500,12.178187442040638,2607,12,46,2.5,0,1,1,1,0,1,0,2,0,1
795,796,60,70.0,8400,6,6,130.0,TA,0,0,650,650,888,0,1564,3,1,7,1,1980.0,476,0,0,4,171000,12.049418835484797,2214,29,254,2.5,0,1,1,0,0,0,0,1,0,1
796,797,20,71.0,8197,6,5,148.0,TA,0,0,660,660,1285,0,1285,3,1,7,1,1977.0,528,138,0,4,143500,11.874090314181814,1945,30,0,1.5,0,0,0,1,0,0,0,1,0,1
797,798,20,57.0,7677,5,5,0.0,TA,570,0,203,773,773,0,773,2,1,4,0,1953.0,240,0,0,4,110000,11.608235644774552,1546,55,0,1.0,0,0,0,0,0,0,0,1,0,1
798,799,60,104.0,13518,9,5,860.0,Ex,0,0,1926,1926,1966,0,3140,4,1,11,2,2009.0,820,144,0,7,485000,13.091904169919621,5066,0,78,3.5,3,1,1,1,0,0,0,2,1,2
799,800,50,60.0,7200,5,7,252.0,TA,569,0,162,731,981,0,1768,3,1,7,2,1939.0,240,0,0,6,175000,12.072541252905651,2499,57,264,2.5,0,1,1,0,0,0,0,0,0,1
800,801,60,79.0,12798,6,5,0.0,TA,462,0,154,616,616,0,1688,4,1,8,0,1997.0,603,403,400,5,200000,12.206072645530174,2304,11,299,3.5,0,1,1,1,0,1,1,2,0,1
801,802,30,40.0,4800,4,7,0.0,TA,197,0,999,1196,1196,0,1196,2,1,5,0,1957.0,440,0,0,7,109900,11.607326140391713,2392,17,0,2.0,0,0,0,0,0,0,0,1,0,0
802,803,60,63.0,8199,7,5,0.0,Gd,648,0,80,728,728,0,1456,3,1,7,1,2005.0,410,36,0,10,189000,12.14950229404178,2184,3,18,3.5,0,1,1,1,0,0,0,2,0,1
803,804,60,107.0,13891,9,5,424.0,Ex,0,0,1734,1734,1734,0,2822,4,1,12,1,2009.0,1020,52,0,1,582933,13.275827535915461,4556,0,362,3.5,3,1,1,1,0,0,0,2,1,2
804,805,20,75.0,9000,5,5,0.0,TA,812,0,124,936,1128,0,1128,2,1,5,0,1954.0,286,0,0,6,118000,11.678439903447801,2064,52,0,1.0,0,0,0,0,0,0,0,1,0,1
805,806,20,91.0,12274,7,5,256.0,Gd,0,0,1417,1417,1428,0,1428,3,1,6,0,2008.0,554,0,0,7,227680,12.33569641332368,2845,0,60,2.0,0,0,1,0,0,1,0,2,1,1
806,807,80,75.0,9750,5,5,0.0,TA,400,480,100,980,980,0,980,3,1,6,0,1967.0,384,68,0,10,135500,11.816726919301892,1960,39,0,2.0,0,0,0,1,0,0,0,2,0,1
807,808,70,144.0,21384,5,6,0.0,TA,1309,0,15,1324,1072,0,1576,3,1,6,1,1923.0,528,0,0,5,223500,12.31716669303576,2900,5,312,3.5,0,1,1,0,0,0,0,1,0,1
808,809,80,85.0,13400,5,5,1047.0,TA,516,128,380,1024,1086,0,1086,3,1,6,1,1966.0,484,0,0,6,159950,11.982616545377663,2110,40,0,2.0,0,0,0,0,0,0,0,1,0,1
809,810,75,90.0,8100,5,5,0.0,TA,0,0,849,849,1075,0,2138,2,3,11,0,1910.0,360,40,0,11,106000,11.571194373094205,2987,44,156,2.0,0,1,1,1,0,0,0,2,0,1
810,811,20,78.0,10140,6,6,99.0,TA,663,377,0,1040,1309,0,1309,3,1,5,1,1974.0,484,265,0,1,181000,12.106252310247962,2349,7,0,2.5,0,0,0,1,1,0,0,1,0,1
811,812,120,70.04995836802665,4438,6,5,169.0,Gd,662,0,186,848,848,0,848,1,1,4,1,2004.0,420,140,0,6,144500,11.881034786534624,1696,4,0,2.0,0,0,0,1,0,0,0,2,0,1
812,813,20,66.0,8712,5,5,0.0,Fa,0,0,540,540,1044,0,1044,2,1,4,0,1952.0,504,0,54,6,55993,10.932981961904135,1584,58,0,1.0,0,0,0,0,0,0,1,1,0,0
813,814,20,75.0,9750,6,6,243.0,TA,608,0,834,1442,1442,0,1442,4,1,7,0,1958.0,301,0,500,4,157900,11.969717200243734,2884,49,275,1.5,0,0,1,0,0,0,0,1,0,1
814,815,50,45.0,8248,5,7,0.0,TA,0,0,686,686,686,0,1250,3,1,7,0,1955.0,280,207,0,7,116000,11.661345470088502,1936,56,96,2.0,0,1,1,1,0,0,0,0,0,1
815,816,20,48.0,12137,7,5,442.0,TA,0,0,1649,1649,1661,0,1661,3,1,6,0,1998.0,598,0,0,5,224900,12.323411137947407,3310,12,34,2.0,0,0,1,0,0,1,0,2,0,1
816,817,20,70.04995836802665,11425,5,6,0.0,TA,486,0,522,1008,1008,0,1008,2,1,4,1,1954.0,275,0,0,7,137000,11.827736204810263,2016,52,120,1.0,0,0,1,0,0,1,0,1,0,1
817,818,20,70.04995836802665,13265,8,5,148.0,Gd,1218,0,350,1568,1689,0,1689,3,1,7,2,2002.0,857,150,0,7,271000,12.509874099861838,3257,6,59,3.0,3,0,1,1,0,1,0,2,0,1
818,819,80,80.0,8816,6,7,80.0,TA,504,0,506,1010,1052,0,1052,3,1,6,0,1971.0,440,0,0,6,155000,11.951180395901384,2062,39,0,2.0,0,0,0,0,0,0,0,1,0,1
819,820,120,44.0,6371,7,5,128.0,Gd,733,0,625,1358,1358,0,1358,2,1,6,1,2010.0,484,192,0,6,224000,12.319401330837177,2716,0,35,3.0,0,0,1,1,0,1,0,2,1,2
820,821,60,72.0,7226,7,5,0.0,Gd,0,0,798,798,798,0,1640,3,1,6,0,2003.0,595,0,0,6,183000,12.117241431823558,2438,5,45,2.5,0,1,1,0,0,1,0,2,0,1
821,822,20,60.0,6000,4,4,0.0,Fa,0,0,936,936,936,0,936,2,1,4,0,1974.0,576,0,0,2,93000,11.440354772135393,1872,56,144,1.0,0,0,1,0,0,0,1,1,0,1
822,823,60,70.04995836802665,12394,7,5,0.0,Gd,0,0,847,847,847,0,1733,3,1,7,1,2003.0,433,100,0,10,225000,12.323855681186558,2580,4,48,2.5,0,1,1,1,0,1,0,2,0,1
823,824,50,60.0,9900,6,7,0.0,TA,0,0,778,778,944,0,1489,3,1,7,1,1940.0,240,335,0,7,139500,11.845819880243557,2267,59,0,2.0,0,1,0,1,0,0,0,0,0,1
824,825,20,81.0,11216,8,5,0.0,Gd,0,0,1489,1489,1489,0,1489,3,1,7,1,2006.0,776,0,0,6,232600,12.3570755190667,2978,0,140,2.0,0,0,1,0,0,0,0,2,0,1
825,826,20,114.0,14803,10,5,816.0,Ex,1636,0,442,2078,2084,0,2084,2,1,7,1,2007.0,1220,188,0,6,385000,12.86099861326992,4162,0,45,3.0,3,0,1,1,0,0,0,2,0,2
826,827,45,50.0,6130,5,6,0.0,TA,784,0,0,784,784,0,784,2,1,5,0,,0,0,0,5,109500,11.603679828238693,1568,58,116,2.0,0,0,1,0,0,0,0,0,0,1
827,828,20,65.0,8529,7,5,0.0,Gd,20,0,1434,1454,1434,0,1434,3,1,6,1,2001.0,527,290,0,4,189000,12.14950229404178,2888,8,39,2.0,0,0,1,1,0,1,0,2,0,1
828,829,60,70.04995836802665,28698,5,5,0.0,TA,249,764,0,1013,1160,0,2126,3,1,7,0,1967.0,538,486,0,6,185000,12.128111104060462,3139,42,225,3.0,0,1,1,1,0,1,1,2,0,1
829,830,160,24.0,2544,7,5,0.0,Gd,0,0,600,600,520,80,1223,2,1,4,0,2005.0,480,0,0,7,147400,11.900905258737373,1823,1,166,2.5,0,1,1,0,0,0,0,2,0,1
830,831,20,80.0,11900,6,5,387.0,TA,1040,0,352,1392,1392,0,1392,3,1,6,2,1957.0,458,0,0,6,166000,12.01974306733868,2784,51,192,2.5,0,0,1,0,0,1,0,1,0,1
831,832,160,30.0,3180,7,5,0.0,TA,0,0,600,600,520,80,1200,2,1,4,0,2005.0,480,0,0,6,151000,11.925035115797062,1800,1,166,2.5,0,1,1,0,0,0,0,2,0,1
832,833,60,44.0,9548,7,6,223.0,Gd,483,0,458,941,941,0,1829,3,1,7,1,2003.0,613,192,0,1,237000,12.375815420117268,2770,7,39,3.5,0,1,1,1,0,1,0,2,0,1
833,834,20,100.0,10004,6,6,180.0,TA,196,345,975,1516,1516,0,1516,3,1,6,0,1964.0,472,0,0,2,167000,12.025749091398891,3032,45,152,1.5,0,0,1,0,0,0,0,1,0,1
834,835,20,75.0,7875,5,6,136.0,TA,572,0,572,1144,1144,0,1144,3,1,6,0,1961.0,456,0,0,9,139950,11.8490404949436,2288,47,0,2.0,0,0,0,0,0,0,0,1,0,1
835,836,20,60.0,9600,4,7,0.0,TA,442,0,625,1067,1067,0,1067,2,1,4,0,1996.0,436,290,0,2,128000,11.759785542901755,2134,15,0,2.0,0,0,0,1,0,0,0,1,0,1
836,837,30,90.0,8100,5,6,0.0,TA,338,0,1221,1559,1559,0,1559,2,1,5,0,1948.0,812,0,0,6,153500,11.941455846009388,3118,34,346,2.0,0,0,1,0,0,0,0,0,0,1
837,838,160,21.0,1680,6,5,158.0,TA,330,0,153,483,483,0,987,2,1,5,0,1973.0,264,0,0,11,100000,11.512925464970229,1470,35,0,2.5,0,1,0,0,0,0,0,1,0,0
838,839,20,75.0,9525,5,6,0.0,TA,0,0,1099,1099,1099,0,1099,3,1,6,0,1999.0,352,278,0,6,144000,11.877568578558138,2198,2,0,1.5,0,0,0,1,0,0,0,2,0,1
839,840,50,70.0,11767,5,6,0.0,TA,352,0,416,768,768,0,1200,3,1,6,0,1946.0,240,0,0,5,130500,11.779128505744886,1968,13,0,1.0,0,1,0,0,0,0,0,1,0,1
840,841,70,70.04995836802665,12155,6,8,0.0,TA,156,0,516,672,810,0,1482,4,1,7,0,1934.0,400,0,0,3,140000,11.84939770159144,2154,58,254,2.0,0,1,1,0,0,1,0,0,0,1
841,842,70,60.0,10440,5,8,0.0,TA,0,0,650,650,958,0,1539,3,1,8,1,1983.0,686,70,0,6,157500,11.967180737247824,2189,6,146,2.0,0,1,1,1,0,0,0,2,0,1
842,843,80,82.0,9020,6,7,183.0,TA,312,539,276,1127,1165,0,1165,3,1,6,0,1966.0,490,0,0,5,174900,12.071969661006694,2292,42,129,2.5,0,0,1,0,0,0,0,1,0,1
843,844,90,80.0,8000,5,4,0.0,TA,0,0,1800,1800,1800,0,1800,6,2,10,0,,0,0,0,7,141000,11.856515169360305,3600,46,0,2.0,0,0,0,0,0,0,0,1,0,1
844,845,50,100.0,12665,5,8,0.0,TA,0,0,876,876,876,0,1416,4,1,7,1,1949.0,720,418,0,6,153900,11.94405831982697,2292,58,194,1.5,3,1,1,1,0,1,0,0,0,1
845,846,85,70.04995836802665,16647,5,5,0.0,TA,1390,0,0,1390,1701,0,1701,3,1,6,2,1975.0,611,0,0,1,171000,12.049418835484797,3091,26,0,3.0,0,0,0,0,0,1,0,1,0,1
846,847,60,75.0,9317,7,5,137.0,Gd,513,0,227,740,1006,0,1775,3,1,7,1,1993.0,425,234,0,7,213000,12.269047444691562,2515,16,264,3.5,0,1,1,1,0,0,0,2,0,1
847,848,20,36.0,15523,5,6,0.0,TA,460,0,404,864,864,0,864,3,1,5,1,1972.0,338,0,0,8,133500,11.801856756822442,1728,37,0,2.0,0,0,0,0,0,1,0,1,0,1
848,849,50,75.0,45600,6,8,0.0,TA,0,0,907,907,1307,0,2358,5,1,10,1,1908.0,360,486,0,9,240000,12.388394202324129,3265,11,215,3.0,0,1,1,1,0,1,0,0,0,1
849,850,80,80.0,9600,6,7,360.0,Gd,0,0,528,528,1094,0,1855,3,1,7,1,1976.0,512,113,0,8,187000,12.138863895836725,2383,13,100,2.5,0,1,1,1,0,0,0,1,0,1
850,851,120,36.0,4435,6,5,170.0,Gd,659,0,189,848,848,0,848,1,1,3,0,2003.0,420,140,0,11,131500,11.786762130599957,1696,4,0,2.0,0,0,0,1,0,0,0,2,0,1
851,852,120,70.04995836802665,3196,8,5,40.0,Gd,0,0,1273,1273,1456,0,1456,2,1,7,1,2003.0,400,143,0,5,215000,12.2783933071098,2729,3,20,2.0,0,0,1,1,0,0,0,2,0,1
