Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log,SalePrice,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir
538,4,4,2,5,2,3,3,8,3,2,4,1,11.97035031,158000,1,1,1,3,1,1,1,1
539,5,4,4,7,2,5,4,8,4,3,4,4,12.51355735,272000,1,1,1,3,1,1,1,1
540,6,4,4,7,2,5,5,8,5,4,4,1,12.66032792,315000,1,1,1,3,1,1,1,1
541,5,4,2,2,2,5,4,8,4,4,4,1,12.42118403,248000,1,1,3,3,1,1,1,1
542,6,4,2,3,7,5,4,4,4,4,4,1,12.27022047,213250,1,1,1,3,1,1,1,1
543,5,4,4,7,3,5,3,8,1,4,4,1,11.79810441,133000,1,1,1,3,1,1,1,1
544,5,5,4,7,2,5,4,8,5,3,4,1,12.09884928,179665,1,1,1,3,2,1,0,1
545,5,5,2,7,3,4,4,8,1,2,4,1,12.34147728,229000,1,1,1,3,1,1,1,1
546,5,4,2,4,2,5,3,8,5,2,4,1,12.25486281,210000,1,2,2,3,1,1,1,1
547,5,4,4,6,2,5,3,8,1,2,4,1,11.77143616,129500,1,1,2,3,1,1,1,1
548,4,4,2,3,4,3,3,8,1,3,4,4,11.73606902,125000,1,1,2,3,1,1,1,1
549,5,4,2,2,2,5,4,8,5,4,4,1,12.47990931,263000,1,1,3,3,1,1,1,1
550,5,4,2,6,2,3,3,8,1,3,4,1,11.8493977,140000,1,1,1,3,0,1,0,1
551,4,4,2,4,2,4,3,8,1,4,4,1,11.6307085,112500,1,2,1,3,1,1,1,1
552,6,4,4,2,2,5,4,8,5,3,4,1,12.45097769,255500,1,1,1,3,1,1,1,1
553,1,1,1,1,1,5,4,8,1,4,4,4,11.58988651,108000,1,1,2,3,1,0,1,1
554,5,4,2,7,2,5,4,8,5,3,4,1,12.55672952,284000,1,1,3,3,1,1,1,1
555,4,3,2,2,2,3,3,8,5,2,4,1,11.6351431,113000,1,2,2,3,1,1,1,1
556,4,4,2,4,2,3,3,8,4,4,4,2,11.85651517,141000,1,2,1,3,1,1,1,1
557,4,4,2,4,2,4,3,8,1,2,4,1,11.58988651,108000,1,1,0,3,0,1,1,1
558,5,4,5,7,2,5,3,8,4,2,4,1,12.07254125,175000,1,1,1,3,1,1,1,1
559,5,4,5,2,2,5,4,8,4,4,4,1,12.36307639,234000,1,1,1,3,1,1,1,1
560,5,4,2,6,2,3,3,5,5,2,4,1,11.70766954,121500,1,1,2,3,1,1,1,1
561,5,4,4,6,3,4,3,8,4,3,4,1,12.04355372,170000,1,1,1,3,1,1,1,1
562,4,4,2,5,2,5,3,8,5,1,1,1,11.58988651,108000,1,1,0,1,1,1,1,1
563,5,4,3,2,2,5,3,8,5,4,4,1,12.1281111,185000,1,1,2,3,1,0,1,1
564,5,4,2,7,2,5,4,8,4,3,4,1,12.49874226,268000,1,1,1,3,1,1,1,1
565,5,4,2,2,2,3,2,8,1,2,4,1,11.75978554,128000,1,0,2,3,1,1,1,0
566,5,5,2,2,2,5,5,8,5,4,4,1,12.69158046,325000,1,1,3,3,1,1,1,1
567,5,4,2,7,2,5,4,8,1,3,4,1,12.27373129,214000,1,1,1,3,1,1,1,1
568,5,4,5,7,2,5,4,6,5,4,4,1,12.66539443,316600,1,1,3,2,1,1,1,1
569,5,4,5,7,2,3,3,8,4,2,4,1,11.820116,135960,1,1,2,3,1,1,1,1
570,4,4,2,3,2,3,3,8,1,2,4,1,11.86779879,142600,1,1,2,3,1,1,1,1
571,4,4,2,5,2,5,4,8,1,2,4,1,11.69524702,120000,1,1,1,3,1,1,0,1
572,6,4,4,2,2,4,4,8,1,3,4,1,12.32163099,224500,1,1,1,3,2,1,0,1
573,5,4,2,2,2,5,3,8,4,3,4,1,12.04355372,170000,1,1,3,3,1,1,1,1
574,4,4,4,6,2,3,3,8,1,2,4,3,11.84222921,139000,1,1,3,3,1,1,1,1
575,4,4,2,4,2,3,3,8,1,2,4,1,11.68266824,118500,1,1,2,3,0,1,0,1
576,4,4,2,2,2,4,3,8,5,2,4,1,11.88448902,145000,1,1,2,3,1,1,1,1
577,4,4,4,3,6,5,3,8,3,3,4,1,12.01066585,164500,1,1,1,3,1,1,0,1
578,5,4,2,2,2,5,4,8,1,2,4,1,11.8913619,146000,1,1,2,3,1,1,0,1
579,4,4,2,2,2,5,3,8,1,2,4,1,11.78676213,131500,1,0,1,2,1,1,1,0
580,4,4,2,5,4,5,4,8,5,2,4,1,12.11121236,181900,1,1,1,3,1,1,1,1
581,6,4,2,2,2,5,5,8,5,3,4,1,12.4423022,253293,1,1,1,3,2,1,0,1
582,5,4,4,7,2,3,3,8,1,1,1,1,11.68266824,118500,1,1,0,1,1,1,1,1
583,4,4,2,2,2,4,4,8,5,2,4,1,12.69158046,325000,1,1,2,2,1,1,1,1
584,4,4,2,2,2,5,4,8,1,2,4,1,11.79810441,133000,1,1,2,3,1,1,1,1
585,6,4,5,7,2,5,4,8,5,3,4,1,12.82098798,369900,1,1,1,3,2,1,0,1
586,4,5,3,4,6,5,2,8,1,4,4,2,11.77528973,130000,1,1,2,3,1,0,1,1
587,4,4,4,6,2,3,3,8,1,2,4,1,11.8277362,137000,1,1,2,3,1,1,1,1
588,4,4,5,7,2,5,5,8,5,2,4,1,11.87059991,143000,1,1,1,3,1,1,0,1
589,4,4,2,2,2,3,3,8,1,2,4,1,11.2835123,79500,1,2,2,3,1,0,1,1
590,5,4,2,7,2,5,4,8,1,3,4,1,12.13296417,185900,1,1,1,3,1,1,1,1
591,6,4,5,7,2,5,5,8,5,3,4,1,13.02132683,451950,1,1,3,3,0,1,1,1
592,4,5,2,7,2,5,3,8,1,4,4,1,11.83500896,138000,1,1,2,3,1,1,1,1
593,5,4,4,7,2,5,4,8,1,4,4,1,11.8493977,140000,1,1,1,3,1,1,1,1
594,5,4,2,2,2,3,3,8,1,2,4,4,11.60823564,110000,1,1,2,3,1,1,1,1
595,5,4,5,7,2,5,4,8,4,4,4,1,12.67294638,319000,1,1,1,3,2,1,0,1
596,4,4,2,2,2,5,3,8,1,2,3,1,11.64836504,114504,1,2,2,3,1,0,1,0
597,6,4,4,2,2,5,4,8,5,4,4,1,12.17664898,194201,1,1,1,3,2,1,0,1
598,5,4,3,6,3,5,4,8,4,4,4,1,12.28995413,217500,1,1,1,3,1,1,1,1
599,5,4,2,3,7,3,3,8,4,4,4,5,11.92503512,151000,1,1,1,3,0,1,1,1
600,5,4,4,7,2,5,5,8,5,4,4,1,12.52452638,275000,1,1,3,3,1,1,1,1
601,4,4,2,2,2,3,4,8,5,2,4,1,11.85651517,141000,1,1,2,3,1,0,1,1
602,5,4,3,7,2,5,4,8,4,4,4,1,12.30138283,220000,1,1,1,3,1,1,0,1
603,5,4,2,2,2,5,4,8,1,3,4,1,11.92503512,151000,1,1,2,3,1,1,1,1
604,5,4,3,7,2,5,4,8,4,3,4,1,12.30591798,221000,1,1,1,3,1,1,1,1
605,4,4,2,5,2,3,3,8,3,2,4,1,12.23076526,205000,1,1,1,3,1,1,1,1
606,5,4,2,7,2,4,4,8,1,2,4,5,11.9316358,152000,1,1,2,3,1,1,1,1
607,4,5,2,7,2,5,5,8,1,2,4,1,12.32385568,225000,1,1,1,3,1,1,1,1
608,5,4,3,5,2,3,3,8,5,2,4,1,12.79135618,359100,1,1,0,3,1,1,0,1
609,4,4,3,4,2,4,3,8,1,2,4,1,11.68266824,118500,1,1,1,3,1,1,1,1
610,6,4,3,7,2,5,5,8,6,4,4,1,12.65395847,313000,1,1,1,3,1,1,1,1
611,5,4,4,6,2,3,3,8,4,2,4,4,11.90496755,148000,1,1,1,3,1,1,1,1
612,5,4,4,7,2,5,5,8,4,3,4,1,12.47418956,261500,1,1,3,3,1,1,1,1
613,5,4,2,6,2,5,3,8,1,1,1,1,11.89818787,147000,1,1,0,1,2,1,0,1
614,5,4,4,3,7,5,3,8,1,1,1,1,11.23188794,75500,1,1,0,1,1,1,1,1
615,4,4,5,7,2,5,4,8,1,3,4,4,11.8313792,137500,1,1,1,3,1,1,0,1
616,5,4,2,7,2,5,4,8,5,4,4,1,12.11833373,183200,1,1,1,3,1,1,1,1
617,4,4,2,2,2,4,4,8,1,2,4,1,11.56646623,105500,1,1,2,3,1,1,1,1
618,6,4,4,7,2,5,4,8,5,2,4,1,12.65973409,314813,1,1,1,3,2,1,0,1
619,5,4,5,7,2,5,4,8,5,4,4,1,12.62806706,305000,1,1,1,3,1,1,1,1
620,4,4,2,5,2,3,3,8,1,1,1,1,11.1124479,67000,1,0,0,1,1,0,1,0
621,4,4,2,6,4,3,3,8,4,3,4,1,12.3883942,240000,1,1,1,3,1,1,1,1
622,4,4,2,5,2,3,3,8,1,2,4,1,11.81303006,135000,1,1,2,3,1,1,1,1
623,5,4,2,7,2,5,4,8,4,2,4,1,12.03469103,168500,1,1,2,3,1,1,1,1
624,4,4,2,4,2,4,3,6,4,3,4,1,12.01460943,165150,1,1,1,3,1,1,1,1
625,4,4,2,2,2,3,3,8,1,2,4,1,11.98292909,160000,1,1,1,3,1,1,1,1
626,4,4,2,2,2,3,3,7,4,3,4,3,11.84868316,139900,1,1,1,3,1,1,1,1
627,4,4,4,5,3,5,3,8,5,3,4,1,11.9381932,153000,1,1,0,3,1,1,1,1
628,5,4,4,4,2,3,2,8,4,2,4,1,11.81303006,135000,1,1,1,3,1,1,0,1
629,4,4,5,7,4,3,3,8,1,3,4,5,12.03469103,168500,1,1,1,3,1,1,1,1
630,3,3,2,2,2,3,5,8,1,2,2,4,11.72803684,124000,1,2,2,2,1,0,0,1
631,5,5,3,7,2,5,4,8,5,3,4,1,12.25247902,209500,1,1,1,3,1,1,1,1
632,4,4,2,6,2,3,3,8,4,4,4,1,11.32055357,82500,1,1,1,3,1,1,0,1
633,4,4,2,5,3,3,3,8,1,2,4,1,11.84510278,139400,1,1,1,3,1,1,1,1
634,4,4,2,7,2,4,3,8,1,2,4,5,11.87756858,144000,1,1,2,3,1,1,1,1
635,4,3,2,3,2,5,2,8,1,1,1,1,12.20607265,200000,1,2,0,1,1,0,0,1
636,4,3,2,2,2,2,2,4,2,1,1,1,11.00209984,60000,0,2,0,1,0,0,1,0
637,4,4,2,2,2,3,4,8,1,2,4,1,11.44035477,93000,1,2,3,3,1,1,1,1
638,3,4,2,2,2,4,3,8,1,1,1,4,11.35040654,85000,1,2,0,1,1,0,1,1
639,5,5,4,7,2,5,5,8,5,4,4,1,12.48582713,264561,1,1,1,3,2,1,0,1
640,6,4,5,7,2,5,5,8,5,3,4,1,12.52088339,274000,1,1,1,3,1,1,1,1
641,5,4,2,7,2,5,4,8,4,4,4,1,12.32829028,226000,1,1,1,3,1,1,1,1
642,5,4,5,7,2,4,5,8,4,4,4,4,12.7512997,345000,1,1,1,3,1,1,1,1
643,4,4,2,4,5,5,3,7,1,4,4,3,11.9316358,152000,1,1,1,3,1,1,1,1
644,6,4,3,7,2,5,5,8,5,4,4,1,12.82362845,370878,1,1,1,3,2,1,0,1
645,4,4,2,6,3,3,3,8,1,2,4,1,11.87234663,143250,1,1,2,3,1,1,1,1
646,1,1,1,1,1,4,3,7,1,2,4,1,11.49577931,98300,1,1,2,3,1,1,1,1
647,4,4,3,4,2,5,3,8,5,3,4,1,11.9511804,155000,1,1,1,3,1,1,1,1
648,4,4,2,2,2,3,3,8,4,2,4,1,11.9511804,155000,1,1,1,3,1,1,1,1
649,5,4,4,5,7,4,3,8,1,1,1,4,11.34450681,84500,1,1,0,1,1,1,1,1
650,5,4,2,2,2,5,4,8,1,3,4,1,12.2353887,205950,1,1,1,3,1,1,1,1
651,4,4,3,2,2,3,3,8,5,2,2,4,11.58988651,108000,1,1,2,2,1,0,1,1
652,5,4,2,2,2,5,4,8,4,3,4,1,12.16002871,191000,1,1,1,3,1,1,1,1
653,4,4,2,2,2,5,3,8,1,2,4,4,11.81303006,135000,1,1,2,3,1,1,1,1
654,5,4,5,7,2,5,4,8,4,4,4,1,12.76568843,350000,1,1,1,3,1,1,1,1
655,4,4,2,2,2,3,3,8,1,2,4,1,11.38509209,88000,1,1,2,3,1,1,0,1
656,4,4,2,6,2,5,4,8,1,3,4,4,11.88793137,145500,1,1,1,3,1,1,1,1
657,5,4,2,2,2,3,3,8,5,3,4,4,11.91170158,149000,1,1,1,3,1,0,1,1
658,4,4,2,2,2,3,3,8,5,2,4,1,11.48760766,97500,1,1,1,3,1,1,0,1
659,4,4,2,5,2,5,3,8,1,4,4,4,12.02574909,167000,1,1,2,3,1,1,1,1
660,5,4,2,2,2,3,3,8,4,3,4,1,12.19551713,197900,1,1,1,3,1,1,1,1
661,5,5,2,7,4,5,4,8,4,3,4,1,12.90420737,402000,1,1,1,3,1,1,1,1
662,3,3,2,2,2,4,3,3,4,3,4,1,11.60823564,110000,1,1,1,3,1,1,1,1
663,5,4,4,5,4,3,3,8,1,3,4,4,11.8313792,137500,1,1,2,3,1,1,1,1
664,6,4,3,7,2,5,5,8,6,4,4,1,12.95512746,423000,1,1,1,3,2,1,0,1
665,5,4,2,2,2,5,4,8,4,3,4,1,12.34800614,230500,1,1,1,3,1,1,1,1
666,5,4,2,3,4,3,3,2,2,2,4,1,11.76756768,129000,1,1,0,3,1,1,0,1
667,5,4,2,7,2,5,4,8,3,3,4,1,12.17303279,193500,1,1,1,3,1,1,1,1
668,4,4,2,4,2,4,3,6,4,2,4,1,12.03171926,168000,1,1,2,3,1,1,1,1
669,3,4,2,2,2,5,2,8,5,2,3,1,11.8313792,137500,1,1,2,3,1,1,1,1
670,5,4,2,7,2,5,4,8,1,4,4,1,12.06393288,173500,1,1,1,3,1,1,1,1
671,4,4,2,5,2,3,3,8,1,2,4,1,11.54829261,103600,1,1,2,3,1,1,1,0
672,5,4,2,6,2,3,3,8,4,3,4,1,12.01370075,165000,1,1,1,3,1,1,1,1
673,4,4,2,7,2,5,4,8,4,4,4,1,12.458775,257500,1,1,1,3,1,1,1,1
674,4,4,2,4,2,3,3,8,5,3,4,1,11.8493977,140000,1,1,1,3,1,1,1,1
675,4,4,2,6,2,3,3,8,4,2,4,1,11.90834024,148500,1,1,1,3,1,1,1,1
676,4,3,2,2,2,2,3,6,1,2,3,1,11.3736634,87000,1,1,0,2,1,0,1,0
677,4,4,2,2,2,5,4,8,1,2,3,1,11.60367983,109500,1,1,2,2,1,0,1,1
678,6,4,3,2,2,5,4,8,5,4,4,1,12.82799232,372500,1,1,1,3,2,1,0,1
679,4,4,2,4,2,3,3,8,1,2,4,1,11.76368418,128500,1,1,2,3,1,1,1,1
680,5,4,2,5,5,3,3,8,4,3,4,1,11.87059991,143000,1,1,1,3,1,1,1,1
681,4,4,2,4,2,5,3,8,1,2,4,1,11.97938532,159434,1,1,2,3,1,1,0,1
682,5,4,3,7,2,5,4,8,5,2,4,1,12.06104687,173000,1,1,1,3,1,1,1,1
683,5,4,4,7,2,5,4,8,4,4,4,1,12.56024446,285000,1,1,1,3,1,1,1,1
684,5,4,2,2,2,4,3,8,1,4,4,1,12.30591798,221000,1,1,1,3,1,1,1,1
685,5,4,3,7,3,4,4,7,4,4,4,1,12.24288662,207500,1,1,1,3,1,1,1,1
686,5,4,2,2,2,5,4,8,1,4,4,1,12.33655251,227875,1,1,1,3,2,1,0,1
687,5,4,2,7,2,5,4,8,1,2,4,1,11.9103584,148800,1,1,2,3,1,1,1,1
688,5,4,4,7,2,5,4,8,5,3,4,1,12.87901712,392000,1,1,1,3,2,1,0,1
689,5,4,4,6,2,5,4,8,5,3,4,1,12.17921519,194700,1,1,1,3,1,1,1,1
690,5,4,5,7,2,5,4,8,4,3,4,1,11.85651517,141000,1,1,1,3,1,1,1,1
691,6,4,5,7,2,5,5,8,6,4,4,1,13.53447303,755000,1,1,1,3,1,1,1,1
692,5,4,5,7,2,5,4,8,5,3,4,1,12.72188581,335000,1,1,1,3,1,1,1,1
693,4,4,2,2,2,5,3,8,1,2,4,1,11.5943211,108480,1,1,2,3,1,1,0,1
694,4,4,2,2,2,3,3,8,1,2,4,4,11.860055,141500,1,1,2,3,1,1,1,1
695,5,5,2,7,3,4,4,8,4,2,4,1,12.07823927,176000,1,1,1,3,1,1,1,1
696,4,4,2,3,2,4,3,8,1,2,4,1,11.39639165,89000,1,1,2,3,1,1,1,1
697,6,5,3,3,6,2,3,8,1,2,4,1,11.72399644,123500,1,2,2,3,1,1,1,1
698,4,4,2,7,5,5,3,8,5,2,4,4,11.8386256,138500,1,1,2,3,1,1,1,1
699,5,4,3,7,2,5,4,8,1,3,4,1,12.18586994,196000,1,1,1,3,1,1,1,1
700,6,4,5,7,2,5,4,8,5,4,4,1,12.65235975,312500,1,1,1,3,1,1,1,1
701,4,4,2,2,2,3,3,8,1,2,4,1,11.8493977,140000,1,1,1,3,0,1,1,1
702,6,5,2,2,2,5,5,8,5,4,4,1,12.79917571,361919,1,1,3,3,2,1,0,1
703,5,4,2,2,2,4,4,8,2,2,4,4,11.8493977,140000,1,1,2,3,1,0,1,1
704,5,4,4,7,2,5,4,8,1,3,4,1,12.26904744,213000,1,1,1,3,1,1,1,1
705,1,1,1,1,1,2,2,5,1,1,1,1,10.91508846,55000,1,1,0,1,1,0,1,0
706,5,4,5,7,2,3,4,8,4,2,4,1,12.6181823,302000,1,1,1,3,1,1,1,1
707,5,4,2,7,2,5,4,8,5,4,4,1,12.44508955,254000,1,1,1,3,1,1,1,1
708,5,4,4,2,2,5,4,8,5,4,4,1,12.0981533,179540,1,1,1,3,2,1,0,1
709,4,4,2,2,2,3,3,8,1,2,4,4,11.60732614,109900,1,1,1,3,1,1,0,1
710,4,4,2,2,2,4,3,3,1,1,1,1,10.858999,52000,1,1,0,1,1,0,1,1
711,4,4,3,2,2,4,3,8,1,3,4,1,11.54030714,102776,1,1,2,3,1,0,0,1
712,5,4,3,7,2,4,4,8,5,4,4,1,12.14950229,189000,1,1,1,3,1,1,1,1
713,4,4,4,6,2,3,3,8,1,2,4,1,11.76756768,129000,1,1,2,3,1,1,1,0
714,4,4,2,7,2,5,4,8,1,3,4,1,11.77912851,130500,1,1,1,3,1,1,1,1
715,5,4,2,2,2,3,3,8,4,3,4,4,12.01370075,165000,1,1,1,3,1,1,1,1
716,4,4,2,2,2,5,3,8,1,2,4,1,11.9797992,159500,1,1,2,3,1,0,1,1
717,5,4,2,5,2,4,4,8,3,2,4,4,11.96400108,157000,1,1,1,3,1,1,1,1
718,5,4,5,7,2,5,4,8,4,3,4,1,12.73963776,341000,1,1,1,3,1,1,1,1
719,5,4,5,6,2,3,3,8,2,2,4,1,11.76368418,128500,1,1,1,3,1,1,1,1
720,5,4,5,7,2,3,4,8,4,3,4,1,12.52452638,275000,1,1,1,3,1,1,1,1
721,5,4,4,7,2,5,4,8,1,3,4,1,11.87059991,143000,1,1,1,3,1,1,1,1
722,4,4,2,6,2,5,3,8,1,2,4,1,11.73206099,124500,1,1,2,3,1,1,1,1
723,4,4,2,2,2,5,3,8,1,2,4,1,11.81303006,135000,1,1,2,3,1,1,1,1
724,6,4,2,7,2,5,5,8,5,4,4,1,12.67607627,320000,1,1,1,3,1,1,1,1
725,4,4,2,6,5,3,4,8,1,2,4,1,11.69940503,120500,1,1,2,3,1,1,1,1
726,5,4,2,7,2,5,4,8,5,4,4,1,12.31043266,222000,1,1,1,3,1,1,1,1
727,5,4,4,7,2,5,4,8,1,3,4,1,12.17818744,194500,1,1,1,3,1,1,1,1
728,4,4,2,2,2,3,3,8,1,2,4,1,11.60823564,110000,1,1,2,3,0,1,0,1
729,4,4,2,5,2,3,3,8,1,2,4,1,11.54248427,103000,1,2,2,3,1,1,1,1
730,5,4,2,7,2,5,4,8,4,3,4,1,12.37370349,236500,1,1,1,3,1,1,1,1
731,6,4,4,7,2,5,4,8,5,4,4,1,12.14153412,187500,1,1,1,3,1,1,1,1
732,5,4,4,6,2,5,4,8,4,4,4,1,12.31268238,222500,1,1,1,3,1,1,1,1
733,4,4,2,5,2,5,3,8,4,3,4,3,11.78600139,131400,1,1,1,3,1,1,1,1
734,4,4,2,2,2,3,3,8,1,2,4,1,11.58988651,108000,1,1,1,3,1,1,0,1
735,5,4,3,4,2,2,3,8,4,2,4,1,12.00150548,163000,1,1,2,3,1,0,1,0
736,1,1,1,1,1,4,3,8,1,2,4,1,11.44571672,93500,1,0,2,3,1,1,1,0
737,5,4,2,2,2,5,4,8,5,4,4,1,12.38797745,239900,1,1,1,3,1,1,1,1
738,5,5,5,7,2,3,3,8,1,1,1,1,12.09514108,179000,1,1,0,1,1,1,0,1
739,5,4,2,2,2,5,4,8,1,3,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
740,3,3,2,2,2,5,3,8,1,2,5,5,11.7905572,132000,1,1,2,3,1,1,0,1
741,4,4,3,7,2,4,4,8,1,2,4,5,11.86358234,142000,1,1,2,3,1,1,1,1
742,5,4,2,2,2,5,3,8,1,2,4,5,12.09514108,179000,1,1,1,3,1,1,1,1
743,5,4,4,6,2,5,3,6,4,3,4,1,12.07254125,175000,1,1,1,3,1,1,1,1
744,5,4,2,7,2,4,4,8,4,3,4,1,12.10071213,180000,1,1,1,3,1,1,1,1
745,4,5,2,7,6,5,4,8,4,4,4,1,12.61087086,299800,1,1,3,3,1,1,1,1
746,5,4,2,7,2,5,4,8,4,4,4,1,12.37158708,236000,1,1,3,3,1,1,1,1
747,4,3,2,2,2,3,4,8,5,2,4,1,12.49117264,265979,1,1,2,3,1,0,1,0
748,5,4,2,7,2,5,4,8,4,4,4,1,12.46997419,260400,1,1,1,3,1,1,1,1
749,1,1,1,1,1,3,3,5,1,2,4,1,11.49272276,98000,0,0,2,3,1,0,1,0
750,4,3,2,2,2,4,3,6,1,1,1,1,11.47729829,96500,1,1,0,1,1,0,1,1
751,5,4,2,2,2,5,4,8,1,4,4,1,11.99535161,162000,1,1,1,3,1,1,1,1
752,5,4,5,7,2,5,4,8,1,3,4,1,12.28765263,217000,1,1,1,3,1,1,1,1
753,5,4,3,2,2,4,5,8,5,3,4,1,12.52634291,275500,1,1,1,3,1,1,1,1
754,4,4,2,7,3,4,4,8,1,3,4,1,11.95761129,156000,1,1,2,3,1,1,1,1
755,5,4,2,7,2,4,3,8,1,2,4,1,12.05815252,172500,1,1,2,3,1,1,1,1
756,5,4,4,7,2,5,4,8,1,3,4,1,12.26434155,212000,1,1,1,3,1,1,1,1
757,4,4,3,4,2,3,3,8,4,4,4,5,11.97603035,158900,1,1,1,3,1,1,0,1
758,5,4,2,6,2,4,3,8,1,2,4,1,12.09737323,179400,1,1,2,3,1,1,1,1
759,5,4,4,3,6,5,4,8,4,3,4,1,12.5776362,290000,1,1,1,3,1,1,1,1
760,4,4,2,4,2,5,3,8,1,2,6,1,11.75587164,127500,1,1,2,2,1,1,1,1
761,4,4,3,3,2,3,2,7,1,2,4,1,11.51292546,100000,1,1,2,3,1,1,1,1
762,5,4,3,7,2,5,4,8,1,2,4,1,12.27932311,215200,1,1,1,3,0,1,1,1
763,5,4,3,7,2,5,4,8,5,3,4,1,12.72783821,337000,1,1,1,3,1,1,1,1
764,5,5,4,3,7,5,5,8,5,4,4,1,12.50617724,270000,1,1,1,3,1,1,1,1
765,5,4,2,2,2,5,5,8,5,4,4,1,12.48420426,264132,1,1,1,3,2,1,0,1
766,5,4,2,7,2,3,3,8,4,2,4,4,12.18841771,196500,1,1,1,3,1,1,1,1
767,5,4,3,6,2,5,3,5,1,2,4,1,11.98292909,160000,1,1,1,3,1,1,1,1
768,5,4,2,7,2,5,4,8,5,4,4,1,12.2869012,216837,1,1,1,3,1,1,1,1
769,5,4,5,6,2,5,5,5,5,4,4,1,13.19561384,538000,1,1,3,3,1,1,1,1
770,5,4,4,7,2,3,3,8,1,2,4,1,11.81228904,134900,1,1,2,3,1,1,1,1
771,3,3,2,3,2,3,3,8,1,2,4,1,11.53272809,102000,1,0,2,3,0,1,1,1
772,4,4,4,6,5,3,3,8,4,2,4,4,11.58058411,107000,1,1,2,3,1,1,0,1
773,4,4,2,4,2,5,3,8,1,3,4,1,11.6483301,114500,1,2,1,3,0,1,1,1
774,5,4,4,2,2,4,4,8,5,4,4,1,12.88664104,395000,1,1,1,3,2,1,0,1
775,6,4,2,7,2,5,3,8,1,4,4,1,11.99535161,162000,1,1,1,3,1,1,1,1
776,5,4,4,7,2,5,4,8,1,3,4,1,12.30817787,221500,1,1,1,3,2,1,0,1
777,4,4,2,6,2,3,3,8,3,2,4,4,11.86709728,142500,1,1,1,3,1,1,1,1
778,1,1,1,1,1,3,3,8,4,2,4,1,11.87756858,144000,1,1,2,3,1,1,1,1
779,5,4,5,7,2,3,3,8,1,2,4,1,11.81303006,135000,1,1,1,3,1,1,1,1
780,5,5,2,2,2,4,3,8,4,4,4,1,12.07823927,176000,1,1,1,3,1,1,1,1
781,5,4,2,6,2,5,4,8,1,3,4,1,12.07767093,175900,1,1,1,3,1,1,1,1
782,5,4,2,2,2,5,4,8,1,3,4,1,12.13939851,187100,1,1,1,3,1,1,1,1
783,5,4,4,7,2,5,4,8,4,4,4,1,12.01672647,165500,1,1,1,3,1,1,1,1
784,4,4,2,2,2,5,3,8,5,1,1,1,11.75978554,128000,1,1,0,1,1,1,1,1
785,4,4,2,4,3,3,3,8,5,2,4,1,11.99226042,161500,1,1,1,3,1,1,1,1
786,3,4,2,3,2,3,3,8,1,2,4,1,11.84222921,139000,1,1,2,3,1,1,1,1
787,5,4,2,7,2,5,4,8,1,3,4,1,12.35879373,233000,1,1,3,3,1,1,1,1
788,4,4,2,2,2,5,3,8,1,2,4,1,11.58896015,107900,1,1,2,2,1,1,1,1
789,4,3,5,3,2,4,4,8,1,4,4,1,12.14153412,187500,1,1,1,3,1,1,1,1
790,5,4,2,7,2,5,4,8,5,4,4,1,11.98417831,160200,1,1,1,3,1,1,1,1
791,5,4,4,6,2,3,3,8,4,3,4,1,11.8968264,146800,1,1,1,3,1,1,1,1
792,5,4,4,7,2,5,3,8,4,2,4,1,12.50539916,269790,1,1,1,3,1,1,1,1
793,5,4,4,2,2,5,4,8,1,4,4,1,12.32385568,225000,1,1,1,3,2,1,0,1
794,5,4,2,2,2,5,4,8,4,4,4,1,12.17818744,194500,1,1,1,3,1,1,1,1
795,5,4,2,2,2,3,3,8,4,2,4,4,12.04941884,171000,1,1,1,3,1,1,1,1
796,4,4,2,2,2,5,3,8,4,3,4,4,11.87409031,143500,1,1,1,3,1,1,1,1
797,4,4,2,5,2,4,3,8,1,2,4,1,11.60823564,110000,1,1,1,3,1,1,0,1
798,6,4,2,2,2,5,5,8,5,4,4,1,13.09190417,485000,1,1,3,3,2,1,0,1
799,5,4,2,6,2,5,4,8,4,2,4,4,12.07254125,175000,1,1,2,3,1,1,1,1
800,5,4,5,7,2,4,4,8,1,3,4,1,12.20607265,200000,1,1,1,3,1,1,1,1
801,4,4,2,3,2,5,3,8,1,2,4,1,11.60732614,109900,1,2,2,3,1,1,1,1
802,5,4,4,7,2,5,4,8,5,4,4,1,12.14950229,189000,1,1,1,3,1,1,1,1
803,6,4,5,2,2,5,5,8,5,3,4,1,13.27582754,582933,1,1,3,3,2,1,0,1
804,4,4,2,3,2,3,3,7,1,2,4,3,11.6784399,118000,1,1,1,3,1,1,0,1
805,5,4,2,2,2,5,5,8,1,3,4,1,12.33569641,227680,1,1,1,3,2,1,0,1
806,4,4,4,6,4,4,3,8,1,4,4,1,11.81672692,135500,1,1,1,3,1,1,1,1
807,4,4,5,7,2,5,4,8,4,3,4,1,12.31716669,223500,1,1,1,3,1,1,1,1
808,4,4,4,6,5,3,3,8,5,3,4,3,11.98261655,159950,1,1,1,3,1,1,1,1
