,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log_y,SalePrice_y,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation
622,628,70.0,11606,5,5,1969,1969,192.0,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,1969.0,2,504,335,0,0,0,0,0,0,9,2007,5,4,4,4,2,3,2,8,4,2,4,1,11.81303006,135000,1,1,1,3,1,1,0,1,4,2,3,2,2,1,5,3,13,3,3,1,6,2,2,10,10,2,3,3,3
623,629,82.0,9020,6,5,1964,1964,259.0,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,1964.0,2,520,176,0,0,0,0,0,0,6,2008,4,4,5,7,4,3,3,8,1,3,4,5,12.03469103,168500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,13,2,3,1,8,2,8,10,14,2,3,3,2
624,630,50.0,9000,5,6,1880,1991,0.0,0,0,636,636,1089,661,0,1750,0,0,1,0,3,1,8,0,1937.0,1,240,0,0,293,0,0,0,0,6,2006,3,3,2,2,2,3,5,8,1,2,2,4,11.72803684,124000,1,2,2,2,1,0,0,1,5,2,1,1,4,1,1,1,18,1,3,1,6,2,2,13,13,3,3,3,1
625,631,34.0,4590,8,5,2006,2006,108.0,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2006.0,2,627,156,73,0,0,0,0,0,8,2007,5,5,3,7,2,5,4,8,5,3,4,1,12.25247902,209500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,16,3,3,4,3,2,2,13,13,4,4,3,3
626,632,85.0,11900,7,5,1977,1977,209.0,822,0,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,1977.0,2,544,192,0,0,0,0,0,0,4,2009,4,4,2,6,2,3,3,8,4,4,4,1,11.32055357,82500,1,1,1,3,1,1,0,1,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,10,10,2,3,4,2
627,633,80.0,9250,5,7,1954,2005,0.0,480,468,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,1954.0,1,260,390,0,0,0,0,0,0,7,2007,4,4,2,5,3,3,3,8,1,2,4,1,11.84510278,139400,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,3,2,2,14,14,3,3,3,2
628,634,64.0,6979,6,5,1980,1980,0.0,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,1980.0,2,576,264,56,0,0,0,0,600,6,2010,4,4,2,7,2,4,3,8,1,2,4,5,11.87756858,144000,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,18,3,3,3,7,2,2,10,10,3,3,3,2
629,635,60.0,10896,6,7,1914,1995,0.0,256,0,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,14,0,1914.0,0,0,0,110,0,0,0,0,0,3,2007,4,3,2,3,2,5,2,8,1,1,1,1,12.20607265,200000,1,2,0,1,1,0,0,1,3,2,2,1,1,1,5,1,23,2,3,2,4,4,2,13,13,3,2,3,2
630,636,51.0,6120,2,3,1936,1950,0.0,0,0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,1936.0,0,0,0,0,0,0,0,0,0,1,2009,4,3,2,2,2,2,2,4,2,1,1,1,11.00209984,60000,0,2,0,1,0,0,1,0,5,2,3,1,4,1,5,1,4,3,3,1,3,2,2,1,1,3,2,2,1
631,637,50.0,6000,5,4,1954,1954,0.0,0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1954.0,1,256,0,0,0,0,0,0,0,11,2009,4,4,2,2,2,3,4,8,1,2,4,1,11.44035477,93000,1,2,3,3,1,1,1,1,5,2,3,1,4,1,5,1,18,3,3,2,1,2,2,14,14,3,3,3,2
632,638,67.0,8777,5,7,1910,1950,0.0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,1910.0,0,0,328,0,164,0,0,0,0,5,2008,3,4,2,2,2,4,3,8,1,1,1,4,11.35040654,85000,1,2,0,1,1,0,1,1,4,2,3,1,4,1,5,1,8,2,3,1,3,2,2,9,14,3,3,3,2
633,639,53.0,3982,8,5,2006,2006,0.0,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,2006.0,3,648,312,0,0,0,0,0,0,10,2006,5,5,4,7,2,5,5,8,5,4,4,1,12.48582713,264561,1,1,1,3,2,1,0,1,4,2,3,1,4,1,5,1,1,3,3,5,3,4,2,13,13,3,4,3,3
634,640,62.0,12677,8,5,2003,2004,472.0,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2003.0,2,588,185,140,0,0,0,0,0,4,2008,6,4,5,7,2,5,5,8,5,3,4,1,12.52088339,274000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,16,3,3,5,3,4,2,9,9,2,5,3,3
635,641,70.04995836802665,7050,7,5,2001,2001,0.0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2001.0,2,650,0,235,0,0,0,0,0,5,2007,5,4,2,7,2,5,4,8,4,4,4,1,12.32829028,226000,1,1,1,3,1,1,1,1,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
636,642,75.0,13860,8,7,1972,1995,0.0,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,1972.0,2,538,269,111,0,0,0,0,0,7,2009,5,4,5,7,2,4,5,8,4,4,4,4,12.751299699999999,345000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,8,2,2,10,14,3,4,3,2
637,643,80.0,10793,5,5,1969,1969,263.0,493,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,1969.0,2,462,208,0,0,0,0,0,0,4,2007,4,4,2,4,5,5,3,7,1,4,4,3,11.9316358,152000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,17,7,3,1,6,5,2,15,7,2,3,3,2
638,644,85.0,9187,9,5,2009,2009,162.0,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,2009.0,3,478,195,130,0,0,0,0,0,10,2009,6,4,3,7,2,5,5,8,5,4,4,1,12.82362845,370878,1,1,1,3,2,1,0,1,2,2,3,1,4,1,5,1,21,3,3,1,3,2,2,6,6,4,5,3,3
639,645,70.04995836802665,10530,6,5,1971,1971,0.0,282,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,1979.0,2,576,0,312,40,0,0,0,0,3,2007,4,4,2,6,3,3,3,8,1,2,4,1,11.87234663,143250,1,1,2,3,1,1,1,1,4,2,3,2,4,1,1,1,13,3,3,1,3,4,2,10,10,3,3,3,2
640,646,60.0,7200,5,5,1950,1950,0.0,0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,1950.0,2,420,0,27,0,0,0,0,0,7,2008,1,1,1,1,1,4,3,7,1,2,4,1,11.49577931,98300,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,9,9,3,3,3,2
641,647,85.0,10452,6,5,1953,1953,216.0,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,1953.0,2,495,0,0,0,0,287,0,0,6,2008,4,4,3,4,2,5,3,8,5,3,4,1,11.9511804,155000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,8,3,3,1,3,4,2,14,14,4,3,3,2
642,648,70.0,7700,6,5,1966,1966,351.0,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,1966.0,2,442,0,124,216,0,0,0,0,6,2010,4,4,2,2,2,3,3,8,4,2,4,1,11.9511804,155000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,5,3,1,6,2,2,9,9,2,3,3,2
643,649,21.0,1936,4,6,1970,1970,0.0,131,499,0,630,630,0,0,630,1,0,1,0,1,1,3,0,1970.0,0,0,0,0,0,0,0,0,0,12,2007,5,4,4,5,7,4,3,8,1,1,1,4,11.34450681,84500,1,1,0,1,1,1,1,1,5,2,3,1,4,1,5,1,11,3,3,4,7,2,2,6,6,3,3,3,2
644,650,65.0,8125,7,6,2007,2007,103.685261707989,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2007.0,2,562,0,0,0,0,0,0,0,5,2008,5,4,2,2,2,5,4,8,1,3,4,1,12.2353887,205950,1,1,1,3,1,1,1,1,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,6,6,3,4,3,3
645,651,60.0,9084,4,5,1940,1950,0.0,0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1940.0,1,296,120,0,0,0,0,0,0,10,2009,4,4,3,2,2,3,3,8,5,2,2,4,11.58988651,108000,1,1,2,2,1,0,1,1,4,2,3,1,4,1,5,1,8,1,3,1,6,2,2,9,9,3,3,3,2
646,652,70.0,8750,7,5,1996,1996,0.0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,1996.0,2,512,0,120,0,0,0,0,0,7,2009,5,4,2,2,2,5,4,8,4,3,4,1,12.16002871,191000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
647,653,60.0,10320,6,7,1906,1995,0.0,0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,1906.0,1,216,57,0,239,0,0,0,0,6,2008,4,4,2,2,2,5,3,8,1,2,4,4,11.81303006,135000,1,1,2,3,1,1,1,1,5,2,1,1,4,1,5,1,10,3,3,1,1,2,2,9,9,3,3,3,2
648,654,91.0,10437,8,6,1995,1995,660.0,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,1995.0,3,839,236,46,0,0,0,0,0,8,2008,5,4,5,7,2,5,4,8,4,4,4,1,12.76568843,350000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,14,3,3,1,3,4,2,9,9,2,4,4,3
649,655,21.0,1680,6,5,1971,1971,381.0,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,1971.0,1,264,0,0,0,0,0,0,0,3,2010,4,4,2,2,2,3,3,8,1,2,4,1,11.38509209,88000,1,1,2,3,1,1,0,1,5,2,3,1,4,1,5,1,3,3,3,4,6,2,2,7,8,2,3,3,2
650,656,72.0,10007,5,7,1959,2006,54.0,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,1959.0,1,312,0,0,0,0,0,0,0,8,2008,4,4,2,6,2,5,4,8,1,3,4,4,11.88793137,145500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,7,7,2,4,3,2
651,657,60.0,7200,7,6,1931,2000,0.0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1931.0,1,270,0,0,112,0,0,0,0,2,2008,5,4,2,2,2,3,3,8,5,3,4,4,11.91170158,149000,1,1,1,3,1,0,1,1,4,2,3,1,2,1,5,2,7,3,3,1,6,2,2,12,15,3,3,2,1
652,658,78.0,17503,6,5,1948,1950,0.0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1948.0,1,330,192,0,0,0,0,0,0,1,2010,4,4,2,2,2,3,3,8,5,2,4,1,11.48760766,97500,1,1,1,3,1,1,0,1,4,2,3,1,4,1,5,1,13,1,3,1,1,2,2,13,13,3,3,3,2
653,659,75.0,9937,5,7,1964,1999,0.0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,1968.0,2,480,0,0,0,0,0,0,0,3,2009,4,4,2,5,2,5,3,8,1,4,4,4,12.02574909,167000,1,1,2,3,1,1,1,1,4,2,3,1,4,1,1,1,8,3,3,1,3,4,2,9,9,3,3,4,3
654,660,70.04995836802665,12384,7,7,1976,1976,233.0,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,1976.0,2,550,0,113,252,0,0,0,0,11,2007,5,4,2,2,2,3,3,8,4,3,4,1,12.19551713,197900,1,1,1,3,1,1,1,1,4,2,3,1,4,1,2,1,17,3,3,1,6,2,2,10,10,2,3,3,2
655,661,52.0,46589,8,7,1994,2005,528.0,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,1994.0,3,711,517,76,0,0,0,0,0,7,2009,5,5,2,7,4,5,4,8,4,3,4,1,12.90420737,402000,1,1,1,3,1,1,1,1,4,2,3,3,4,1,2,1,14,3,3,1,6,4,2,13,13,2,4,3,3
656,662,120.0,13560,6,3,1968,1968,216.0,0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,1,5,2,1968.0,2,576,0,0,240,0,0,0,0,7,2009,3,3,2,2,2,4,3,3,4,3,4,1,11.60823564,110000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,3,4,2,14,14,2,3,3,2
657,663,90.0,10012,4,5,1972,1972,0.0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,1974.0,2,588,0,0,180,0,0,0,0,4,2008,5,4,4,5,4,3,3,8,1,3,4,4,11.831379199999999,137500,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,8,3,3,1,7,2,2,10,10,3,3,3,2
658,664,49.0,20896,8,5,2005,2006,0.0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,2005.0,3,1134,192,267,0,0,0,0,0,1,2006,6,4,3,7,2,5,5,8,6,4,4,1,12.95512746,423000,1,1,1,3,2,1,0,1,4,2,3,3,4,1,2,1,21,7,3,1,3,2,2,13,13,3,4,3,3
659,665,106.0,11194,8,5,2000,2000,40.0,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2000.0,2,504,188,124,0,0,0,0,0,11,2006,5,4,2,2,2,5,4,8,4,3,4,1,12.34800614,230500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,2,4,3,3
660,666,70.04995836802665,18450,6,5,1965,1979,113.0,187,723,111,1021,1465,915,0,2380,0,0,2,1,3,1,7,1,1965.0,2,596,0,265,0,0,0,0,0,8,2007,5,4,2,3,4,3,3,2,2,2,4,1,11.76756768,129000,1,1,0,3,1,1,0,1,4,2,3,2,4,1,5,1,13,3,3,1,6,1,6,10,10,1,3,4,2
661,667,65.0,8125,6,5,1994,1998,258.0,1138,0,270,1408,1679,0,0,1679,1,0,2,0,3,1,7,1,1994.0,2,575,224,42,0,0,0,0,0,10,2008,5,4,2,7,2,5,4,8,3,3,4,1,12.17303279,193500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,20,3,3,1,3,2,2,7,7,2,3,3,3
662,668,70.04995836802665,14175,5,6,1956,1987,0.0,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,1999.0,2,576,304,0,0,0,0,0,0,11,2006,4,4,2,4,2,4,3,6,4,2,4,1,12.03171926,168000,1,1,2,3,1,1,1,1,4,2,3,1,1,1,1,2,19,3,3,1,3,2,2,6,14,3,3,3,2
663,669,80.0,11600,4,5,1922,1950,0.0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1922.0,1,252,0,0,67,0,0,0,0,7,2006,3,4,2,2,2,5,2,8,5,2,3,1,11.831379199999999,137500,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,7,3,3,1,3,2,2,9,9,3,3,3,1
664,670,64.0,8633,6,5,2005,2005,0.0,193,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2005.0,2,540,100,35,0,0,0,0,0,2,2009,5,4,2,7,2,5,4,8,1,4,4,1,12.06393288,173500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,3,1,6,3,3,1,6,2,2,13,13,3,4,3,3
665,671,54.0,6629,6,6,1925,1950,0.0,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1930.0,1,300,147,0,0,0,0,0,0,7,2009,4,4,2,5,2,3,3,8,1,2,4,1,11.54829261,103600,1,1,2,3,1,1,1,0,3,2,3,1,4,1,5,1,8,1,3,1,6,3,2,14,14,3,3,4,1
666,672,70.04995836802665,11250,6,6,1977,1977,0.0,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,1977.0,2,546,198,42,0,0,0,0,0,6,2006,5,4,2,6,2,3,3,8,4,3,4,1,12.01370075,165000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,25,3,3,1,3,2,2,10,10,3,4,3,2
667,673,110.0,14442,6,7,1957,2004,106.0,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,1957.0,2,416,0,87,0,0,200,0,0,6,2007,4,4,2,7,2,5,4,8,4,4,4,1,12.458775,257500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,7,3,3,1,3,4,2,6,6,2,3,3,3
668,674,80.0,9200,6,6,1965,1965,0.0,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1965.0,1,384,426,0,0,0,0,0,0,7,2008,4,4,2,4,2,3,3,8,5,3,4,1,11.849397699999999,140000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,7,7,3,3,3,2
669,675,24.0,2289,6,6,1978,1978,0.0,311,0,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,1978.0,2,440,28,0,0,0,0,0,0,4,2009,4,4,2,6,2,3,3,8,4,2,4,1,11.90834024,148500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,15,3,3,4,6,2,2,10,3,3,3,3,2
670,676,60.0,9600,4,2,1900,1950,0.0,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,1920.0,3,779,0,0,90,0,0,0,0,5,2006,4,3,2,2,2,2,3,6,1,2,3,1,11.3736634,87000,1,1,0,2,1,0,1,0,5,2,1,1,4,1,5,1,18,3,3,1,6,2,2,1,12,3,3,3,1
671,677,52.0,9022,5,8,1924,2006,0.0,0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,1924.0,1,240,316,0,120,0,0,0,0,5,2009,4,4,2,2,2,5,4,8,1,2,3,1,11.60367983,109500,1,1,2,2,1,0,1,1,4,2,3,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,4,3,1
672,678,80.0,11844,8,5,2008,2008,464.0,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,2008.0,3,834,322,82,0,0,0,0,0,7,2009,6,4,3,2,2,5,4,8,5,4,4,1,12.82799232,372500,1,1,1,3,2,1,0,1,4,2,3,2,4,1,5,1,22,3,3,1,3,4,2,13,13,4,4,3,3
673,679,70.04995836802665,9945,5,5,1961,1961,57.0,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,1963.0,2,572,0,0,0,0,0,0,0,10,2007,4,4,2,4,2,3,3,8,1,2,4,1,11.76368418,128500,1,1,2,3,1,1,1,1,4,2,3,2,4,1,5,1,19,3,3,1,3,4,2,14,14,2,3,3,2
674,680,50.0,8012,6,5,1980,1980,0.0,543,119,261,923,923,0,0,923,0,0,2,0,2,1,5,1,1980.0,1,264,80,0,0,0,0,0,0,5,2010,5,4,2,5,5,3,3,8,4,3,4,1,11.87059991,143000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,20,3,3,5,3,2,2,10,10,3,3,3,2
675,681,55.0,4500,5,5,1932,2000,0.0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1968.0,1,281,0,0,56,0,0,0,0,7,2009,4,4,2,4,2,5,3,8,1,2,4,1,11.97938532,159434,1,1,2,3,1,1,0,1,3,2,2,3,1,1,5,1,23,3,3,1,1,2,2,13,12,3,3,3,1
676,682,70.04995836802665,2887,6,5,1996,1997,0.0,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,1996.0,2,431,307,0,0,0,0,0,0,11,2008,5,4,3,7,2,5,4,8,5,2,4,1,12.06104687,173000,1,1,1,3,1,1,1,1,4,2,3,1,2,1,5,1,5,3,3,1,3,2,2,14,14,3,3,3,3
677,683,90.0,11248,9,5,2002,2002,215.0,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,2002.0,3,702,257,45,0,0,0,0,0,7,2007,5,4,4,7,2,5,4,8,4,4,4,1,12.56024446,285000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,6,3,3,1,3,4,2,13,13,4,4,3,3
678,684,58.0,16770,7,5,1998,1998,30.0,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,1998.0,2,486,0,81,0,0,0,0,0,6,2010,5,4,2,2,2,4,3,8,1,4,4,1,12.30591798,221000,1,1,1,3,1,1,1,1,4,2,3,3,4,1,2,1,14,3,3,1,6,2,2,13,13,2,4,3,3
679,685,70.04995836802665,5062,7,5,1984,1984,0.0,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,1984.0,2,577,219,0,0,0,0,0,0,9,2007,5,4,3,7,3,4,4,7,4,4,4,1,12.24288662,207500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,22,3,3,5,6,2,2,7,7,3,4,3,2
680,686,84.0,10207,7,6,2007,2007,0.0,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2007.0,2,578,144,105,0,0,0,0,0,8,2007,5,4,2,2,2,5,4,8,1,4,4,1,12.33655251,227875,1,1,1,3,2,1,0,1,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
681,687,70.04995836802665,5105,7,5,2004,2004,0.0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2004.0,2,480,0,60,0,0,0,0,0,3,2007,5,4,2,7,2,5,4,8,1,2,4,1,11.9103584,148800,1,1,2,3,1,1,1,1,2,2,3,3,4,1,3,1,21,3,3,5,6,2,2,9,9,3,4,3,3
682,688,60.0,8089,8,6,2007,2007,0.0,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,2007.0,2,567,140,0,0,0,0,0,0,10,2007,5,4,4,7,2,5,4,8,5,3,4,1,12.87901712,392000,1,1,1,3,2,1,0,1,4,2,3,1,2,1,5,1,22,3,3,1,3,2,2,9,9,2,4,3,3
683,689,61.0,7577,6,5,2005,2006,256.0,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2005.0,2,460,192,28,0,0,0,0,0,6,2007,5,4,4,6,2,5,4,8,5,3,4,1,12.17921519,194700,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,16,3,3,5,3,2,2,13,13,4,4,3,3
684,690,70.04995836802665,4426,6,5,2004,2004,147.0,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,149,0,0,0,0,0,0,5,2008,5,4,5,7,2,5,4,8,4,3,4,1,11.85651517,141000,1,1,1,3,1,1,1,1,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
685,691,104.0,21535,10,6,1994,1995,1170.0,1455,0,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,1994.0,3,832,382,50,0,0,0,0,0,1,2007,6,4,5,7,2,5,5,8,6,4,4,1,13.53447303,755000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,14,3,3,1,6,2,8,7,7,2,5,3,3
686,692,42.0,26178,7,5,1989,1990,293.0,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,1989.0,2,628,320,27,0,0,0,0,0,4,2006,5,4,5,7,2,5,4,8,5,3,4,1,12.72188581,335000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,2,24,3,3,1,6,4,2,9,9,2,4,3,3
687,693,60.0,5400,5,6,1921,1968,0.0,0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,1968.0,1,326,0,0,112,0,0,0,0,12,2006,4,4,2,2,2,5,3,8,1,2,4,1,11.5943211,108480,1,1,2,3,1,1,0,1,4,2,3,1,4,1,1,3,18,3,3,1,3,2,2,9,9,3,3,3,1
688,694,51.0,6120,5,6,1936,1950,0.0,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,1995.0,2,576,112,0,0,0,0,0,0,4,2009,4,4,2,2,2,3,3,8,1,2,4,4,11.860055000000001,141500,1,1,2,3,1,1,1,1,5,2,3,1,4,1,1,1,4,3,3,1,1,2,2,14,14,3,3,2,1
689,695,54.0,13811,6,6,1987,1987,72.0,980,40,92,1112,1137,0,0,1137,1,0,2,0,2,1,5,1,1987.0,2,551,125,0,0,0,0,0,0,7,2006,5,5,2,7,3,4,4,8,4,2,4,1,12.07823927,176000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,24,3,3,1,3,2,2,7,7,2,3,3,2
690,696,50.0,6000,5,7,1921,1950,0.0,616,0,0,616,616,0,0,616,0,0,1,0,2,1,4,0,1921.0,1,205,0,0,129,0,0,0,0,6,2006,4,4,2,3,2,4,3,8,1,2,4,1,11.39639165,89000,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,4,3,3,1,3,2,2,14,15,3,3,3,2
691,697,57.0,6420,5,7,1952,1952,0.0,210,551,219,980,1148,0,0,1148,0,1,1,0,2,1,6,0,1952.0,1,308,0,0,0,0,0,0,0,9,2006,6,5,3,3,6,2,3,8,1,2,4,1,11.72399644,123500,1,2,2,3,1,1,1,1,4,2,3,2,4,1,5,1,8,3,3,1,3,2,2,14,14,3,3,3,3
692,698,65.0,8450,5,8,1965,2009,0.0,553,117,224,894,894,0,0,894,1,0,1,0,3,1,5,1,1973.0,1,336,416,144,0,0,0,0,0,4,2010,4,4,2,7,5,5,3,8,5,2,4,4,11.838625599999999,138500,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,19,6,3,1,3,2,2,9,9,3,3,4,2
693,699,59.0,4282,7,5,2004,2004,0.0,16,0,1375,1391,1391,0,0,1391,0,0,2,0,2,1,5,0,2004.0,2,530,156,158,0,0,0,0,0,7,2008,5,4,3,7,2,5,4,8,1,3,4,1,12.18586994,196000,1,1,1,3,1,1,1,1,2,2,2,3,4,1,5,1,21,3,3,5,3,2,2,9,9,3,4,3,3
694,700,85.0,14331,8,5,2002,2002,630.0,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,2002.0,3,765,270,78,0,0,0,0,0,5,2006,6,4,5,7,2,5,4,8,5,4,4,1,12.65235975,312500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,24,3,3,1,3,4,2,13,13,2,4,3,3
695,701,80.0,9600,7,5,1969,1969,168.0,0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,1,6,0,1969.0,2,528,0,0,0,0,0,0,0,7,2006,4,4,2,2,2,3,3,8,1,2,4,1,11.849397699999999,140000,1,1,1,3,0,1,1,1,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,7,7,2,3,3,2
