,Id,SalePrice_old,SalePrice_log_old,MSSubClass,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,KitchenAbvGr,TotRmsAbvGrd,GarageArea,WoodDeckSF,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
330,331,119000,11.68687877,90,70.04995837,10624,5,84,TA,40,1424,1728,1728,1728,2,10,352,155,3456,3971,0,2.5,0,0,0,1,0,1,0,1,1,1,0,1
331,332,139000,11.84222921,20,70,8176,5,0,TA,846,210,1056,1056,1056,1,6,308,0,2112,3999,0,2,0,0,0,0,0,1,0,0,1,1,0,1
332,333,284000,12.55672952,20,85,10655,8,296,Gd,1124,1603,3206,1629,1629,1,7,880,0,4835,4013,0,3,3,0,0,0,0,1,0,1,1,2,0,2
333,334,207000,12.24047407,120,59,8198,7,146,Gd,720,638,1358,1358,1358,1,6,484,192,2716,4012,30,3,0,0,1,1,0,1,0,0,1,2,1,2
334,335,192000,12.16525065,60,59,9042,6,0,TA,828,115,943,943,1638,1,7,472,100,2581,4006,38,3.5,0,1,1,1,0,1,0,1,1,2,0,1
336,337,377426,12.8411298,20,86,14157,9,200,Gd,1249,673,1922,1922,1922,1,8,676,178,3844,4013,51,3,3,0,1,1,0,1,1,1,1,2,1,2
337,338,214000,12.27373129,20,70,9135,7,113,Gd,810,726,1536,1536,1536,1,7,532,192,3072,4011,74,3,0,0,1,1,0,1,0,0,1,2,0,1
338,339,202500,12.21849517,20,91,14145,7,0,Gd,213,995,1208,1621,1621,1,8,440,108,2829,4004,45,3,0,0,1,1,0,1,0,0,1,1,0,1
339,340,155000,11.9511804,20,66,12400,6,176,TA,585,630,1215,1215,1215,1,6,297,0,2430,4007,234,1,0,0,1,0,0,1,0,1,1,1,0,1
340,341,202900,12.22046853,60,85,14191,8,0,Gd,0,967,967,993,1908,1,9,431,135,2875,4012,0,2.5,0,1,0,1,0,1,0,0,1,2,0,1
341,342,82000,11.31447453,20,60,8400,4,0,Fa,0,721,721,841,841,1,4,294,250,1562,3959,24,1,0,0,1,1,0,1,0,0,1,1,0,1
342,343,87500,11.37939407,90,70.04995837,8544,3,340,TA,0,0,0,1040,1040,2,6,400,0,1040,3956,0,2,0,0,0,0,0,1,0,0,1,0,0,1
343,344,266000,12.49125159,120,63,8849,9,616,Ex,28,1656,1684,1684,1684,1,6,564,495,3368,4013,72,2,0,0,1,1,0,2,1,1,1,2,0,2
344,345,85000,11.35040654,160,36,2592,5,0,TA,129,175,536,536,1112,1,4,336,182,1648,3986,0,1.5,0,1,0,1,0,1,0,0,1,1,0,0
345,346,140200,11.85082525,50,65,6435,6,0,TA,0,972,972,972,1577,1,6,312,0,2549,3956,0,1,0,1,0,0,0,1,0,0,1,0,0,1
346,347,151500,11.9283409,20,70.04995837,12772,6,0,TA,498,460,958,958,958,1,5,301,0,1916,4005,0,1,0,0,0,0,0,1,0,1,1,1,0,1
347,348,157500,11.96718074,20,70.04995837,17600,6,30,TA,1270,208,1478,1478,1478,1,6,498,0,2956,3969,40,3,0,0,1,0,0,1,0,1,1,1,0,1
348,349,154000,11.94470788,160,36,2448,7,106,Gd,573,191,764,764,1626,1,6,474,0,2390,4012,27,3.5,0,1,1,0,0,1,0,0,1,2,1,2
349,350,437154,12.98804081,60,56,20431,9,870,Ex,1410,438,1848,1848,2728,1,10,706,0,4576,4012,0,3.5,3,1,0,0,0,2,1,1,1,2,0,2
350,351,318061,12.66999847,120,68,7820,9,362,Ex,0,1869,1869,1869,1869,1,6,617,210,3738,4014,54,2,0,0,1,1,0,1,1,1,1,2,0,2
351,352,190000,12.15477935,120,70.04995837,5271,7,0,TA,1082,371,1453,1453,1453,1,6,445,0,2906,3992,264,2.5,0,0,1,0,0,1,0,1,1,2,0,1
352,353,95000,11.46163217,50,60,9084,5,0,TA,236,0,616,616,1111,1,5,200,48,1727,3958,0,1.5,0,1,0,1,0,1,0,0,1,1,0,1
353,354,105900,11.57025053,30,60,8520,6,0,TA,0,624,624,720,720,1,5,484,106,1344,4013,0,1,0,0,0,1,0,1,0,0,1,0,0,1
354,355,140000,11.8493977,50,60,8400,6,0,TA,388,552,940,1192,1595,1,6,240,0,2535,4006,108,1,0,1,1,0,0,1,0,0,1,1,0,1
355,356,177500,12.08672589,20,105,11249,6,0,Gd,334,322,1200,1200,1200,1,6,521,0,2400,4002,26,3,0,0,1,0,0,1,0,1,1,2,0,1
356,357,173000,12.06104687,20,70.04995837,9248,6,106,TA,560,598,1158,1167,1167,1,6,400,120,2325,4001,26,3,0,0,1,1,0,1,0,1,1,2,0,1
357,358,134000,11.80559508,120,44,4224,5,0,TA,874,268,1142,1142,1142,1,6,528,536,2284,3983,90,2.5,0,0,1,1,0,1,0,0,1,2,0,0
358,359,130000,11.77528973,80,92,6930,5,120,TA,300,468,1062,1352,1352,1,6,288,168,2414,3964,294,1.5,0,0,1,1,0,1,0,1,1,1,0,1
359,360,280000,12.54254488,60,78,12011,8,530,Gd,956,130,1086,1086,1924,1,7,592,208,3010,4004,449,3.5,0,1,1,1,0,1,0,1,1,2,0,2
360,361,156000,11.95761129,85,70.04995837,7540,6,0,TA,773,115,888,912,912,1,5,470,0,1800,3985,192,2,0,0,1,0,0,1,0,1,1,1,0,1
361,362,145000,11.88448902,50,70.04995837,9144,5,0,TA,399,484,883,988,1505,1,8,240,0,2388,3990,0,2,0,1,0,0,0,1,0,0,1,1,0,1
362,363,198500,12.19854438,85,64,7301,7,500,Gd,0,0,0,495,1922,1,7,672,0,1922,4012,177,3,0,1,1,0,0,2,0,0,1,0,0,1
363,364,118000,11.6784399,160,21,1680,6,510,TA,162,321,483,483,987,1,5,264,250,1470,4016,0,1.5,0,1,0,1,0,1,0,0,1,1,0,0
364,365,190000,12.15477935,60,70.04995837,18800,6,120,TA,712,84,796,790,1574,1,6,566,306,2370,3982,111,3.5,0,1,1,1,0,1,0,1,1,2,0,1
365,366,147000,11.89818787,70,59,10690,5,0,TA,456,216,672,672,1344,1,6,468,0,2016,4006,346,1,0,1,1,0,0,1,0,0,1,1,0,0
366,367,159000,11.97665948,20,70.04995837,9500,6,247,TA,609,785,1394,1394,1394,1,6,514,0,2788,3972,261,2.5,0,0,1,0,0,1,0,1,1,1,0,1
367,368,165000,12.01370075,80,101,9150,6,305,TA,371,728,1099,1431,1431,1,6,296,64,2530,3970,110,1.5,0,0,1,1,0,1,0,1,1,1,0,1
368,369,132000,11.7905572,20,78,7800,5,200,TA,540,728,1268,1268,1268,1,7,244,0,2536,3964,98,1,0,0,1,0,0,1,0,0,1,2,0,1
369,370,162000,11.99535161,20,70.04995837,9830,5,0,TA,72,733,1063,1287,1287,1,7,576,364,2350,4016,199,2,0,0,1,1,0,1,0,1,1,1,0,1
370,371,172400,12.05757264,60,70.04995837,8121,6,0,TA,0,953,953,953,1664,1,7,460,100,2617,4006,40,2.5,0,1,1,1,0,1,0,1,1,2,0,1
371,372,134432,11.80881377,50,80,17120,4,0,TA,0,0,0,1120,1588,1,7,680,0,1588,3967,59,2,0,1,1,0,0,1,0,0,1,1,0,1
372,373,125000,11.73606902,120,50,7175,6,0,TA,623,0,744,752,752,1,4,264,353,1496,3994,90,2,0,0,1,1,0,1,0,0,1,1,0,1
373,374,123000,11.71993963,20,79,10634,5,0,TA,428,0,608,1319,1319,1,5,270,66,1927,3962,0,2,0,0,0,1,0,1,0,0,1,2,0,1
374,375,219500,12.29910751,60,65,8200,7,0,Gd,0,847,847,847,1928,1,8,434,100,2775,4011,48,2.5,0,1,1,1,0,1,0,0,1,2,0,1
375,376,61000,11.01862914,30,70.04995837,10020,1,0,Fa,350,333,683,904,904,1,4,0,0,1587,3959,0,1.5,0,0,0,0,0,1,0,1,1,0,0,1
376,377,148000,11.90496755,85,57,8846,5,0,Gd,298,572,870,914,914,1,5,576,0,1784,4002,0,1,0,0,0,0,0,1,0,1,1,2,0,1
377,378,340000,12.7367009,60,102,11143,8,0,Gd,0,1580,1580,1580,2466,1,8,610,159,4046,4012,214,3,0,1,1,1,0,1,0,1,1,2,0,1
378,379,394432,12.88520203,20,88,11394,9,350,Gd,1445,411,1856,1856,1856,1,8,834,113,3712,4020,0,2.5,3,0,0,1,0,2,1,0,1,2,1,2
379,380,179000,12.09514108,60,60,8123,6,16,TA,0,982,982,1007,1800,1,7,463,100,2782,4009,63,2.5,0,1,1,1,0,1,0,1,1,2,0,1
380,381,127000,11.75194237,50,50,5000,5,0,TA,218,808,1026,1026,1691,1,6,308,0,2717,3960,242,2,0,1,1,0,0,1,0,0,1,0,0,1
381,382,187750,12.14286657,20,60,7200,7,0,Gd,0,1293,1293,1301,1301,1,5,572,216,2594,4012,121,3,0,0,1,1,0,1,0,0,1,2,0,1
382,383,213500,12.27139211,60,79,9245,7,0,Gd,0,939,939,939,1797,1,8,639,144,2736,4013,53,2.5,0,1,1,1,0,1,0,1,1,2,0,1
383,384,76000,11.23848862,45,60,9000,6,0,TA,0,784,784,784,784,1,5,360,0,1568,3959,91,1,0,0,1,0,0,1,0,0,1,0,0,1
384,385,240000,12.3883942,60,70.04995837,53107,6,0,Gd,985,595,1580,1079,1953,1,9,501,216,3533,3999,231,3.5,0,1,1,1,0,1,0,1,1,2,0,1
385,386,192000,12.16525065,120,43,3182,8,16,Gd,24,1232,1256,1269,1269,1,6,430,146,2525,4015,164,2,0,0,1,1,0,1,0,0,1,2,0,1
386,387,81000,11.30220443,50,58,8410,5,0,TA,0,658,658,658,1184,1,8,0,0,1842,4002,151,1,0,1,1,0,0,1,0,0,1,2,0,1
387,388,125000,11.73606902,80,72,7200,6,255,TA,631,410,1041,1125,1125,1,6,352,296,2166,3985,0,2,0,0,0,1,0,1,0,0,1,1,0,1
388,389,191000,12.16002871,20,93,9382,7,125,Gd,0,1468,1468,1479,1479,1,6,577,120,2947,4008,25,2,0,0,1,1,0,1,0,1,1,2,0,1
389,390,426000,12.96219463,60,96,12474,10,272,Ex,1280,402,1682,1742,2332,1,9,846,196,4014,4016,134,3.5,3,1,1,1,0,2,1,0,1,2,1,2
390,391,119000,11.68687877,50,50,8405,5,0,TA,241,229,861,961,1367,1,7,384,0,2228,3958,242,2,0,1,1,0,0,1,0,0,1,0,0,1
391,392,215000,12.27839331,60,71,12209,6,0,TA,690,114,804,804,1961,1,7,560,125,2765,4011,192,3.5,0,1,1,1,0,1,1,1,1,2,0,1
392,393,106500,11.57590026,20,70.04995837,8339,5,0,TA,0,0,0,882,882,1,5,294,0,882,3966,0,1,0,0,0,0,0,1,0,1,1,0,0,1
393,394,100000,11.51292546,30,70.04995837,7446,4,0,TA,266,522,788,788,788,1,4,0,0,1576,3956,0,1,0,0,0,0,0,1,0,0,1,1,0,1
394,395,109000,11.59910316,50,60,10134,5,0,TA,0,735,735,735,1034,1,5,240,0,1769,3957,39,1,0,1,1,0,0,1,0,0,1,1,0,1
395,396,129000,11.76756768,20,68,9571,5,0,TA,739,405,1144,1144,1144,1,6,596,44,2288,3966,0,2,0,0,0,1,0,1,0,0,1,1,0,1
396,397,123000,11.71993963,20,60,7200,5,0,TA,777,117,894,894,894,1,6,600,215,1788,3981,0,1,0,0,0,1,0,1,0,0,1,1,0,1
397,398,169500,12.04060821,60,69,7590,5,288,TA,540,324,864,876,1812,1,8,264,0,2676,3969,168,2,0,1,1,0,0,1,0,0,1,1,0,1
398,399,67000,11.1124479,30,60,8967,5,0,TA,0,961,961,1077,1077,1,6,338,0,2038,3957,0,1,0,0,0,0,0,1,0,0,1,0,0,0
399,400,241000,12.39255221,60,65,8125,7,100,Gd,812,280,1092,1112,1550,1,7,438,0,2642,4016,168,3,0,1,1,0,0,1,0,0,1,2,1,1
400,401,245500,12.41105223,120,38,14963,8,0,Gd,786,474,1260,1288,1288,1,4,500,120,2548,4004,254,2.5,0,0,1,1,0,1,0,1,1,2,0,1
401,402,164990,12.01364014,20,65,8767,7,0,Gd,24,1286,1310,1310,1310,1,6,400,0,2620,4011,0,2,0,0,0,0,0,1,0,1,1,2,0,1
402,403,108000,11.58988651,30,60,10200,5,0,TA,0,672,672,672,672,1,4,240,168,1344,4005,0,1,0,0,0,1,0,1,0,0,1,2,0,1
403,404,258000,12.46071486,60,93,12090,8,650,Gd,0,1141,1141,1165,2263,1,10,420,144,3404,4004,123,2.5,0,1,1,1,0,1,0,0,1,2,0,2
404,405,168000,12.03171926,60,70.04995837,10364,6,0,TA,0,806,806,806,1572,1,7,373,0,2378,4003,40,2.5,0,1,1,0,0,1,0,1,1,2,0,1
405,406,150000,11.91839057,20,70.04995837,9991,4,0,TA,1116,165,1281,1620,1620,1,8,490,120,2901,4002,78,3,0,0,1,1,0,1,0,1,1,1,0,1
406,407,115000,11.65268741,50,51,10480,6,0,TA,0,1064,1064,1166,1639,1,6,240,0,2703,3958,0,1,0,0,0,0,0,1,0,0,1,0,0,1
407,408,177000,12.08390501,70,63,15576,6,0,TA,0,840,840,840,1680,1,8,308,0,2520,3984,160,2,0,1,1,0,0,1,0,0,1,0,0,1
408,409,280000,12.54254488,60,109,14154,7,350,Gd,0,1063,1063,1071,2172,1,9,947,192,3235,4013,62,2.5,3,1,1,1,0,1,1,0,1,2,0,2
409,410,339750,12.73596533,60,85,10800,8,100,Gd,789,245,1034,1050,2078,1,8,836,0,3112,4016,102,3.5,3,1,1,0,0,1,1,0,1,2,1,1
410,411,60000,11.00209984,20,68,9571,5,0,TA,0,1276,1276,1276,1276,1,5,350,0,2552,3967,0,1,0,0,0,0,0,1,0,0,1,1,0,1
411,412,145000,11.88448902,190,100,34650,5,0,TA,1056,0,1056,1056,1056,1,5,572,264,2112,3961,0,2,0,0,0,1,0,1,0,0,1,1,0,1
412,413,222000,12.31043266,20,70.04995837,4403,7,432,Ex,578,892,1470,1478,1478,1,7,484,0,2948,4019,144,3.5,0,0,1,0,0,1,1,1,1,2,1,1
413,414,115000,11.65268741,30,56,8960,5,0,TA,0,1008,1008,1028,1028,1,5,360,0,2036,3960,130,1,0,0,1,0,0,1,0,0,1,1,0,1
414,415,228000,12.33710091,60,59,11228,7,0,Gd,50,499,1080,1080,2097,1,9,678,196,3177,4001,187,3,3,1,1,1,0,1,0,1,1,2,0,1
415,416,181134,12.10699237,20,73,8899,7,0,Gd,24,1316,1340,1340,1340,1,6,396,100,2680,4014,30,2,0,0,1,1,0,1,0,1,1,2,0,1
416,417,149500,11.91505167,60,74,7844,6,203,TA,209,463,672,672,1400,1,6,440,0,2072,3984,0,1.5,0,1,0,0,0,1,0,0,1,1,0,1
417,418,239000,12.38421883,70,86,22420,6,0,TA,1128,242,1370,1370,2624,1,10,864,0,3994,3957,0,3.5,3,1,0,0,0,1,0,1,1,0,0,1
418,419,126000,11.74403719,50,60,8160,5,0,TA,312,444,756,756,1134,1,7,240,0,1890,3957,0,2.5,0,1,0,0,0,1,0,0,1,0,0,1
419,420,142000,11.86358234,20,65,8450,5,0,TA,775,281,1056,1056,1056,1,6,304,0,2112,3978,269,2,0,0,1,0,0,1,0,0,1,1,0,1
420,421,206300,12.2370867,90,78,7060,7,200,TA,1309,35,1344,1344,1344,2,8,784,0,2688,4006,0,4,3,0,0,0,0,1,0,0,1,2,0,1
421,422,215000,12.27839331,20,70.04995837,16635,6,126,Gd,1246,356,1602,1602,1602,1,8,529,240,3204,4009,0,2.5,0,0,0,1,0,1,0,1,1,1,1,1
422,423,113000,11.6351431,20,100,21750,5,0,TA,0,988,988,988,988,1,4,520,0,1976,3962,0,1,0,0,0,0,0,1,0,0,1,1,0,1
423,424,315000,12.66032792,60,80,9200,8,473,Gd,986,484,1470,1470,2630,1,8,696,0,4100,4006,66,3.5,3,1,1,0,0,1,0,0,1,2,0,2
424,425,139000,11.84222921,20,72,9000,6,74,TA,616,580,1196,1196,1196,1,6,297,0,2392,3964,44,2,0,0,1,0,0,1,0,0,1,1,0,1
425,426,135000,11.81303006,60,60,3378,7,0,TA,0,651,651,707,1389,1,6,240,0,2040,4001,126,1.5,0,1,1,0,0,1,0,0,1,1,0,1
426,427,275000,12.52452638,80,70.04995837,12800,7,145,Gd,1518,0,1518,1644,1644,1,5,569,80,3162,3998,396,3.5,0,0,1,1,0,1,0,0,1,2,0,1
427,428,109008,11.59917655,20,77,8593,4,0,TA,288,619,907,907,907,1,5,352,0,1814,3965,0,1,0,0,0,0,0,1,0,1,1,1,0,1
428,429,195400,12.18280402,20,64,6762,7,108,Gd,664,544,1208,1208,1208,1,6,628,105,2416,4014,54,3,0,0,1,1,0,1,0,0,1,2,0,1
429,430,175000,12.07254125,20,130,11457,6,0,TA,1005,387,1392,1412,1412,1,6,576,0,2804,3997,169,3,0,0,1,0,0,1,0,1,1,1,0,1
430,431,85400,11.35510138,160,21,1680,6,232,TA,387,96,483,483,987,1,4,264,0,1470,3979,0,1.5,0,1,0,0,0,1,0,0,1,1,0,0
431,432,79900,11.28853113,50,60,5586,6,0,TA,0,901,901,1088,1198,1,7,0,0,2099,4006,98,1,0,1,1,0,0,1,0,1,1,0,0,1
432,433,122500,11.71586631,160,24,1920,5,376,TA,471,294,765,765,1365,1,6,440,240,2130,3978,36,2.5,0,1,1,1,0,1,0,0,1,1,0,0
433,434,181000,12.10625231,60,100,10839,6,0,TA,0,926,926,926,1604,1,7,470,0,2530,4006,36,2.5,0,1,1,0,0,1,0,1,1,2,0,1
434,435,81000,11.30220443,180,21,1890,4,0,TA,495,135,630,630,630,1,3,0,88,1260,3980,0,2,0,0,0,1,0,1,0,0,1,1,0,0
435,436,212000,12.26434155,60,43,10667,7,0,Gd,385,70,799,827,1661,1,6,550,158,2460,4005,61,3.5,0,1,1,1,0,1,0,1,1,2,0,1
436,437,116000,11.66134547,50,40,4400,6,0,TA,0,648,648,734,1118,1,6,440,0,1766,3956,0,1,0,1,0,0,0,1,0,0,1,0,0,1
437,438,119000,11.68687877,45,50,6000,6,0,Gd,0,884,884,904,904,1,4,180,0,1788,4013,105,1,0,0,1,0,0,1,0,0,1,2,0,1
438,439,90350,11.4114463,30,40,4280,5,0,TA,365,75,440,694,694,1,4,352,0,1134,4009,34,1,0,0,1,0,0,1,0,0,1,2,0,1
439,440,110000,11.60823564,50,67,12354,6,0,TA,0,684,684,684,1196,1,7,528,0,1880,4009,46,1,0,1,1,0,0,1,0,0,1,0,0,1
440,441,555000,13.22672339,20,105,15431,10,200,Ex,1767,788,3094,2402,2402,1,10,672,0,5496,4017,242,3,3,0,1,0,0,1,1,0,1,2,1,2
441,442,118000,11.6784399,90,92,12108,4,270,TA,133,1307,1440,1440,1440,2,8,0,0,2880,3963,0,2,0,0,0,0,0,1,0,0,1,1,0,1
442,443,162900,12.00089179,50,52,6240,5,0,TA,0,1078,1078,1128,1573,1,8,360,0,2651,4000,0,2,0,1,0,0,0,1,0,0,1,2,0,1
443,444,172500,12.05815252,120,53,3922,7,72,Gd,0,1258,1258,1258,1258,1,6,648,144,2516,4014,16,2,3,0,1,1,0,1,1,0,1,2,0,1
444,445,210000,12.25486281,60,70,8750,7,0,Gd,642,273,915,933,1908,1,8,493,144,2823,4003,133,3.5,0,1,1,1,0,1,0,0,1,2,0,1
445,446,127500,11.75587164,20,73,9855,6,0,TA,0,1436,1436,1689,1689,1,7,480,0,3125,3965,0,1,0,0,0,0,0,1,0,0,1,1,0,1
446,447,190000,12.15477935,20,137,16492,6,0,Gd,247,557,1517,1888,1888,1,6,578,0,3405,4012,0,2.5,0,0,0,0,0,1,0,1,1,1,0,1
447,448,199900,12.20557252,60,70.04995837,11214,7,0,Gd,0,930,930,956,1886,1,10,431,89,2816,4005,0,2.5,0,1,0,1,0,1,0,1,1,2,0,1
448,449,119500,11.69107165,50,50,8600,6,0,TA,0,780,780,780,1376,1,7,198,0,2156,3956,0,2,0,1,0,0,0,1,0,0,1,0,0,0
449,450,120000,11.69524702,50,50,6000,3,0,TA,331,318,649,679,1183,1,6,308,0,1832,4009,176,1.5,0,1,1,0,0,1,0,0,1,1,0,1
450,451,110000,11.60823564,30,70,5684,6,0,TA,0,813,813,813,813,1,5,270,0,1626,4011,113,1,0,0,1,0,0,1,0,0,1,0,0,1
452,453,204000,12.22587527,60,70.04995837,9303,6,42,Gd,742,130,872,888,1756,1,7,422,144,2628,4004,122,3.5,0,1,1,1,0,1,1,1,1,2,0,1
453,454,210000,12.25486281,60,75,9000,8,0,Gd,0,768,768,786,1590,1,6,676,0,2358,4017,30,2.5,0,1,1,0,0,1,0,0,1,2,0,1
454,455,188000,12.14419724,90,63,9297,5,0,TA,1606,122,1728,1728,1728,2,8,560,0,3456,3982,0,4,0,0,0,0,0,1,0,0,1,1,0,1
455,456,175500,12.07539432,20,80,9600,7,320,TA,916,326,1242,1242,1242,1,6,528,0,2484,3980,0,1.5,0,0,0,0,0,1,0,0,1,1,0,1
456,457,98000,11.49272276,70,34,4571,5,0,TA,0,624,624,624,1344,1,7,513,0,1968,3958,96,1,3,1,1,0,0,1,0,0,1,0,0,1
457,458,256000,12.45293272,20,70.04995837,53227,4,0,TA,1116,248,1364,1663,1663,1,6,529,224,3027,4002,137,2,0,0,1,1,0,1,0,1,1,1,0,1
458,459,161000,11.98915964,70,70.04995837,5100,8,0,TA,0,588,588,833,1666,1,7,228,192,2254,4004,63,1,0,1,1,1,0,1,0,0,1,2,0,1
459,460,110000,11.60823564,50,70.04995837,7015,5,161,TA,185,524,709,979,1203,1,5,352,0,1912,3959,248,2,0,1,1,0,0,1,0,1,1,1,0,1
460,461,263435,12.48156194,60,75,8004,8,110,Gd,544,288,832,832,1935,1,8,552,0,2767,4018,150,3.5,0,1,1,0,0,1,0,1,1,2,1,1
461,462,155000,11.9511804,70,60,7200,7,0,Gd,350,0,560,575,1135,1,6,576,256,1695,4016,0,2,0,1,0,1,0,1,0,0,1,2,0,1
462,463,62383,11.04104808,20,60,8281,5,0,TA,553,0,864,864,864,1,5,360,0,1728,3974,236,1,0,0,1,0,0,1,0,1,1,1,0,1
463,464,188700,12.14791373,70,74,11988,6,0,TA,326,389,715,849,1660,1,6,240,0,2375,4003,0,1.5,0,1,0,0,0,1,0,1,1,1,0,1
464,465,124000,11.72803684,20,60,8430,5,136,TA,616,424,1040,1040,1040,1,5,0,0,2080,3987,0,2,0,0,0,0,0,1,0,0,1,1,0,1
465,466,178740,12.09368751,120,70.04995837,3072,7,18,Gd,0,1375,1375,1414,1414,1,6,398,144,2789,4010,20,2,0,0,1,1,0,1,0,0,1,2,0,1
466,467,167000,12.02574909,20,85,10628,7,0,TA,778,499,1277,1277,1277,1,5,526,0,2554,3977,176,2,0,0,1,0,0,1,0,0,1,1,0,1
467,468,146500,11.89478071,70,79,9480,5,224,TA,386,342,728,888,1644,1,7,312,168,2372,4002,0,1.5,0,1,0,1,0,1,0,0,1,1,1,1
468,469,250000,12.4292162,20,98,11428,8,248,Gd,0,1626,1626,1634,1634,1,7,866,0,3260,4013,44,2,3,0,1,0,0,1,0,1,1,2,1,2
469,470,187000,12.1388639,60,76,9291,6,120,Gd,426,406,832,832,1710,1,7,506,144,2542,4001,70,2.5,0,1,1,1,0,1,0,1,1,2,0,1
470,471,212000,12.26434155,120,70.04995837,6820,8,0,Gd,368,0,1488,1502,1502,1,4,528,0,2990,3995,194,2.5,0,0,1,0,0,1,0,1,1,2,0,2
471,472,190000,12.15477935,60,92,11952,7,0,TA,0,808,808,1161,1969,1,8,534,0,2777,3984,276,2.5,0,1,1,0,0,1,0,0,1,1,0,1
472,473,148000,11.90496755,180,35,3675,6,80,TA,459,88,547,1072,1072,1,5,525,0,1619,4013,28,2,0,0,1,0,0,1,0,0,1,2,0,1
473,474,440000,12.99453001,20,110,14977,8,304,Gd,1350,626,1976,1976,1976,1,7,908,250,3952,4014,63,3,3,0,1,1,0,2,1,1,1,2,0,2
474,475,251000,12.43320822,120,41,5330,8,0,Gd,1196,298,1494,1652,1652,1,6,499,96,3146,4007,48,3,0,0,1,1,0,1,0,0,1,2,0,2
475,476,132500,11.79433792,20,80,8480,5,0,TA,630,340,970,970,970,1,5,624,0,1940,3970,216,2,0,0,1,0,0,1,0,0,1,1,0,1
476,477,208900,12.24961095,20,75,13125,6,215,TA,994,484,1478,1493,1493,1,7,508,140,2971,4006,39,3,0,0,1,1,0,1,0,0,1,2,0,1
477,478,380000,12.84792653,60,105,13693,9,772,Ex,0,2153,2153,2069,2643,1,9,694,414,4796,4013,84,2.5,3,1,1,1,0,1,0,0,1,2,0,2
478,479,297000,12.60148742,20,79,10637,8,336,Gd,1288,417,1705,1718,1718,1,7,826,208,3423,4017,44,3,3,0,1,1,0,1,1,0,1,2,1,1
479,480,89471,11.40166983,30,50,5925,4,435,TA,168,739,907,1131,1131,1,7,672,0,2038,4007,72,1,0,0,1,0,0,1,0,0,1,0,0,1
480,481,326000,12.69465266,20,98,16033,9,378,Gd,1261,572,1833,1850,1850,1,8,772,519,3683,4011,112,3,3,0,1,1,0,1,1,1,1,2,0,2
481,482,374000,12.83201108,20,72,11846,9,562,Gd,1567,225,1792,1792,1792,1,6,874,206,3584,4010,49,3,3,0,1,1,0,1,1,1,1,2,0,2
482,483,155000,11.9511804,70,50,2500,7,0,Gd,299,611,910,916,1826,1,7,164,0,2736,4014,0,2.5,0,1,0,0,0,1,0,0,1,2,0,1
483,484,164000,12.00762171,120,32,4500,6,116,TA,897,319,1216,1216,1216,1,5,402,0,2432,4004,125,3,0,0,1,0,0,1,1,0,1,2,0,1
484,485,132500,11.79433792,20,70.04995837,7758,5,0,TA,588,411,999,999,999,1,6,264,0,1998,4008,132,2,0,0,1,0,0,1,0,1,1,1,0,1
485,486,147000,11.89818787,20,80,9600,5,0,Gd,607,506,1113,1113,1113,1,5,264,0,2226,4016,200,1,0,0,1,0,0,1,0,0,1,1,0,1
486,487,156000,11.95761129,20,79,10289,5,168,TA,836,237,1073,1073,1073,1,6,515,0,2146,3972,0,2.5,0,0,0,0,0,1,0,0,1,1,0,1
487,488,175000,12.07254125,20,70,12243,5,0,TA,998,486,1484,1484,1484,1,7,487,224,2968,3978,180,2,0,0,1,1,0,1,0,1,1,1,0,1
488,489,160000,11.98292909,190,60,10800,5,0,TA,664,290,954,1766,2414,2,10,520,142,3368,3976,0,2,0,1,0,1,0,1,0,0,1,1,0,1
489,490,86000,11.36210258,180,21,1526,4,0,TA,515,115,630,630,630,1,3,286,0,1260,4011,0,2,0,0,0,0,0,1,0,0,1,1,0,0
490,491,115000,11.65268741,160,70.04995837,2665,5,0,TA,0,264,264,616,1304,1,4,336,141,1568,3984,24,1.5,0,1,1,1,0,1,0,0,1,2,0,0
491,492,133000,11.79810441,50,79,9490,6,0,TA,403,238,806,958,1578,1,5,240,0,2384,3956,32,2,0,1,1,0,0,1,0,0,1,1,0,1
492,493,172785,12.05980333,60,105,15578,6,0,Gd,0,728,728,728,1456,1,8,429,0,2184,4012,0,2.5,0,1,0,0,0,1,0,1,1,2,0,1
493,494,155000,11.9511804,20,70,7931,5,0,TA,374,363,1269,1269,1269,1,6,308,0,2538,3968,0,1.5,0,0,0,0,0,1,0,0,1,1,0,1
494,495,91300,11.42190607,30,50,5784,5,0,TA,0,190,190,886,886,1,4,273,144,1076,4005,100,1,0,0,1,1,0,1,0,0,1,0,0,1
495,496,34900,10.46024211,30,60,7879,4,0,TA,495,225,720,720,720,1,4,0,0,1440,3959,638,1,0,0,1,0,0,1,0,0,1,1,0,0
496,497,430000,12.97154049,20,70.04995837,12692,8,0,Gd,1231,1969,3200,3228,3228,1,10,546,264,6428,4000,366,4,0,0,1,1,0,1,0,1,1,2,0,2
