,Id,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasSBrkr,HasExBsmtQual,HasGd,HasGLQ,HasPavedDrive,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
688,689,20,60.0,8089,8,2007,0.0,Gd,TA,GLQ,945,474,1419,Ex,Y,1419,0,1419,1,0,2,0,1,Gd,7,Attchd,RFn,567,TA,140,0,0,0,0,392000,12.8790171187726,2838,0,0,3.0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,2
689,690,120,61.0,7577,6,2005,256.0,Gd,TA,ALQ,20,1342,1362,Ex,Y,1362,0,1362,0,0,2,0,1,Gd,6,Attchd,RFn,460,TA,192,28,0,0,0,194700,12.17921519136029,2724,1,28,2.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,2,1,2
690,691,120,70.04995836802665,4426,6,2004,147.0,Gd,TA,GLQ,697,151,848,Ex,Y,848,0,848,1,0,1,0,1,Gd,3,Attchd,RFn,420,TA,149,0,0,0,0,141000,11.856515169360305,1696,4,0,2.0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,2,0,1
691,692,60,104.0,21535,10,1994,1170.0,Ex,TA,GLQ,1455,989,2444,Ex,Y,2444,1872,4316,0,1,3,1,1,Ex,10,Attchd,Fin,832,TA,382,50,0,0,0,755000,13.534473028231162,6760,12,50,4.0,3,1,1,1,0,2,1,1,1,1,1,1,1,0,2,0,2
692,693,60,42.0,26178,7,1989,293.0,Gd,TA,GLQ,965,245,1210,Ex,Y,1238,1281,2519,1,0,2,1,1,Gd,9,Attchd,RFn,628,TA,320,27,0,0,0,335000,12.721885810807203,3729,16,27,3.5,0,1,1,1,0,1,1,1,0,1,1,1,1,1,2,0,1
693,694,30,60.0,5400,5,1921,0.0,TA,TA,Unf,0,1073,1073,Ex,Y,1073,0,1073,0,0,1,0,1,TA,4,Detchd,Unf,326,TA,0,0,112,0,0,108480,11.594321103174222,2146,38,112,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1
694,695,50,51.0,6120,5,1936,0.0,TA,TA,Unf,0,927,927,TA,Y,1067,472,1539,0,0,1,1,1,TA,5,Detchd,Unf,576,TA,112,0,0,0,0,141500,11.86005499606543,2466,59,0,1.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
695,696,20,54.0,13811,6,1987,72.0,TA,Gd,GLQ,980,92,1112,Gd,Y,1137,0,1137,1,0,2,0,1,Gd,5,Attchd,Unf,551,TA,125,0,0,0,0,176000,12.078239274020289,2249,19,0,3.0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
696,697,30,50.0,6000,5,1921,0.0,TA,TA,LwQ,616,0,616,Gd,Y,616,0,616,0,0,1,0,1,TA,4,Detchd,Unf,205,TA,0,0,129,0,0,89000,11.396391648714276,1232,56,129,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
697,698,20,57.0,6420,5,1952,0.0,TA,Gd,LwQ,210,219,980,Fa,Y,1148,0,1148,0,1,1,0,1,TA,6,Detchd,Unf,308,TA,0,0,0,0,0,123500,11.72399643505017,2128,54,0,1.5,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,0,1
698,699,20,65.0,8450,5,1965,0.0,TA,TA,GLQ,553,224,894,Ex,Y,894,0,894,1,0,1,0,1,TA,5,Detchd,Unf,336,TA,416,144,0,0,0,138500,11.83862560460953,1788,1,144,2.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
699,700,120,59.0,4282,7,2004,0.0,Gd,TA,GLQ,16,1375,1391,Ex,Y,1391,0,1391,0,0,2,0,1,Gd,5,Attchd,RFn,530,TA,156,158,0,0,0,196000,12.185869938212655,2782,4,158,2.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
700,701,20,85.0,14331,8,2002,630.0,Gd,TA,GLQ,1274,526,1800,Ex,Y,1800,0,1800,1,0,2,0,1,Gd,7,Attchd,Fin,765,TA,270,78,0,0,0,312500,12.652359748158593,3600,4,78,3.0,3,0,1,1,0,1,1,1,1,1,1,1,0,0,2,0,1
701,702,20,80.0,9600,7,1969,168.0,TA,TA,Unf,0,1164,1164,TA,Y,1164,0,1164,0,0,1,1,1,TA,6,Attchd,Unf,528,TA,0,0,0,0,0,140000,11.84939770159144,2328,37,0,1.5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
702,703,60,82.0,12438,8,2006,466.0,Ex,Gd,Unf,0,1234,1234,Ex,Y,1264,1312,2576,0,0,2,1,1,Ex,10,BuiltIn,Fin,666,TA,324,100,0,0,0,361919,12.799175708864519,3810,0,100,2.5,3,1,1,1,0,1,1,1,1,0,0,1,1,0,2,0,2
703,704,190,76.0,7630,5,1900,0.0,TA,TA,Unf,0,360,360,Gd,Y,1032,780,1812,0,0,2,0,2,Gd,8,Detchd,Unf,672,TA,344,0,40,0,0,140000,11.84939770159144,2172,14,40,2.0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
704,705,20,70.0,8400,7,2004,109.0,Gd,TA,GLQ,712,761,1473,Ex,Y,1484,0,1484,1,0,2,0,1,Gd,7,Attchd,RFn,606,TA,0,35,0,144,0,213000,12.269047444691562,2957,5,179,3.0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,2,0,1
705,706,190,70.0,5600,4,1930,0.0,Fa,None,None,0,0,0,Fa,N,372,720,1092,0,0,2,0,2,Fa,7,None,None,0,None,0,0,0,0,0,55000,10.915088464214607,1092,60,0,2.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
707,708,120,48.0,6240,8,2006,176.0,Gd,TA,GLQ,863,461,1324,Ex,Y,1324,0,1324,1,0,2,0,1,Gd,6,Attchd,Fin,550,TA,192,38,0,0,0,254000,12.445089546000673,2648,3,38,3.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,2
708,709,60,65.0,9018,7,2007,0.0,Gd,TA,Unf,0,728,728,Ex,Y,728,728,1456,0,0,2,1,1,Gd,8,Attchd,Fin,400,TA,100,24,0,0,0,179540,12.09815330331068,2184,0,24,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
709,710,20,70.04995836802665,7162,5,1966,41.0,TA,TA,Unf,0,876,876,TA,Y,904,0,904,0,0,1,0,1,TA,6,Attchd,Unf,408,TA,0,0,0,0,0,109900,11.607326140391713,1780,42,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,1
710,711,30,56.0,4130,3,1935,0.0,Gd,TA,Unf,0,270,270,Gd,Y,729,0,729,0,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,52000,10.858998997563564,999,5,0,1.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1
711,712,50,66.0,8712,4,1900,0.0,TA,TA,Unf,0,859,859,Gd,Y,859,319,1178,0,0,1,0,1,TA,7,Detchd,RFn,384,TA,68,0,98,0,0,102776,11.540307141711446,2037,60,98,1.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
712,713,120,40.0,4671,8,1988,0.0,Gd,TA,GLQ,767,461,1228,Gd,Y,1228,0,1228,1,0,2,0,1,Gd,5,Attchd,Fin,472,TA,168,120,0,0,0,189000,12.14950229404178,2456,19,120,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,2
713,714,190,60.0,9873,4,1970,160.0,TA,TA,ALQ,789,171,960,TA,N,960,0,960,1,0,1,0,1,TA,6,Detchd,Unf,576,TA,0,288,0,0,0,129000,11.76756768334381,1920,36,288,2.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
714,715,60,70.04995836802665,13517,6,1976,289.0,Gd,TA,GLQ,533,192,725,Ex,Y,725,754,1479,0,0,2,1,1,Gd,6,Attchd,RFn,475,TA,0,44,0,0,0,130500,11.779128505744886,2204,5,44,2.5,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
715,716,20,78.0,10140,6,1974,174.0,TA,TA,Unf,0,1064,1064,TA,Y,1350,0,1350,0,0,2,0,1,TA,7,Attchd,RFn,478,TA,0,0,0,0,0,165000,12.013700752882718,2414,35,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
716,717,70,60.0,10800,7,1890,0.0,TA,TA,Unf,0,718,718,Ex,Y,1576,978,2554,0,0,1,1,1,TA,8,Detchd,Unf,704,TA,0,48,143,0,0,159500,11.979799201207037,3272,9,191,1.5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
717,718,20,80.0,10000,5,1973,0.0,TA,TA,BLQ,1084,92,1176,Gd,Y,1178,0,1178,0,1,1,1,1,Gd,5,Attchd,Unf,439,TA,224,0,0,0,0,157000,11.964001084330445,2354,8,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
718,719,60,96.0,10542,7,1993,651.0,Gd,TA,GLQ,1173,138,1311,Ex,Y,1325,1093,2418,1,0,2,1,1,Gd,9,Attchd,RFn,983,TA,250,154,216,0,0,341000,12.739637756265655,3729,14,370,3.5,3,1,1,1,0,1,1,1,0,1,1,1,0,0,2,0,2
719,720,20,69.0,9920,5,1969,0.0,TA,TA,ALQ,523,448,971,TA,Y,971,0,971,0,0,1,1,1,TA,5,Attchd,Unf,300,TA,0,0,0,0,0,128500,11.763684183317412,1942,37,0,1.5,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1
720,721,120,70.04995836802665,6563,8,1985,0.0,Gd,TA,GLQ,1148,594,1742,TA,Y,1742,0,1742,1,0,2,0,1,Gd,5,Attchd,RFn,564,TA,114,28,234,0,0,275000,12.524526376648708,3484,21,262,3.0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,2,0,2
721,722,120,70.04995836802665,4426,6,2004,169.0,Gd,TA,GLQ,662,186,848,Ex,Y,848,0,848,1,0,1,0,1,Gd,3,Attchd,RFn,420,TA,160,0,0,0,0,143000,11.870599909242044,1696,6,0,2.0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,1
722,723,20,70.0,8120,4,1970,0.0,TA,TA,ALQ,191,673,864,Ex,Y,864,0,864,0,0,1,0,1,TA,5,Detchd,Unf,463,TA,0,0,0,0,0,124500,11.732060994886899,1728,39,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
723,724,50,60.0,8172,4,1954,0.0,TA,TA,Unf,0,941,941,Ex,Y,997,473,1470,0,0,2,0,1,TA,7,Detchd,Unf,548,TA,0,0,0,0,156,135000,11.813030057420567,2411,36,156,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1
724,725,20,86.0,13286,9,2007,340.0,Ex,TA,GLQ,1234,464,1698,Ex,Y,1698,0,1698,1,0,2,0,1,Ex,8,Attchd,Fin,768,TA,327,64,0,0,0,320000,12.676076274775909,3396,1,64,3.0,3,0,1,1,0,1,1,1,1,0,1,1,1,0,2,1,1
725,726,20,60.0,6960,4,1970,0.0,TA,TA,ALQ,375,250,864,TA,Y,864,0,864,0,0,1,0,1,Gd,5,Detchd,Unf,660,TA,96,0,0,0,0,120500,11.699405031912846,1728,39,0,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
726,727,20,70.04995836802665,21695,6,1988,260.0,Gd,TA,GLQ,808,72,880,Ex,Y,1680,0,1680,1,0,2,0,1,Gd,5,Attchd,Fin,540,TA,292,44,0,182,0,222000,12.310432660854417,2560,2,226,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
727,728,20,64.0,7314,7,2007,82.0,Gd,TA,GLQ,724,508,1232,Ex,Y,1232,0,1232,1,0,2,0,1,Gd,6,Attchd,RFn,632,TA,132,0,0,0,0,194500,12.178187442040638,2464,2,0,3.0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,1,1
728,729,90,85.0,11475,5,1958,95.0,TA,TA,Unf,0,1584,1584,TA,Y,1776,0,1776,1,0,2,0,2,TA,9,Detchd,Unf,888,TA,0,25,0,0,0,110000,11.608235644774552,3360,51,25,3.0,3,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
729,730,30,52.0,6240,4,1925,0.0,TA,TA,BLQ,152,628,780,TA,Y,848,0,1208,0,0,1,0,1,TA,5,Detchd,Unf,539,TA,0,23,112,0,0,103000,11.542484267211773,1988,59,135,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
730,731,120,39.0,5389,8,1995,0.0,Gd,TA,GLQ,1180,415,1595,Ex,Y,1616,0,1616,1,0,2,0,1,Gd,5,Attchd,RFn,608,TA,237,152,0,0,0,236500,12.373703486914124,3211,14,152,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,2
731,732,80,73.0,9590,7,2003,442.0,Gd,TA,GLQ,786,82,868,Ex,Y,1146,0,1146,1,0,2,0,1,Gd,6,Attchd,Fin,438,TA,160,22,0,0,0,187500,12.141534124392603,2014,4,22,3.0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1
732,733,60,75.0,11404,7,1998,202.0,Gd,TA,ALQ,252,901,1153,Ex,Y,1153,878,2031,0,0,2,1,1,Gd,8,Attchd,Fin,541,TA,192,84,0,0,0,222500,12.312682380588432,3184,9,84,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
733,734,20,80.0,10000,5,1961,0.0,TA,TA,BLQ,594,270,864,Ex,Y,1144,0,1144,1,0,1,0,1,TA,6,Attchd,RFn,264,TA,165,0,0,0,0,131400,11.786001385032646,2008,26,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
734,735,20,70.04995836802665,8978,5,1968,0.0,TA,TA,Unf,0,948,948,TA,Y,948,0,948,0,0,1,0,1,TA,6,Attchd,Unf,300,TA,147,0,0,0,0,108000,11.589886506106357,1896,39,0,1.0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,2,0,1
735,736,75,60.0,10800,7,1914,0.0,TA,TA,Rec,390,490,880,Fa,N,880,888,1768,0,0,1,1,1,TA,6,Detchd,Unf,320,TA,0,341,0,0,0,163000,12.0015054797889,2648,36,341,1.5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
736,737,90,60.0,8544,3,1950,0.0,TA,None,None,0,0,0,Gd,N,1040,0,1040,0,0,2,0,2,TA,6,Detchd,Unf,400,TA,0,0,0,0,0,93500,11.44571671527678,1040,56,0,2.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
737,738,60,72.0,10463,8,2005,0.0,Gd,TA,Unf,0,893,893,Ex,Y,901,900,1801,0,0,2,1,1,Gd,8,Attchd,Fin,800,TA,0,116,0,0,0,239900,12.387977448827787,2694,1,116,2.5,3,1,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
738,739,90,60.0,10800,5,1987,0.0,TA,Gd,GLQ,1200,0,1200,TA,Y,1200,0,1200,3,0,3,0,1,TA,5,None,None,0,None,120,0,0,0,0,179000,12.095141084822892,2400,21,0,6.0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1
739,740,60,65.0,9313,7,2004,0.0,Gd,TA,Unf,0,864,864,Ex,Y,864,864,1728,0,0,2,1,1,Gd,7,Attchd,RFn,572,TA,187,56,0,0,0,190000,12.154779351142624,2592,5,56,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
740,741,70,60.0,9600,5,1910,0.0,TA,Fa,Unf,0,264,264,Ex,Y,768,664,1432,0,0,2,0,1,TA,7,Detchd,Unf,360,TA,270,0,112,0,0,132000,11.790557201568507,1696,5,112,2.0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
741,742,20,65.0,6768,6,1961,0.0,TA,TA,GLQ,832,80,912,Gd,Y,912,0,912,1,1,1,0,1,Gd,5,Detchd,Unf,288,TA,168,0,0,0,0,142000,11.863582336583399,1824,12,0,2.5,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
742,743,20,65.0,8450,7,2000,108.0,TA,TA,Unf,0,1349,1349,Ex,Y,1349,0,1349,0,0,2,0,1,TA,6,Attchd,Unf,539,TA,120,55,0,0,0,179000,12.095141084822892,2698,6,55,2.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
743,744,80,70.0,12886,5,1963,0.0,TA,TA,ALQ,444,76,520,Ex,Y,1464,0,1464,0,1,2,0,1,TA,6,Attchd,RFn,480,TA,302,0,0,0,100,175000,12.072541252905651,1984,10,100,2.5,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
744,745,120,41.0,5395,8,1993,0.0,Gd,TA,GLQ,733,604,1337,Gd,Y,1337,0,1337,1,0,2,0,1,Gd,5,Attchd,RFn,462,TA,96,0,70,168,0,180000,12.100712129872347,2674,15,238,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,2
745,746,60,70.04995836802665,8963,8,1976,289.0,Ex,Gd,GLQ,575,487,1142,Ex,Y,1175,1540,2715,0,1,3,1,1,Gd,11,BuiltIn,Fin,831,TA,0,204,0,0,0,299800,12.610870864650634,3857,12,204,4.0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
746,747,60,70.04995836802665,8795,7,2000,0.0,Gd,TA,GLQ,300,652,952,Ex,Y,980,1276,2256,0,0,2,1,1,Gd,8,BuiltIn,Fin,554,TA,224,54,0,0,0,236000,12.371587084007746,3208,9,54,2.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
747,748,70,65.0,11700,7,1880,0.0,Gd,Fa,Unf,0,1240,1240,TA,N,1320,1320,2640,0,0,1,1,1,Gd,8,Detchd,Unf,864,TA,181,0,386,0,0,265979,12.491172637278908,3880,6,386,1.5,3,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
748,749,20,59.0,10593,7,1996,338.0,Gd,TA,GLQ,919,801,1720,Ex,Y,1720,0,1720,1,0,2,0,1,Gd,7,Attchd,Fin,527,TA,240,56,154,0,0,260400,12.46997418931655,3440,14,210,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,2
749,750,50,50.0,8405,4,1945,0.0,TA,None,None,0,0,0,TA,N,1088,441,1529,0,0,2,0,1,TA,9,Detchd,Unf,240,TA,92,0,185,0,0,98000,11.49272275765271,1529,59,185,2.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
750,751,50,55.0,8800,4,1910,0.0,TA,Fa,Unf,0,576,576,Gd,Y,792,348,1140,0,0,1,0,1,TA,7,None,None,0,None,0,160,0,0,0,96500,11.477298287327077,1716,6,160,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
751,752,60,70.04995836802665,7750,7,2003,0.0,Gd,TA,Unf,0,660,660,Ex,Y,660,660,1320,0,0,2,1,1,Gd,6,Attchd,Fin,400,TA,0,48,0,0,0,162000,11.99535161421452,1980,4,48,2.5,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1
752,753,20,79.0,9236,6,1997,0.0,TA,TA,GLQ,1200,279,1479,Ex,Y,1494,0,1494,1,0,2,0,1,Gd,6,Attchd,RFn,576,TA,168,27,0,0,0,217000,12.287652632522597,2973,9,27,3.0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,2,0,1
753,754,60,80.0,10240,8,2005,178.0,Gd,TA,Unf,0,1030,1030,Gd,Y,1038,1060,2098,0,0,2,1,1,Ex,8,Attchd,RFn,878,TA,192,52,0,0,0,275500,12.526342907575106,3128,1,52,2.5,3,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,2
754,755,20,61.0,7930,6,1969,0.0,TA,TA,GLQ,439,115,1026,Gd,Y,1026,0,1026,1,0,1,0,1,Gd,5,Detchd,RFn,440,TA,171,48,0,0,0,156000,11.957611286231675,2052,4,48,2.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
755,756,160,34.0,3230,6,1999,894.0,TA,TA,GLQ,381,348,729,Gd,Y,742,729,1471,0,0,2,1,1,TA,6,Detchd,Unf,440,TA,0,24,0,0,0,172500,12.058152515453552,2200,10,24,2.5,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2,0,1
756,757,60,68.0,10769,8,2007,0.0,Gd,TA,GLQ,20,846,866,Ex,Y,866,902,1768,0,0,2,1,1,Gd,7,Attchd,RFn,578,TA,144,105,0,0,0,212000,12.26434155365415,2634,2,105,2.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
757,758,60,70.04995836802665,11616,6,1978,328.0,TA,TA,Rec,438,234,672,TA,Y,672,714,1386,0,0,2,1,1,TA,6,Attchd,Fin,440,TA,335,0,0,0,0,158900,11.976030352524807,2058,32,0,2.5,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
758,759,160,24.0,2280,7,1999,360.0,TA,TA,ALQ,549,195,744,Gd,Y,757,744,1501,0,0,2,1,1,TA,6,Detchd,Unf,440,TA,0,0,0,0,0,179400,12.097373228606832,2245,9,0,2.5,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,0,1
759,760,60,65.0,12257,8,1995,513.0,Gd,TA,LwQ,56,1198,1318,Ex,Y,1328,1203,2531,0,0,2,1,1,Gd,9,Attchd,RFn,752,TA,222,98,0,0,0,290000,12.577636201962656,3849,12,98,2.5,3,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,2
760,761,20,70.0,9100,6,1959,0.0,TA,TA,Rec,612,252,864,Ex,Y,864,0,864,0,0,1,0,1,TA,5,Detchd,Unf,300,Ex,0,0,0,0,0,127500,11.755871643580617,1728,50,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
761,762,30,60.0,6911,5,1924,0.0,TA,TA,LwQ,405,740,1145,TA,Y,1301,0,1301,0,0,1,0,1,Fa,5,Detchd,Unf,440,TA,0,0,0,0,0,100000,11.512925464970229,2446,59,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,1
762,763,60,72.0,8640,7,2009,0.0,TA,TA,GLQ,24,732,756,Ex,Y,764,783,1547,0,0,2,1,1,Gd,7,Attchd,Unf,614,TA,169,45,0,0,0,215200,12.279323107269766,2303,1,45,2.5,0,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1
763,764,60,82.0,9430,8,1999,673.0,Gd,TA,GLQ,1163,89,1252,Ex,Y,1268,1097,2365,1,0,2,1,1,Gd,8,Attchd,RFn,856,TA,0,128,0,0,180,337000,12.727838209334498,3617,10,308,3.5,3,1,1,0,0,1,1,1,0,0,1,1,0,0,2,0,2
764,765,120,30.0,9549,8,1995,0.0,Gd,Gd,LwQ,437,0,1494,Ex,Y,1494,0,1494,1,0,1,1,1,Ex,6,Attchd,Fin,481,TA,0,30,0,0,216,270000,12.506177237980511,2988,10,246,2.5,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
765,766,20,75.0,14587,9,2008,284.0,Gd,TA,Unf,0,1498,1498,Ex,Y,1506,0,1506,0,0,2,0,1,Ex,6,Attchd,Fin,592,TA,0,174,0,0,0,264132,12.484204257170104,3004,0,174,2.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,1,1
766,767,60,80.0,10421,7,1988,42.0,TA,TA,GLQ,394,586,980,TA,Y,980,734,1714,0,0,2,1,1,TA,7,Attchd,Unf,496,TA,228,66,156,0,0,196500,12.188417710291453,2694,22,222,2.5,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
767,768,50,75.0,12508,6,1940,0.0,TA,TA,ALQ,660,323,983,Ex,Y,983,767,1750,1,0,2,0,1,TA,7,Attchd,Unf,423,TA,245,0,156,0,0,160000,11.982929094215963,2733,23,156,3.0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
768,769,20,70.0,9100,7,2004,0.0,Gd,TA,GLQ,24,1836,1860,Ex,Y,1836,0,1836,0,0,2,0,1,Gd,8,Attchd,Fin,484,TA,120,33,0,0,0,216837,12.28690119819279,3696,1,33,2.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1
769,770,60,47.0,53504,8,2003,603.0,Ex,TA,ALQ,1416,234,1650,Ex,Y,1690,1589,3279,1,0,3,1,1,Ex,12,BuiltIn,Fin,841,TA,503,36,0,0,210,538000,13.195613839143922,4929,7,246,4.5,3,1,1,1,0,1,1,1,0,1,0,1,1,1,2,0,2
770,771,85,70.04995836802665,7252,5,1982,0.0,TA,TA,GLQ,685,173,858,TA,Y,858,0,858,1,0,1,0,1,TA,5,Detchd,Unf,576,TA,120,0,0,0,0,134900,11.812289042195847,1716,27,0,2.0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
771,772,20,67.0,8877,4,1951,0.0,TA,Fa,LwQ,836,0,836,TA,Y,1220,0,1220,0,0,1,0,1,TA,6,Detchd,Unf,396,TA,0,0,0,0,0,102000,11.532728092266408,2056,55,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
772,773,80,94.0,7819,6,1976,0.0,TA,TA,ALQ,422,480,1029,TA,Y,1117,0,1117,1,0,1,0,1,TA,6,Detchd,Unf,672,TA,144,0,0,0,0,107000,11.580584113444043,2146,34,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
773,774,20,70.0,10150,5,1958,1.0,TA,TA,Rec,456,456,912,Ex,Y,912,0,912,0,0,1,0,1,TA,5,Attchd,RFn,275,TA,0,0,0,0,0,114500,11.648330101976432,1824,49,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
774,775,20,110.0,14226,8,2006,375.0,Gd,TA,Unf,0,1935,1935,Gd,Y,1973,0,1973,0,0,2,0,1,Gd,9,Attchd,Fin,895,TA,315,45,0,0,0,395000,12.886641043883259,3908,1,45,2.0,3,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,2
775,776,120,32.0,4500,6,1998,320.0,TA,TA,GLQ,866,338,1204,Ex,Y,1204,0,1204,1,0,2,0,1,TA,5,Attchd,Fin,412,TA,0,247,0,0,0,162000,11.99535161421452,2408,11,247,3.0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,2,0,1
776,777,20,86.0,11210,7,2005,240.0,Gd,TA,GLQ,20,1594,1614,Ex,Y,1614,0,1614,0,0,2,0,1,Gd,7,Attchd,RFn,865,TA,144,59,0,0,0,221500,12.308177868467327,3228,0,59,2.0,3,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
777,778,20,100.0,13350,5,1974,0.0,TA,TA,ALQ,762,102,864,TA,Y,894,0,894,1,0,1,0,1,TA,5,Attchd,Unf,440,TA,241,0,0,0,0,142500,11.867097278690842,1758,32,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
778,779,90,60.0,8400,5,1977,320.0,TA,None,None,0,0,0,TA,Y,2020,0,2020,0,0,2,0,2,TA,10,Detchd,Unf,630,TA,0,0,0,0,0,144000,11.877568578558138,2020,30,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
