,Id,LotFrontage,LotArea,LotShape,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log
702,703,82.0,12438,IR1,Gtl,StoneBr,8,5,2006,2006,BrkFace,466.0,PConc,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,2006.0,3,666,324,100,0,0,0,0,0,7,2006,361919,12.799175708864519
703,704,76.0,7630,Reg,Gtl,OldTown,5,9,1900,1996,None,0.0,BrkTil,0,0,360,360,1032,780,0,1812,0,0,2,0,4,2,8,1,1999.0,2,672,344,0,40,0,0,0,0,5,2010,140000,11.84939770159144
704,705,70.0,8400,Reg,Gtl,CollgCr,7,5,2004,2005,BrkFace,109.0,PConc,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,2004.0,2,606,0,35,0,144,0,0,0,5,2010,213000,12.269047444691562
705,706,70.0,5600,Reg,Gtl,IDOTRR,4,5,1930,1950,None,0.0,Slab,0,0,0,0,372,720,0,1092,0,0,2,0,3,2,7,0,1930.0,0,0,0,0,0,0,0,0,3500,7,2010,55000,10.915088464214607
707,708,48.0,6240,Reg,Gtl,NridgHt,8,5,2006,2006,BrkFace,176.0,PConc,863,0,461,1324,1324,0,0,1324,1,0,2,0,2,1,6,1,2006.0,2,550,192,38,0,0,0,0,0,12,2009,254000,12.445089546000673
708,709,65.0,9018,IR1,Gtl,Gilbert,7,5,2007,2007,None,0.0,PConc,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2007.0,2,400,100,24,0,0,0,0,0,7,2007,179540,12.09815330331068
709,710,70.04995836802665,7162,IR1,Gtl,Sawyer,5,7,1966,1966,BrkCmn,41.0,PConc,0,0,876,876,904,0,0,904,0,0,1,0,3,1,6,0,1966.0,1,408,0,0,0,0,0,0,0,12,2008,109900,11.607326140391713
710,711,56.0,4130,IR1,Gtl,BrkSide,3,6,1935,2003,None,0.0,CBlock,0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,1935.0,0,0,0,0,0,0,0,0,0,7,2008,52000,10.858998997563564
711,712,66.0,8712,Reg,Mod,IDOTRR,4,7,1900,1950,None,0.0,Stone,0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,1964.0,1,384,68,0,98,0,0,0,0,1,2010,102776,11.540307141711446
712,713,40.0,4671,IR1,Gtl,StoneBr,8,5,1988,1989,None,0.0,PConc,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,1988.0,2,472,168,120,0,0,0,0,0,10,2008,189000,12.14950229404178
713,714,60.0,9873,Reg,Gtl,BrkSide,4,5,1970,1970,BrkFace,160.0,CBlock,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,1970.0,2,576,0,288,0,0,0,0,0,5,2006,129000,11.76756768334381
714,715,70.04995836802665,13517,IR1,Gtl,Sawyer,6,8,1976,2005,BrkFace,289.0,CBlock,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,1976.0,2,475,0,44,0,0,0,0,0,3,2010,130500,11.779128505744886
715,716,78.0,10140,Reg,Gtl,NWAmes,6,5,1974,1974,BrkFace,174.0,CBlock,0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,1,7,1,1974.0,2,478,0,0,0,0,0,0,0,8,2009,165000,12.013700752882718
716,717,60.0,10800,Reg,Gtl,OldTown,7,8,1890,1998,None,0.0,BrkTil,0,0,718,718,1576,978,0,2554,0,0,1,1,3,1,8,0,1996.0,2,704,0,48,143,0,0,0,0,7,2007,159500,11.979799201207037
717,718,80.0,10000,Reg,Gtl,NWAmes,5,6,1973,2000,None,0.0,CBlock,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,1973.0,2,439,224,0,0,0,0,0,0,11,2008,157000,11.964001084330445
718,719,96.0,10542,Reg,Gtl,NoRidge,7,5,1993,1994,BrkFace,651.0,PConc,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,1993.0,3,983,250,154,216,0,0,0,0,8,2008,341000,12.739637756265655
719,720,69.0,9920,IR1,Gtl,CollgCr,5,6,1969,1969,None,0.0,CBlock,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1969.0,1,300,0,0,0,0,0,0,0,5,2006,128500,11.763684183317412
720,721,70.04995836802665,6563,IR1,Mod,StoneBr,8,5,1985,1985,None,0.0,PConc,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,1985.0,2,564,114,28,234,0,0,0,0,12,2006,275000,12.524526376648708
721,722,70.04995836802665,4426,Reg,Gtl,CollgCr,6,5,2004,2004,BrkFace,169.0,PConc,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2004.0,2,420,160,0,0,0,0,0,0,5,2010,143000,11.870599909242044
722,723,70.0,8120,Reg,Gtl,NAmes,4,7,1970,1970,None,0.0,CBlock,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,1994.0,2,463,0,0,0,0,0,0,0,7,2009,124500,11.732060994886899
723,724,60.0,8172,Reg,Gtl,Edwards,4,6,1954,1972,None,0.0,PConc,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,1958.0,1,548,0,0,0,0,156,0,0,5,2008,135000,11.813030057420567
724,725,86.0,13286,IR1,Gtl,Edwards,9,5,2007,2008,Stone,340.0,PConc,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,2007.0,3,768,327,64,0,0,0,0,0,2,2009,320000,12.676076274775909
725,726,60.0,6960,Reg,Gtl,NAmes,4,6,1970,1970,None,0.0,CBlock,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,1989.0,2,660,96,0,0,0,0,0,500,11,2009,120500,11.699405031912846
726,727,70.04995836802665,21695,IR1,Gtl,Crawfor,6,9,1988,2007,BrkFace,260.0,CBlock,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,1988.0,2,540,292,44,0,182,0,0,0,12,2009,222000,12.310432660854417
727,728,64.0,7314,Reg,Gtl,CollgCr,7,5,2007,2007,Stone,82.0,PConc,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2007.0,2,632,132,0,0,0,0,0,0,2,2009,194500,12.178187442040638
728,729,85.0,11475,Reg,Gtl,NAmes,5,5,1958,1958,BrkFace,95.0,CBlock,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,1968.0,3,888,0,25,0,0,0,0,0,7,2009,110000,11.608235644774552
729,730,52.0,6240,Reg,Gtl,IDOTRR,4,5,1925,1950,None,0.0,CBlock,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,1962.0,2,539,0,23,112,0,0,0,0,1,2009,103000,11.542484267211773
730,731,39.0,5389,IR1,Gtl,StoneBr,8,5,1995,1996,None,0.0,PConc,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,1995.0,2,608,237,152,0,0,0,0,0,3,2010,236500,12.373703486914124
731,732,73.0,9590,IR1,Gtl,Timber,7,5,2003,2003,BrkFace,442.0,PConc,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2003.0,2,438,160,22,0,0,0,0,0,5,2007,187500,12.141534124392603
732,733,75.0,11404,IR1,Gtl,CollgCr,7,5,1998,1999,BrkFace,202.0,PConc,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998.0,2,541,192,84,0,0,0,0,0,7,2008,222500,12.312682380588432
733,734,80.0,10000,Reg,Gtl,Sawyer,5,6,1961,1983,None,0.0,CBlock,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961.0,1,264,165,0,0,0,0,0,400,3,2009,131400,11.786001385032646
734,735,70.04995836802665,8978,IR1,Gtl,Sawyer,5,5,1968,1968,None,0.0,PConc,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1968.0,1,300,147,0,0,0,0,0,0,5,2007,108000,11.589886506106357
735,736,60.0,10800,Reg,Gtl,OldTown,7,7,1914,1970,None,0.0,BrkTil,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,1914.0,2,320,0,341,0,0,0,0,0,10,2006,163000,12.0015054797889
736,737,60.0,8544,Reg,Gtl,NAmes,3,4,1950,1950,None,0.0,CBlock,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949.0,2,400,0,0,0,0,0,0,0,7,2006,93500,11.44571671527678
737,738,72.0,10463,IR1,Gtl,Gilbert,8,5,2005,2005,None,0.0,PConc,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,2005.0,3,800,0,116,0,0,0,0,0,6,2006,239900,12.387977448827787
738,739,60.0,10800,Reg,Gtl,Edwards,5,5,1987,1988,None,0.0,CBlock,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,1987.0,0,0,120,0,0,0,0,0,0,3,2009,179000,12.095141084822892
739,740,65.0,9313,IR1,Gtl,CollgCr,7,5,2004,2004,None,0.0,PConc,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2004.0,2,572,187,56,0,0,0,0,0,4,2009,190000,12.154779351142624
740,741,60.0,9600,Reg,Gtl,OldTown,5,7,1910,2002,None,0.0,BrkTil,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,1910.0,2,360,270,0,112,0,0,0,0,5,2007,132000,11.790557201568507
741,742,65.0,6768,IR1,Gtl,Sawyer,6,8,1961,1996,None,0.0,CBlock,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1962.0,1,288,168,0,0,0,0,0,0,5,2008,142000,11.863582336583399
742,743,65.0,8450,Reg,Gtl,SawyerW,7,5,2000,2001,BrkFace,108.0,PConc,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2000.0,2,539,120,55,0,0,0,0,0,12,2007,179000,12.095141084822892
743,744,70.0,12886,IR1,Gtl,Sawyer,5,6,1963,1999,None,0.0,CBlock,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,1997.0,2,480,302,0,0,0,100,0,0,10,2009,175000,12.072541252905651
744,745,41.0,5395,IR1,Gtl,StoneBr,8,5,1993,1993,None,0.0,PConc,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1993.0,2,462,96,0,70,168,0,0,0,10,2008,180000,12.100712129872347
745,746,70.04995836802665,8963,IR1,Gtl,NWAmes,8,9,1976,1996,BrkFace,289.0,CBlock,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,1994.0,2,831,0,204,0,0,0,0,0,7,2008,299800,12.610870864650634
746,747,70.04995836802665,8795,IR1,Gtl,Gilbert,7,5,2000,2000,None,0.0,PConc,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2000.0,2,554,224,54,0,0,0,0,0,4,2009,236000,12.371587084007746
747,748,65.0,11700,IR1,Gtl,OldTown,7,7,1880,2003,None,0.0,Stone,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,1950.0,4,864,181,0,386,0,0,0,0,5,2009,265979,12.491172637278908
748,749,59.0,10593,IR1,Gtl,NoRidge,7,5,1996,1996,BrkFace,338.0,PConc,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1996.0,2,527,240,56,154,0,0,0,0,3,2010,260400,12.46997418931655
749,750,50.0,8405,Reg,Gtl,Edwards,4,3,1945,1950,None,0.0,Slab,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1945.0,1,240,92,0,185,0,0,0,0,4,2009,98000,11.49272275765271
750,751,55.0,8800,Reg,Gtl,OldTown,4,7,1910,2004,None,0.0,BrkTil,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,1910.0,0,0,0,160,0,0,0,0,0,6,2010,96500,11.477298287327077
751,752,70.04995836802665,7750,Reg,Gtl,Gilbert,7,5,2003,2003,None,0.0,PConc,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2003.0,2,400,0,48,0,0,0,0,0,8,2007,162000,11.99535161421452
752,753,79.0,9236,IR1,Gtl,CollgCr,6,5,1997,1997,None,0.0,PConc,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,1997.0,2,576,168,27,0,0,0,0,0,7,2006,217000,12.287652632522597
753,754,80.0,10240,Reg,Gtl,NridgHt,8,5,2005,2005,BrkFace,178.0,PConc,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,2005.0,3,878,192,52,0,0,0,0,0,3,2006,275500,12.526342907575106
754,755,61.0,7930,Reg,Gtl,NAmes,6,8,1969,2005,None,0.0,CBlock,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,1969.0,2,440,171,48,0,0,0,0,0,7,2009,156000,11.957611286231675
755,756,34.0,3230,Reg,Gtl,Somerst,6,5,1999,1999,BrkFace,894.0,PConc,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,1999.0,2,440,0,24,0,0,0,0,0,3,2009,172500,12.058152515453552
756,757,68.0,10769,IR1,Gtl,CollgCr,8,5,2007,2007,None,0.0,PConc,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2007.0,2,578,144,105,0,0,0,0,0,4,2009,212000,12.26434155365415
757,758,70.04995836802665,11616,IR1,Gtl,Sawyer,6,5,1978,1978,BrkCmn,328.0,CBlock,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,1978.0,2,440,335,0,0,0,0,0,0,4,2010,158900,11.976030352524807
758,759,24.0,2280,Reg,Gtl,Somerst,7,5,1999,1999,BrkFace,360.0,PConc,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,1999.0,2,440,0,0,0,0,0,0,0,8,2008,179400,12.097373228606832
759,760,65.0,12257,IR1,Gtl,NoRidge,8,5,1995,1995,BrkFace,513.0,PConc,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,1995.0,3,752,222,98,0,0,0,0,0,11,2007,290000,12.577636201962656
760,761,70.0,9100,Reg,Gtl,NAmes,6,6,1959,1959,None,0.0,CBlock,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,2008.0,1,300,0,0,0,0,0,0,450,10,2009,127500,11.755871643580617
761,762,60.0,6911,Reg,Gtl,BrkSide,5,5,1924,1950,None,0.0,PConc,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,1965.0,2,440,0,0,0,0,0,0,0,10,2009,100000,11.512925464970229
762,763,72.0,8640,Reg,Gtl,Somerst,7,5,2009,2009,None,0.0,PConc,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2009.0,2,614,169,45,0,0,0,0,0,6,2010,215200,12.279323107269766
763,764,82.0,9430,Reg,Gtl,NoRidge,8,5,1999,1999,BrkFace,673.0,PConc,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,1999.0,3,856,0,128,0,0,180,0,0,7,2009,337000,12.727838209334498
764,765,30.0,9549,IR1,Gtl,Veenker,8,5,1995,1996,None,0.0,PConc,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,1995.0,2,481,0,30,0,0,216,0,0,4,2006,270000,12.506177237980511
765,766,75.0,14587,IR1,Gtl,Somerst,9,5,2008,2008,Stone,284.0,PConc,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2008.0,2,592,0,174,0,0,0,0,0,8,2008,264132,12.484204257170104
766,767,80.0,10421,Reg,Gtl,NWAmes,7,5,1988,1988,BrkFace,42.0,CBlock,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,1988.0,2,496,228,66,156,0,0,0,500,3,2010,196500,12.188417710291453
767,768,75.0,12508,IR1,Gtl,Mitchel,6,7,1940,1985,None,0.0,CBlock,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1989.0,1,423,245,0,156,0,0,0,1300,7,2008,160000,11.982929094215963
768,769,70.0,9100,Reg,Gtl,CollgCr,7,5,2004,2005,None,0.0,PConc,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2004.0,2,484,120,33,0,0,0,0,0,10,2006,216837,12.28690119819279
769,770,47.0,53504,IR2,Mod,StoneBr,8,5,2003,2003,BrkFace,603.0,PConc,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,2003.0,3,841,503,36,0,0,210,0,0,6,2010,538000,13.195613839143922
770,771,70.04995836802665,7252,IR1,Gtl,Sawyer,5,5,1982,1982,None,0.0,CBlock,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,1983.0,2,576,120,0,0,0,0,0,0,4,2009,134900,11.812289042195847
771,772,67.0,8877,Reg,Gtl,Edwards,4,5,1951,1951,None,0.0,CBlock,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,1951.0,2,396,0,0,0,0,0,0,0,4,2006,102000,11.532728092266408
772,773,94.0,7819,Reg,Gtl,Edwards,6,5,1976,1976,None,0.0,CBlock,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,1976.0,2,672,144,0,0,0,0,0,0,3,2010,107000,11.580584113444043
773,774,70.0,10150,Reg,Gtl,NAmes,5,5,1958,1958,None,1.0,CBlock,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1958.0,1,275,0,0,0,0,0,0,0,7,2007,114500,11.648330101976432
774,775,110.0,14226,Reg,Gtl,NridgHt,8,5,2006,2006,BrkFace,375.0,PConc,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,2006.0,3,895,315,45,0,0,0,0,0,7,2007,395000,12.886641043883259
775,776,32.0,4500,Reg,Gtl,Mitchel,6,5,1998,1998,BrkFace,320.0,PConc,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,1998.0,2,412,0,247,0,0,0,0,0,6,2009,162000,11.99535161421452
776,777,86.0,11210,IR1,Gtl,CollgCr,7,5,2005,2006,BrkFace,240.0,PConc,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,2005.0,3,865,144,59,0,0,0,0,0,7,2006,221500,12.308177868467327
777,778,100.0,13350,IR1,Gtl,Sawyer,5,5,1974,1974,None,0.0,CBlock,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,1974.0,2,440,241,0,0,0,0,0,0,6,2006,142500,11.867097278690842
778,779,60.0,8400,Reg,Gtl,SawyerW,5,5,1977,1977,BrkFace,320.0,Slab,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,1977.0,2,630,0,0,0,0,0,0,0,10,2007,144000,11.877568578558138
779,780,78.0,10530,Reg,Gtl,Mitchel,6,5,1977,1977,BrkFace,90.0,CBlock,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,1977.0,2,504,0,0,0,0,0,0,0,5,2006,135000,11.813030057420567
780,781,63.0,7875,Reg,Gtl,Gilbert,7,5,1995,1996,BrkFace,38.0,PConc,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,1995.0,2,402,220,21,0,0,0,0,0,6,2007,176000,12.078239274020289
781,782,65.0,7153,Reg,Gtl,SawyerW,6,5,1992,1992,None,0.0,PConc,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,1992.0,2,484,0,124,0,0,0,0,0,7,2006,175900,12.077670930725649
782,783,67.0,16285,IR2,Gtl,CollgCr,7,5,2001,2002,None,0.0,PConc,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2001.0,2,605,0,33,0,0,0,0,0,6,2009,187100,12.139398512262181
783,784,70.04995836802665,9101,IR1,Gtl,Mitchel,5,6,1978,1978,BrkFace,104.0,PConc,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,1978.0,2,602,303,30,0,0,0,0,0,7,2009,165500,12.016726473799254
784,785,35.0,6300,Reg,Gtl,OldTown,6,6,1914,2001,None,0.0,CBlock,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,1914.0,0,0,0,291,134,0,0,0,0,6,2008,128000,11.759785542901755
785,786,70.04995836802665,9790,Reg,Gtl,NWAmes,6,5,1967,1967,None,0.0,CBlock,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,1967.0,2,457,0,0,0,0,197,0,0,9,2009,161500,11.992260421644849
786,787,60.0,10800,Reg,Gtl,OldTown,5,6,1915,1950,None,0.0,PConc,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1961.0,1,416,0,0,196,0,0,0,1200,6,2010,139000,11.842229212112828
787,788,76.0,10142,IR1,Gtl,SawyerW,7,5,2004,2004,None,0.0,PConc,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004.0,2,618,0,45,0,0,0,0,0,1,2010,233000,12.358793732547838
788,789,50.0,6000,Reg,Gtl,OldTown,4,7,1954,2000,None,0.0,CBlock,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,1954.0,1,281,0,0,0,0,0,0,0,8,2008,107900,11.588960151246226
789,790,70.04995836802665,12205,IR1,Gtl,ClearCr,6,8,1966,2007,BrkFace,157.0,CBlock,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,1966.0,2,444,133,168,0,0,0,0,0,7,2007,187500,12.141534124392603
790,791,43.0,3182,Reg,Gtl,Blmngtn,7,5,2005,2006,BrkFace,11.0,PConc,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2005.0,2,397,100,16,0,0,0,0,0,9,2009,160200,11.984178313616395
791,792,70.04995836802665,11333,IR1,Gtl,Mitchel,6,5,1976,1976,None,0.0,PConc,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,1976.0,2,539,120,0,0,0,0,0,0,5,2007,146800,11.896826395162552
792,793,92.0,9920,IR1,Gtl,NoRidge,7,5,1996,1997,None,0.0,PConc,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,1997.0,2,455,180,130,0,0,0,0,0,6,2007,269790,12.50539915757667
793,794,76.0,9158,Reg,Gtl,Somerst,8,5,2007,2007,Stone,140.0,PConc,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2007.0,2,474,168,130,0,0,0,0,0,6,2007,225000,12.323855681186558
794,795,70.04995836802665,10832,IR1,Gtl,Gilbert,7,5,1994,1996,None,0.0,PConc,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1994.0,2,409,143,46,0,0,0,0,500,10,2008,194500,12.178187442040638
795,796,70.0,8400,Reg,Gtl,SawyerW,6,6,1980,1981,BrkFace,130.0,CBlock,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,1980.0,2,476,0,50,0,0,204,0,0,4,2010,171000,12.049418835484797
796,797,71.0,8197,Reg,Gtl,Sawyer,6,5,1977,1977,BrkFace,148.0,CBlock,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,1977.0,2,528,138,0,0,0,0,0,0,4,2007,143500,11.874090314181814
797,798,57.0,7677,Reg,Gtl,NAmes,5,5,1953,1953,None,0.0,CBlock,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1953.0,1,240,0,0,0,0,0,0,0,4,2008,110000,11.608235644774552
798,799,104.0,13518,Reg,Gtl,NridgHt,9,5,2008,2009,Stone,860.0,PConc,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,2009.0,3,820,144,78,0,0,0,0,0,7,2009,485000,13.091904169919621
799,800,60.0,7200,Reg,Gtl,SWISU,5,7,1937,1950,BrkFace,252.0,BrkTil,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1939.0,1,240,0,0,264,0,0,0,0,6,2007,175000,12.072541252905651
800,801,79.0,12798,IR1,Mod,ClearCr,6,5,1997,1997,None,0.0,PConc,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,1997.0,2,603,403,114,185,0,0,0,400,5,2008,200000,12.206072645530174
801,802,40.0,4800,Reg,Gtl,IDOTRR,4,7,1916,1990,None,0.0,CBlock,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,1957.0,2,440,0,0,0,0,0,0,0,7,2007,109900,11.607326140391713
802,803,63.0,8199,Reg,Gtl,CollgCr,7,5,2005,2005,None,0.0,PConc,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2005.0,2,410,36,18,0,0,0,0,0,10,2008,189000,12.14950229404178
803,804,107.0,13891,Reg,Gtl,NridgHt,9,5,2008,2009,Stone,424.0,PConc,0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,2009.0,3,1020,52,170,0,0,192,0,0,1,2009,582933,13.275827535915461
804,805,75.0,9000,Reg,Gtl,NAmes,5,5,1954,1954,None,0.0,CBlock,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1954.0,1,286,0,0,0,0,0,0,0,6,2006,118000,11.678439903447801
805,806,91.0,12274,IR1,Gtl,Somerst,7,5,2008,2008,Stone,256.0,PConc,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2008.0,2,554,0,60,0,0,0,0,0,7,2008,227680,12.33569641332368
806,807,75.0,9750,Reg,Gtl,NAmes,5,5,1967,1967,None,0.0,PConc,400,480,100,980,980,0,0,980,0,0,2,0,3,1,6,0,1967.0,1,384,68,0,0,0,0,0,0,10,2006,135500,11.816726919301892
807,808,144.0,21384,Reg,Gtl,BrkSide,5,6,1923,2004,None,0.0,CBlock,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,1923.0,2,528,0,312,0,0,0,0,0,5,2009,223500,12.31716669303576
808,809,85.0,13400,Reg,Gtl,NAmes,5,5,1966,1966,BrkFace,1047.0,CBlock,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,1966.0,2,484,0,0,0,0,0,0,0,6,2006,159950,11.982616545377663
809,810,90.0,8100,Reg,Gtl,OldTown,5,5,1898,1965,None,0.0,PConc,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,1910.0,2,360,40,156,0,0,0,0,0,11,2009,106000,11.571194373094205
810,811,78.0,10140,Reg,Gtl,NWAmes,6,6,1974,1999,BrkFace,99.0,CBlock,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,1974.0,2,484,265,0,0,0,0,648,0,1,2006,181000,12.106252310247962
811,812,70.04995836802665,4438,Reg,Gtl,CollgCr,6,5,2004,2004,BrkFace,169.0,PConc,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2004.0,2,420,140,0,0,0,0,0,0,6,2008,144500,11.881034786534624
812,813,66.0,8712,Reg,Mod,IDOTRR,5,5,1952,1952,None,0.0,CBlock,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,1952.0,2,504,0,0,0,0,0,0,54,6,2010,55993,10.932981961904135
813,814,75.0,9750,Reg,Gtl,NAmes,6,6,1958,1958,BrkFace,243.0,CBlock,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1958.0,1,301,0,0,275,0,0,0,500,4,2007,157900,11.969717200243734
814,815,45.0,8248,Reg,Gtl,Edwards,5,7,1918,1950,None,0.0,BrkTil,0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,1955.0,1,280,207,0,96,0,0,0,0,7,2006,116000,11.661345470088502
