,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,SalePrice,SalePrice_log,TotalSF,Age,AgeRemod,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
738,739,90,60.0,10800,5,5,0.0,TA,1200,0,1200,1200,1200,3,1,5,0,0,120,179000,12.095141084822892,2400,22,21,0,6.0,0,0,0,1,0,0,0,1,0,1
739,740,60,65.0,9313,7,5,0.0,Gd,0,864,864,864,1728,3,1,7,0,572,187,190000,12.154779351142624,2592,5,5,56,2.5,0,1,1,1,0,1,0,2,0,1
740,741,70,60.0,9600,5,7,0.0,TA,0,264,264,768,1432,2,1,7,0,360,270,132000,11.790557201568507,1696,97,5,112,2.0,0,1,1,1,0,0,0,0,0,1
741,742,20,65.0,6768,6,8,0.0,TA,832,80,912,912,912,3,1,5,0,288,168,142000,11.863582336583399,1824,47,12,0,2.5,0,0,0,1,0,1,0,1,0,1
742,743,20,65.0,8450,7,5,108.0,TA,0,1349,1349,1349,1349,3,1,6,0,539,120,179000,12.095141084822892,2698,7,6,55,2.0,0,0,1,1,0,0,0,2,0,1
743,744,80,70.0,12886,5,6,0.0,TA,444,76,520,1464,1464,3,1,6,1,480,302,175000,12.072541252905651,1984,46,10,100,2.5,0,0,1,1,0,1,0,1,0,1
744,745,120,41.0,5395,8,5,0.0,Gd,733,604,1337,1337,1337,2,1,5,1,462,96,180000,12.100712129872347,2674,15,15,238,3.0,0,0,1,1,0,1,0,2,0,2
745,746,60,70.04995836802665,8963,8,9,289.0,Ex,575,487,1142,1175,2715,4,1,11,2,831,0,299800,12.610870864650634,3857,32,12,204,4.0,0,1,1,0,0,1,0,1,0,1
746,747,60,70.04995836802665,8795,7,5,0.0,Gd,300,652,952,980,2256,4,1,8,1,554,224,236000,12.371587084007746,3208,9,9,54,2.5,0,1,1,1,0,1,0,2,0,1
747,748,70,65.0,11700,7,7,0.0,Gd,0,1240,1240,1320,2640,4,1,8,1,864,181,265979,12.491172637278908,3880,129,6,386,1.5,3,1,1,1,0,1,0,0,0,1
748,749,20,59.0,10593,7,5,338.0,Gd,919,801,1720,1720,1720,3,1,7,1,527,240,260400,12.46997418931655,3440,14,14,210,3.0,0,0,1,1,0,1,0,2,0,2
749,750,50,50.0,8405,4,3,0.0,TA,0,0,0,1088,1529,4,1,9,0,240,92,98000,11.49272275765271,1529,64,59,185,2.0,0,1,1,1,0,0,0,0,0,1
750,751,50,55.0,8800,4,7,0.0,TA,0,576,576,792,1140,3,1,7,0,0,0,96500,11.477298287327077,1716,100,6,160,1.0,0,1,1,0,0,0,0,0,0,1
751,752,60,70.04995836802665,7750,7,5,0.0,Gd,0,660,660,660,1320,3,1,6,0,400,0,162000,11.99535161421452,1980,4,4,48,2.5,0,1,1,0,0,0,0,2,0,1
752,753,20,79.0,9236,6,5,0.0,TA,1200,279,1479,1494,1494,3,1,6,0,576,168,217000,12.287652632522597,2973,9,9,27,3.0,0,0,1,1,0,1,0,2,0,1
753,754,60,80.0,10240,8,5,178.0,Gd,0,1030,1030,1038,2098,3,1,8,1,878,192,275500,12.526342907575106,3128,1,1,52,2.5,3,1,1,1,0,0,0,2,0,2
754,755,20,61.0,7930,6,8,0.0,TA,439,115,1026,1026,1026,3,1,5,0,440,171,156000,11.957611286231675,2052,40,4,48,2.0,0,0,1,1,0,0,0,1,0,1
755,756,160,34.0,3230,6,5,894.0,TA,381,348,729,742,1471,3,1,6,0,440,0,172500,12.058152515453552,2200,10,10,24,2.5,0,1,1,0,0,0,0,2,0,1
756,757,60,68.0,10769,8,5,0.0,Gd,20,846,866,866,1768,3,1,7,0,578,144,212000,12.26434155365415,2634,2,2,105,2.5,0,1,1,1,0,1,0,2,0,1
757,758,60,70.04995836802665,11616,6,5,328.0,TA,438,234,672,672,1386,3,1,6,1,440,335,158900,11.976030352524807,2058,32,32,0,2.5,0,1,0,1,0,1,0,1,0,1
758,759,160,24.0,2280,7,5,360.0,TA,549,195,744,757,1501,3,1,6,0,440,0,179400,12.097373228606832,2245,9,9,0,2.5,0,1,0,0,0,0,0,2,0,1
759,760,60,65.0,12257,8,5,513.0,Gd,56,1198,1318,1328,2531,4,1,9,1,752,222,290000,12.577636201962656,3849,12,12,98,2.5,3,1,1,1,0,1,0,2,0,2
760,761,20,70.0,9100,6,6,0.0,TA,612,252,864,864,864,2,1,5,0,300,0,127500,11.755871643580617,1728,50,50,0,1.0,0,0,0,0,0,0,0,1,0,1
761,762,30,60.0,6911,5,5,0.0,TA,405,740,1145,1301,1301,2,1,5,0,440,0,100000,11.512925464970229,2446,85,59,0,1.0,0,0,0,0,0,0,0,2,0,1
762,763,60,72.0,8640,7,5,0.0,TA,24,732,756,764,1547,3,1,7,0,614,169,215200,12.279323107269766,2303,1,1,45,2.5,0,1,1,1,0,0,0,2,0,1
763,764,60,82.0,9430,8,5,673.0,Gd,1163,89,1252,1268,2365,3,1,8,1,856,0,337000,12.727838209334498,3617,10,10,308,3.5,3,1,1,0,0,0,0,2,0,2
764,765,120,30.0,9549,8,5,0.0,Gd,437,0,1494,1494,1494,2,1,6,1,481,0,270000,12.506177237980511,2988,11,10,246,2.5,0,0,1,0,0,1,0,2,0,1
765,766,20,75.0,14587,9,5,284.0,Gd,0,1498,1498,1506,1506,2,1,6,1,592,0,264132,12.484204257170104,3004,0,0,174,2.0,0,0,1,0,0,1,0,2,1,1
766,767,60,80.0,10421,7,5,42.0,TA,394,586,980,980,1714,3,1,7,1,496,228,196500,12.188417710291453,2694,22,22,222,2.5,0,1,1,1,0,0,0,1,0,1
767,768,50,75.0,12508,6,7,0.0,TA,660,323,983,983,1750,4,1,7,0,423,245,160000,11.982929094215963,2733,68,23,156,3.0,0,1,1,1,0,1,0,1,0,1
768,769,20,70.0,9100,7,5,0.0,Gd,24,1836,1860,1836,1836,3,1,8,1,484,120,216837,12.28690119819279,3696,2,1,33,2.0,0,0,1,1,0,0,0,2,0,1
769,770,60,47.0,53504,8,5,603.0,Ex,1416,234,1650,1690,3279,4,1,12,1,841,503,538000,13.195613839143922,4929,7,7,246,4.5,3,1,1,1,0,1,1,2,0,2
770,771,85,70.04995836802665,7252,5,5,0.0,TA,685,173,858,858,858,2,1,5,0,576,120,134900,11.812289042195847,1716,27,27,0,2.0,0,0,0,1,0,1,0,1,0,1
771,772,20,67.0,8877,4,5,0.0,TA,836,0,836,1220,1220,2,1,6,0,396,0,102000,11.532728092266408,2056,55,55,0,1.0,0,0,0,0,0,0,0,1,0,1
772,773,80,94.0,7819,6,5,0.0,TA,422,480,1029,1117,1117,3,1,6,1,672,144,107000,11.580584113444043,2146,34,34,0,2.0,0,0,0,1,0,0,0,1,0,1
773,774,20,70.0,10150,5,5,1.0,TA,456,456,912,912,912,2,1,5,0,275,0,114500,11.648330101976432,1824,49,49,0,1.0,0,0,0,0,0,0,0,1,0,1
774,775,20,110.0,14226,8,5,375.0,Gd,0,1935,1935,1973,1973,3,1,9,1,895,315,395000,12.886641043883259,3908,1,1,45,2.0,3,0,1,1,0,0,0,2,0,2
775,776,120,32.0,4500,6,5,320.0,TA,866,338,1204,1204,1204,2,1,5,0,412,0,162000,11.99535161421452,2408,11,11,247,3.0,0,0,1,0,0,0,0,2,0,1
776,777,20,86.0,11210,7,5,240.0,Gd,20,1594,1614,1614,1614,3,1,7,0,865,144,221500,12.308177868467327,3228,1,0,59,2.0,3,0,1,1,0,1,0,2,0,1
777,778,20,100.0,13350,5,5,0.0,TA,762,102,864,894,894,3,1,5,1,440,241,142500,11.867097278690842,1758,32,32,0,2.0,0,0,0,1,0,1,0,1,0,1
778,779,90,60.0,8400,5,5,320.0,TA,0,0,0,2020,2020,4,2,10,2,630,0,144000,11.877568578558138,2020,30,30,0,2.0,0,0,0,0,0,0,0,0,0,1
779,780,90,78.0,10530,6,5,90.0,TA,975,0,975,1004,1004,2,1,4,0,504,0,135000,11.813030057420567,1979,29,29,0,2.0,0,0,0,0,0,0,0,1,0,1
780,781,20,63.0,7875,7,5,38.0,TA,0,1237,1237,1253,1253,3,1,6,1,402,220,176000,12.078239274020289,2490,12,11,21,2.0,0,0,1,1,0,0,0,2,0,1
781,782,60,65.0,7153,6,5,0.0,Gd,387,374,761,810,1603,3,1,7,0,484,0,175900,12.077670930725649,2364,14,14,124,2.5,0,1,1,0,0,0,0,2,0,1
782,783,20,67.0,16285,7,5,0.0,Gd,0,1413,1413,1430,1430,3,1,6,0,605,0,187100,12.139398512262181,2843,8,7,33,2.0,0,0,1,0,0,1,0,2,0,1
783,784,85,70.04995836802665,9101,5,6,104.0,TA,1097,0,1097,1110,1110,1,1,4,1,602,303,165500,12.016726473799254,2207,31,31,30,2.0,0,0,1,1,0,1,0,2,0,1
784,785,75,35.0,6300,6,6,0.0,TA,0,742,742,742,1484,3,1,9,1,0,0,128000,11.759785542901755,2226,94,7,425,2.0,0,1,1,0,0,0,0,1,0,1
785,786,20,70.04995836802665,9790,6,5,0.0,TA,251,491,1372,1342,1342,3,1,7,1,457,0,161500,11.992260421644849,2714,42,42,197,2.0,0,0,1,0,0,0,0,1,0,1
786,787,50,60.0,10800,5,6,0.0,TA,686,0,686,966,1652,4,1,7,0,416,0,139000,11.842229212112828,2338,95,60,196,3.0,0,1,1,0,0,0,0,2,0,1
787,788,60,76.0,10142,7,5,0.0,Gd,656,300,956,956,2084,4,1,8,0,618,0,233000,12.358793732547838,3040,6,6,45,3.5,0,1,1,0,0,1,0,2,0,1
788,789,20,50.0,6000,4,7,0.0,TA,0,901,901,901,901,2,1,4,0,281,0,107900,11.588960151246226,1802,54,8,0,1.0,0,0,0,0,0,0,0,1,0,1
789,790,60,70.04995836802665,12205,6,8,157.0,TA,568,264,832,976,2087,5,1,9,0,444,133,187500,12.141534124392603,2919,41,0,168,2.5,0,1,1,1,0,1,0,1,0,1
790,791,120,43.0,3182,7,5,11.0,Gd,16,1129,1145,1145,1145,2,1,5,1,397,100,160200,11.984178313616395,2290,4,3,16,2.0,0,0,1,1,0,0,0,2,0,1
791,792,80,70.04995836802665,11333,6,5,0.0,TA,539,490,1029,1062,1062,3,1,5,2,539,120,146800,11.896826395162552,2091,31,31,0,2.0,0,0,0,1,0,1,0,2,0,1
792,793,60,92.0,9920,7,5,0.0,Gd,862,255,1117,1127,2013,3,1,8,1,455,180,269790,12.50539915757667,3130,11,10,130,3.5,0,1,1,1,0,1,0,2,0,2
793,794,20,76.0,9158,8,5,140.0,Gd,0,1496,1496,1496,1496,3,1,7,0,474,168,225000,12.323855681186558,2992,0,0,130,2.0,0,0,1,1,0,0,0,2,1,1
794,795,60,70.04995836802665,10832,7,5,0.0,Gd,0,712,712,1086,1895,3,1,7,1,409,143,194500,12.178187442040638,2607,14,12,46,2.5,0,1,1,1,0,1,0,2,0,1
795,796,60,70.0,8400,6,6,130.0,TA,0,650,650,888,1564,3,1,7,1,476,0,171000,12.049418835484797,2214,30,29,254,2.5,0,1,1,0,0,0,0,1,0,1
796,797,20,71.0,8197,6,5,148.0,TA,0,660,660,1285,1285,3,1,7,1,528,138,143500,11.874090314181814,1945,30,30,0,1.5,0,0,0,1,0,0,0,1,0,1
797,798,20,57.0,7677,5,5,0.0,TA,570,203,773,773,773,2,1,4,0,240,0,110000,11.608235644774552,1546,55,55,0,1.0,0,0,0,0,0,0,0,1,0,1
798,799,60,104.0,13518,9,5,860.0,Ex,0,1926,1926,1966,3140,4,1,11,2,820,144,485000,13.091904169919621,5066,1,0,78,3.5,3,1,1,1,0,0,0,2,1,2
799,800,50,60.0,7200,5,7,252.0,TA,569,162,731,981,1768,3,1,7,2,240,0,175000,12.072541252905651,2499,70,57,264,2.5,0,1,1,0,0,0,0,0,0,1
800,801,60,79.0,12798,6,5,0.0,TA,462,154,616,616,1688,4,1,8,0,603,403,200000,12.206072645530174,2304,11,11,299,3.5,0,1,1,1,0,1,1,2,0,1
801,802,30,40.0,4800,4,7,0.0,TA,197,999,1196,1196,1196,2,1,5,0,440,0,109900,11.607326140391713,2392,91,17,0,2.0,0,0,0,0,0,0,0,1,0,0
802,803,60,63.0,8199,7,5,0.0,Gd,648,80,728,728,1456,3,1,7,1,410,36,189000,12.14950229404178,2184,3,3,18,3.5,0,1,1,1,0,0,0,2,0,1
803,804,60,107.0,13891,9,5,424.0,Ex,0,1734,1734,1734,2822,4,1,12,1,1020,52,582933,13.275827535915461,4556,1,0,362,3.5,3,1,1,1,0,0,0,2,1,2
804,805,20,75.0,9000,5,5,0.0,TA,812,124,936,1128,1128,2,1,5,0,286,0,118000,11.678439903447801,2064,52,52,0,1.0,0,0,0,0,0,0,0,1,0,1
805,806,20,91.0,12274,7,5,256.0,Gd,0,1417,1417,1428,1428,3,1,6,0,554,0,227680,12.33569641332368,2845,0,0,60,2.0,0,0,1,0,0,1,0,2,1,1
806,807,80,75.0,9750,5,5,0.0,TA,400,100,980,980,980,3,1,6,0,384,68,135500,11.816726919301892,1960,39,39,0,2.0,0,0,0,1,0,0,0,2,0,1
807,808,70,144.0,21384,5,6,0.0,TA,1309,15,1324,1072,1576,3,1,6,1,528,0,223500,12.31716669303576,2900,86,5,312,3.5,0,1,1,0,0,0,0,1,0,1
808,809,80,85.0,13400,5,5,1047.0,TA,516,380,1024,1086,1086,3,1,6,1,484,0,159950,11.982616545377663,2110,40,40,0,2.0,0,0,0,0,0,0,0,1,0,1
809,810,75,90.0,8100,5,5,0.0,TA,0,849,849,1075,2138,2,3,11,0,360,40,106000,11.571194373094205,2987,111,44,156,2.0,0,1,1,1,0,0,0,2,0,1
810,811,20,78.0,10140,6,6,99.0,TA,663,0,1040,1309,1309,3,1,5,1,484,265,181000,12.106252310247962,2349,32,7,0,2.5,0,0,0,1,1,0,0,1,0,1
811,812,120,70.04995836802665,4438,6,5,169.0,Gd,662,186,848,848,848,1,1,4,1,420,140,144500,11.881034786534624,1696,4,4,0,2.0,0,0,0,1,0,0,0,2,0,1
812,813,20,66.0,8712,5,5,0.0,Fa,0,540,540,1044,1044,2,1,4,0,504,0,55993,10.932981961904135,1584,58,58,0,1.0,0,0,0,0,0,0,1,1,0,0
813,814,20,75.0,9750,6,6,243.0,TA,608,834,1442,1442,1442,4,1,7,0,301,0,157900,11.969717200243734,2884,49,49,275,1.5,0,0,1,0,0,0,0,1,0,1
814,815,50,45.0,8248,5,7,0.0,TA,0,686,686,686,1250,3,1,7,0,280,207,116000,11.661345470088502,1936,88,56,96,2.0,0,1,1,1,0,0,0,0,0,1
815,816,20,48.0,12137,7,5,442.0,TA,0,1649,1649,1661,1661,3,1,6,0,598,0,224900,12.323411137947407,3310,12,12,34,2.0,0,0,1,0,0,1,0,2,0,1
816,817,20,70.04995836802665,11425,5,6,0.0,TA,486,522,1008,1008,1008,2,1,4,1,275,0,137000,11.827736204810263,2016,52,52,120,1.0,0,0,1,0,0,1,0,1,0,1
817,818,20,70.04995836802665,13265,8,5,148.0,Gd,1218,350,1568,1689,1689,3,1,7,2,857,150,271000,12.509874099861838,3257,6,6,59,3.0,3,0,1,1,0,1,0,2,0,1
818,819,80,80.0,8816,6,7,80.0,TA,504,506,1010,1052,1052,3,1,6,0,440,0,155000,11.951180395901384,2062,39,39,0,2.0,0,0,0,0,0,0,0,1,0,1
819,820,120,44.0,6371,7,5,128.0,Gd,733,625,1358,1358,1358,2,1,6,1,484,192,224000,12.319401330837177,2716,1,0,35,3.0,0,0,1,1,0,1,0,2,1,2
820,821,60,72.0,7226,7,5,0.0,Gd,0,798,798,798,1640,3,1,6,0,595,0,183000,12.117241431823558,2438,5,5,45,2.5,0,1,1,0,0,1,0,2,0,1
821,822,20,60.0,6000,4,4,0.0,Fa,0,936,936,936,936,2,1,4,0,576,0,93000,11.440354772135393,1872,56,56,144,1.0,0,0,1,0,0,0,1,1,0,1
822,823,60,70.04995836802665,12394,7,5,0.0,Gd,0,847,847,847,1733,3,1,7,1,433,100,225000,12.323855681186558,2580,4,4,48,2.5,0,1,1,1,0,1,0,2,0,1
823,824,50,60.0,9900,6,7,0.0,TA,0,778,778,944,1489,3,1,7,1,240,335,139500,11.845819880243557,2267,69,59,0,2.0,0,1,0,1,0,0,0,0,0,1
824,825,20,81.0,11216,8,5,0.0,Gd,0,1489,1489,1489,1489,3,1,7,1,776,0,232600,12.3570755190667,2978,0,0,140,2.0,0,0,1,0,0,0,0,2,0,1
825,826,20,114.0,14803,10,5,816.0,Ex,1636,442,2078,2084,2084,2,1,7,1,1220,188,385000,12.86099861326992,4162,1,0,45,3.0,3,0,1,1,0,0,0,2,0,2
826,827,45,50.0,6130,5,6,0.0,TA,784,0,784,784,784,2,1,5,0,0,0,109500,11.603679828238693,1568,84,58,116,2.0,0,0,1,0,0,0,0,0,0,1
827,828,20,65.0,8529,7,5,0.0,Gd,20,1434,1454,1434,1434,3,1,6,1,527,290,189000,12.14950229404178,2888,8,8,39,2.0,0,0,1,1,0,1,0,2,0,1
828,829,60,70.04995836802665,28698,5,5,0.0,TA,249,0,1013,1160,2126,3,1,7,0,538,486,185000,12.128111104060462,3139,42,42,225,3.0,0,1,1,1,0,1,1,2,0,1
829,830,160,24.0,2544,7,5,0.0,Gd,0,600,600,520,1223,2,1,4,0,480,0,147400,11.900905258737373,1823,1,1,166,2.5,0,1,1,0,0,0,0,2,0,1
830,831,20,80.0,11900,6,5,387.0,TA,1040,352,1392,1392,1392,3,1,6,2,458,0,166000,12.01974306733868,2784,51,51,192,2.5,0,0,1,0,0,1,0,1,0,1
831,832,160,30.0,3180,7,5,0.0,TA,0,600,600,520,1200,2,1,4,0,480,0,151000,11.925035115797062,1800,1,1,166,2.5,0,1,1,0,0,0,0,2,0,1
832,833,60,44.0,9548,7,6,223.0,Gd,483,458,941,941,1829,3,1,7,1,613,192,237000,12.375815420117268,2770,7,7,39,3.5,0,1,1,1,0,1,0,2,0,1
833,834,20,100.0,10004,6,6,180.0,TA,196,975,1516,1516,1516,3,1,6,0,472,0,167000,12.025749091398891,3032,45,45,152,1.5,0,0,1,0,0,0,0,1,0,1
834,835,20,75.0,7875,5,6,136.0,TA,572,572,1144,1144,1144,3,1,6,0,456,0,139950,11.8490404949436,2288,47,47,0,2.0,0,0,0,0,0,0,0,1,0,1
835,836,20,60.0,9600,4,7,0.0,TA,442,625,1067,1067,1067,2,1,4,0,436,290,128000,11.759785542901755,2134,60,15,0,2.0,0,0,0,1,0,0,0,1,0,1
836,837,30,90.0,8100,5,6,0.0,TA,338,1221,1559,1559,1559,2,1,5,0,812,0,153500,11.941455846009388,3118,59,34,346,2.0,0,0,1,0,0,0,0,0,0,1
837,838,160,21.0,1680,6,5,158.0,TA,330,153,483,483,987,2,1,5,0,264,0,100000,11.512925464970229,1470,35,35,0,2.5,0,1,0,0,0,0,0,1,0,0
838,839,20,75.0,9525,5,6,0.0,TA,0,1099,1099,1099,1099,3,1,6,0,352,278,144000,11.877568578558138,2198,13,2,0,1.5,0,0,0,1,0,0,0,2,0,1
839,840,50,70.0,11767,5,6,0.0,TA,352,416,768,768,1200,3,1,6,0,240,0,130500,11.779128505744886,1968,62,13,0,1.0,0,1,0,0,0,0,0,1,0,1
840,841,70,70.04995836802665,12155,6,8,0.0,TA,156,516,672,810,1482,4,1,7,0,400,0,140000,11.84939770159144,2154,83,58,254,2.0,0,1,1,0,0,1,0,0,0,1
841,842,70,60.0,10440,5,8,0.0,TA,0,650,650,958,1539,3,1,8,1,686,70,157500,11.967180737247824,2189,104,6,146,2.0,0,1,1,1,0,0,0,2,0,1
842,843,80,82.0,9020,6,7,183.0,TA,312,276,1127,1165,1165,3,1,6,0,490,0,174900,12.071969661006694,2292,42,42,129,2.5,0,0,1,0,0,0,0,1,0,1
843,844,90,80.0,8000,5,4,0.0,TA,0,1800,1800,1800,1800,6,2,10,0,0,0,141000,11.856515169360305,3600,46,46,0,2.0,0,0,0,0,0,0,0,1,0,1
844,845,50,100.0,12665,5,8,0.0,TA,0,876,876,876,1416,4,1,7,1,720,418,153900,11.94405831982697,2292,93,58,194,1.5,3,1,1,1,0,1,0,0,0,1
845,846,85,70.04995836802665,16647,5,5,0.0,TA,1390,0,1390,1701,1701,3,1,6,2,611,0,171000,12.049418835484797,3091,32,26,0,3.0,0,0,0,0,0,1,0,1,0,1
846,847,60,75.0,9317,7,5,137.0,Gd,513,227,740,1006,1775,3,1,7,1,425,234,213000,12.269047444691562,2515,16,16,264,3.5,0,1,1,1,0,0,0,2,0,1
847,848,20,36.0,15523,5,6,0.0,TA,460,404,864,864,864,3,1,5,1,338,0,133500,11.801856756822442,1728,37,37,0,2.0,0,0,0,0,0,1,0,1,0,1
848,849,50,75.0,45600,6,8,0.0,TA,0,907,907,1307,2358,5,1,10,1,360,486,240000,12.388394202324129,3265,100,11,215,3.0,0,1,1,1,0,1,0,0,0,1
849,850,80,80.0,9600,6,7,360.0,Gd,0,528,528,1094,1855,3,1,7,1,512,113,187000,12.138863895836725,2383,31,13,100,2.5,0,1,1,1,0,0,0,1,0,1
850,851,120,36.0,4435,6,5,170.0,Gd,659,189,848,848,848,1,1,3,0,420,140,131500,11.786762130599957,1696,4,4,0,2.0,0,0,0,1,0,0,0,2,0,1
851,852,120,70.04995836802665,3196,8,5,40.0,Gd,0,1273,1273,1456,1456,2,1,7,1,400,143,215000,12.2783933071098,2729,3,3,20,2.0,0,0,1,1,0,0,0,2,0,1
852,853,75,53.0,7128,7,5,0.0,TA,364,554,918,918,1646,4,1,7,2,240,0,164000,12.007621706806335,2564,66,57,126,2.0,0,1,1,0,0,0,0,1,0,1
853,854,80,70.04995836802665,12095,6,6,115.0,TA,564,563,1127,1445,1445,3,1,7,1,645,180,158000,11.970350312009105,2572,45,45,0,1.5,0,0,0,1,0,1,0,1,0,1
854,855,20,102.0,17920,5,4,0.0,TA,306,372,1763,1779,1779,3,1,6,1,454,0,170000,12.043553716032399,3542,51,32,730,2.5,0,0,1,0,0,0,0,1,0,1
855,856,20,70.04995836802665,6897,5,8,0.0,TA,659,381,1040,1040,1040,3,1,6,0,260,0,127000,11.751942365440728,2080,48,0,104,2.5,0,0,1,0,0,1,0,1,0,1
856,857,80,70.04995836802665,10970,6,6,0.0,TA,505,0,940,1026,1026,3,1,5,0,576,0,147000,11.898187865760873,1966,30,30,34,2.0,0,0,1,0,0,1,1,1,0,1
857,858,60,65.0,8125,6,5,0.0,TA,0,702,702,702,1481,3,1,6,1,343,0,174000,12.066810578196666,2183,15,14,36,2.5,0,1,1,0,0,0,0,2,0,1
858,859,20,80.0,10400,7,5,189.0,TA,0,1090,1090,1370,1370,3,1,6,1,479,0,152000,11.931635799828413,2460,33,33,0,2.0,0,0,0,0,0,0,0,1,0,1
859,860,60,70.04995836802665,11029,6,7,220.0,TA,619,435,1054,1512,2654,4,1,9,1,619,0,250000,12.429216196844383,3708,38,22,287,3.5,0,1,1,0,0,1,0,1,0,1
860,861,50,55.0,7642,7,8,0.0,Gd,0,912,912,912,1426,3,1,7,1,216,0,189950,12.154516158615772,2338,89,9,240,1.5,0,1,1,0,0,0,0,0,0,1
861,862,190,75.0,11625,5,4,0.0,TA,841,198,1039,1039,1039,3,1,6,0,504,0,131500,11.786762130599957,2078,45,45,0,2.5,0,0,0,0,0,0,0,2,0,1
862,863,20,81.0,9672,6,5,0.0,TA,338,702,1040,1097,1097,3,1,6,0,480,0,152000,11.931635799828413,2137,26,25,0,2.0,0,0,0,0,0,0,0,2,0,1
863,864,20,70.0,7931,5,5,0.0,TA,1148,0,1148,1148,1148,3,1,6,0,672,0,132500,11.794337924408413,2296,50,50,0,2.0,0,0,0,0,0,0,0,1,0,1
864,865,20,72.0,8640,7,5,0.0,Gd,0,1372,1372,1372,1372,3,1,6,0,529,0,250580,12.431533509799543,2744,1,0,140,2.0,0,0,1,0,0,0,0,2,0,1
865,866,20,70.04995836802665,8750,5,6,76.0,TA,828,174,1002,1002,1002,3,1,5,0,902,0,148500,11.908340237224891,2004,39,39,0,2.0,0,0,0,0,0,1,0,1,0,1
866,867,20,67.0,10656,8,5,274.0,Gd,0,1638,1638,1646,1646,3,1,6,1,870,192,248900,12.424806488355683,3284,1,0,80,2.0,3,0,1,1,0,1,0,2,1,1
867,868,20,85.0,6970,4,5,0.0,TA,932,108,1040,1120,1120,3,1,5,0,544,168,129000,11.76756768334381,2160,46,46,0,2.5,0,0,0,1,0,0,0,1,0,1
868,869,60,70.04995836802665,14762,5,6,0.0,TA,0,0,0,1547,2320,2,1,7,1,672,120,169000,12.037653993905211,2320,58,56,144,2.0,0,1,1,1,0,1,0,0,0,1
869,870,60,80.0,9938,7,5,246.0,Gd,750,300,1050,1062,1949,3,1,8,1,574,156,236000,12.371587084007746,2999,17,16,90,3.5,0,1,1,1,0,0,0,2,0,1
870,871,20,60.0,6600,5,5,0.0,TA,0,894,894,894,894,2,1,5,0,308,0,109500,11.603679828238693,1788,47,47,0,1.0,0,0,0,0,0,0,0,1,0,1
871,872,60,70.0,8750,6,5,116.0,TA,505,299,804,804,1682,3,1,7,0,523,0,200500,12.20856952572876,2486,12,12,77,2.5,0,1,1,0,0,0,0,2,0,1
872,873,20,74.0,8892,5,7,0.0,Gd,0,105,105,910,910,3,1,5,0,414,196,116000,11.661345470088502,1015,55,12,150,1.0,0,0,1,1,0,0,0,0,0,1
873,874,40,60.0,12144,5,7,0.0,Gd,375,457,832,1036,1268,3,1,6,1,288,0,133000,11.79810440720389,2100,60,59,28,1.0,0,0,1,0,0,0,0,1,0,1
874,875,50,52.0,5720,5,6,0.0,TA,0,676,676,676,1131,3,1,5,0,200,26,66500,11.104957226643945,1807,68,59,0,1.5,0,1,0,1,0,0,0,1,0,1
875,876,60,75.0,9000,8,5,0.0,Gd,64,1120,1184,1184,2610,4,1,11,1,550,208,303477,12.623061104072981,3794,0,0,364,2.5,0,1,1,1,0,0,0,2,0,1
876,877,20,94.0,25286,4,5,0.0,TA,633,431,1064,1040,1040,3,1,5,0,648,0,132250,11.792449349720545,2104,44,44,0,2.0,0,0,0,0,0,0,1,2,0,1
877,878,60,74.0,8834,9,5,216.0,Gd,1170,292,1462,1462,2224,4,1,10,1,738,184,350000,12.765688433465597,3686,5,4,0,3.5,3,1,0,1,0,0,0,2,1,2
878,879,85,88.0,11782,5,7,0.0,TA,899,210,1109,1155,1155,3,1,6,0,576,192,148000,11.904967552746252,2264,49,15,0,2.0,0,0,0,1,0,1,0,1,0,1
879,880,20,70.04995836802665,7000,5,8,90.0,Gd,646,218,864,864,864,3,1,6,0,336,0,136500,11.824079893607152,1728,31,4,0,2.0,0,0,0,0,0,1,0,1,0,1
880,881,20,60.0,7024,5,5,0.0,TA,980,110,1090,1090,1090,2,1,5,0,450,0,157000,11.964001084330445,2180,2,1,49,2.5,0,0,1,0,0,0,0,2,0,1
881,882,50,44.0,13758,7,5,117.0,Gd,902,254,1156,1187,1717,3,1,7,1,400,168,187500,12.141534124392603,2873,17,16,36,2.5,0,1,1,1,0,1,0,1,0,1
882,883,60,70.04995836802665,9636,6,5,0.0,TA,0,808,808,808,1593,3,1,7,1,389,342,178000,12.089538829274222,2401,17,16,40,2.5,0,1,1,1,0,1,0,2,0,1
883,884,75,60.0,6204,4,5,0.0,Gd,0,795,795,954,2230,5,1,10,0,440,0,118500,11.682668239557323,3025,94,56,188,2.0,0,1,1,0,0,0,0,2,0,1
884,885,20,65.0,7150,5,5,60.0,TA,432,460,892,892,892,3,1,5,0,288,0,100000,11.512925464970229,1784,42,42,0,1.0,0,0,0,0,0,0,0,1,0,1
